"","Country","Year","Area","Metier","Gear","Vessel_length","kw_days","Days_at_sea","FU","lvl4"
"241","BEL",2010,"27.7","TBB_DEF_70-99_0_0_all","TBB","10<24",129850,588,"outFU","TBB_DEF"
"242","BEL",2010,"27.7","TBB_DEF_70-99_0_0_all","TBB","24<40",686453,704,"outFU","TBB_DEF"
"244","BEL",2010,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",364852,330,"22","TBB_DEF"
"245","BEL",2010,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",5958,9,NA,"MIS_MIS"
"246","BEL",2010,"27.7.f","MIS_MIS_0_0_0_HC","MIS","24<40",662,1,NA,"MIS_MIS"
"247","BEL",2010,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",903,1,NA,"OTB_CRU"
"248","BEL",2010,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",33932,52,NA,"OTB_CRU"
"249","BEL",2010,"27.7.e","SSC_DEF_70-99_0_0_all","SSC","24<40",9290,10,NA,"SSC_DEF"
"250","BEL",2010,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","10<24",7727,35,NA,"TBB_DEF"
"251","BEL",2010,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",116860,106,NA,"TBB_DEF"
"252","BEL",2010,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",177633,153,NA,"TBB_DEF"
"253","BEL",2010,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",102361,93,NA,"TBB_DEF"
"255","BEL",2010,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",35086,53,NA,"MIS_MIS"
"256","BEL",2010,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","10<24",887,1,NA,"OTB_CRU"
"257","BEL",2010,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","10<24",663,3,NA,"OTB_CRU"
"258","BEL",2010,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","10<24",8864,16,NA,"OTB_CRU"
"259","BEL",2010,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",666,1,NA,"OTB_CRU"
"260","BEL",2010,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",6189,8,NA,"OTB_CRU"
"261","BEL",2010,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",88381,121,NA,"OTB_CRU"
"262","BEL",2010,"27.7.e","SSC_DEF_70-99_0_0_all","SSC","24<40",9290,10,NA,"SSC_DEF"
"263","BEL",2010,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","10<24",1547,7,NA,"TBB_DEF"
"264","BEL",2010,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","10<24",1105,5,NA,"TBB_DEF"
"265","BEL",2010,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","10<24",1326,6,NA,"TBB_DEF"
"266","BEL",2010,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",22252,20,NA,"TBB_DEF"
"267","BEL",2010,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",396008,373,NA,"TBB_DEF"
"268","BEL",2010,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",279042,262,NA,"TBB_DEF"
"269","BEL",2010,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","24<40",15345,15,NA,"TBB_DEF"
"270","BEL",2010,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",13902,21,NA,"MIS_MIS"
"271","BEL",2010,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","10<24",5525,25,NA,"OTB_CRU"
"272","BEL",2010,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","10<24",7514,34,NA,"OTB_CRU"
"273","BEL",2010,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",2709,3,NA,"OTB_CRU"
"274","BEL",2010,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",36954,48,NA,"OTB_CRU"
"275","BEL",2010,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",116957,160,NA,"OTB_CRU"
"276","BEL",2010,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",49783,46,NA,"TBB_DEF"
"277","BEL",2010,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",40308,36,NA,"TBB_DEF"
"278","BEL",2010,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",336270,301,NA,"TBB_DEF"
"279","BEL",2010,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","24<40",12388,12,NA,"TBB_DEF"
"280","BEL",2010,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",5355,7,NA,"OTB_CRU"
"281","BEL",2010,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",44056,78,NA,"OTB_CRU"
"282","BEL",2010,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",51573,53,NA,"TBB_DEF"
"283","BEL",2010,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",138197,119,NA,"TBB_DEF"
"284","BEL",2010,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",364852,330,NA,"TBB_DEF"
"285","BEL",2010,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",5958,9,NA,"MIS_MIS"
"286","BEL",2010,"27.7.f","MIS_MIS_0_0_0_HC","MIS","24<40",662,1,NA,"MIS_MIS"
"287","BEL",2010,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",903,1,NA,"OTB_CRU"
"288","BEL",2010,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",33932,52,NA,"OTB_CRU"
"289","BEL",2010,"27.7.e","SSC_DEF_70-99_0_0_all","SSC","24<40",9290,10,NA,"SSC_DEF"
"290","BEL",2010,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","10<24",7727,35,NA,"TBB_DEF"
"291","BEL",2010,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",116860,106,NA,"TBB_DEF"
"292","BEL",2010,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",177633,153,NA,"TBB_DEF"
"293","BEL",2010,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",102361,93,NA,"TBB_DEF"
"295","BEL",2010,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",35086,53,NA,"MIS_MIS"
"296","BEL",2010,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","10<24",887,1,NA,"OTB_CRU"
"297","BEL",2010,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","10<24",663,3,NA,"OTB_CRU"
"298","BEL",2010,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","10<24",8864,16,NA,"OTB_CRU"
"299","BEL",2010,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",666,1,NA,"OTB_CRU"
"300","BEL",2010,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",6189,8,NA,"OTB_CRU"
"301","BEL",2010,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",88381,121,NA,"OTB_CRU"
"302","BEL",2010,"27.7.e","SSC_DEF_70-99_0_0_all","SSC","24<40",9290,10,NA,"SSC_DEF"
"303","BEL",2010,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","10<24",1547,7,NA,"TBB_DEF"
"304","BEL",2010,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","10<24",1105,5,NA,"TBB_DEF"
"305","BEL",2010,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","10<24",1326,6,NA,"TBB_DEF"
"306","BEL",2010,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",22252,20,NA,"TBB_DEF"
"307","BEL",2010,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",396008,373,NA,"TBB_DEF"
"308","BEL",2010,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",279042,262,NA,"TBB_DEF"
"309","BEL",2010,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","24<40",15345,15,NA,"TBB_DEF"
"310","BEL",2010,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",13902,21,NA,"MIS_MIS"
"311","BEL",2010,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","10<24",5525,25,NA,"OTB_CRU"
"312","BEL",2010,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","10<24",7514,34,NA,"OTB_CRU"
"313","BEL",2010,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",2709,3,NA,"OTB_CRU"
"314","BEL",2010,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",36954,48,NA,"OTB_CRU"
"315","BEL",2010,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",116957,160,NA,"OTB_CRU"
"316","BEL",2010,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",49783,46,NA,"TBB_DEF"
"317","BEL",2010,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",40308,36,NA,"TBB_DEF"
"318","BEL",2010,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",336270,301,NA,"TBB_DEF"
"319","BEL",2010,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","24<40",12388,12,NA,"TBB_DEF"
"320","BEL",2010,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",5355,7,NA,"OTB_CRU"
"321","BEL",2010,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",44056,78,NA,"OTB_CRU"
"322","BEL",2010,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",51573,53,NA,"TBB_DEF"
"323","BEL",2010,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",138197,119,NA,"TBB_DEF"
"324","BEL",2010,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",364852,330,NA,"TBB_DEF"
"325","BEL",2010,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",5958,9,NA,"MIS_MIS"
"326","BEL",2010,"27.7.e","SSC_DEF_70-99_0_0_all","SSC","24<40",9290,10,NA,"SSC_DEF"
"327","BEL",2010,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",116860,106,NA,"TBB_DEF"
"328","BEL",2010,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",35086,53,NA,"MIS_MIS"
"329","BEL",2010,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","10<24",887,1,NA,"OTB_CRU"
"330","BEL",2010,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",666,1,NA,"OTB_CRU"
"331","BEL",2010,"27.7.e","SSC_DEF_70-99_0_0_all","SSC","24<40",9290,10,NA,"SSC_DEF"
"332","BEL",2010,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","10<24",1547,7,NA,"TBB_DEF"
"333","BEL",2010,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",22252,20,NA,"TBB_DEF"
"334","BEL",2010,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",13902,21,NA,"MIS_MIS"
"335","BEL",2010,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",2709,3,NA,"OTB_CRU"
"336","BEL",2010,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",49783,46,NA,"TBB_DEF"
"337","BEL",2010,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",51573,53,NA,"TBB_DEF"
"338","NLD",2011,"27.7.e","LHP_FIF_0_0_0","LHP","24<40",4484,6,NA,"LHP_FIF"
"339","NLD",2011,"27.7.b","OTM_DEF","OTM",">=40",643139,81,NA,"OTM_DEF"
"340","NLD",2011,"27.7.c","OTM_DEF","OTM",">=40",425933,38,NA,"OTM_DEF"
"341","NLD",2011,"27.7.h","OTM_DEF","OTM",">=40",118529,34,NA,"OTM_DEF"
"342","NLD",2011,"27.7.j","OTM_DEF","OTM",">=40",695504,158,NA,"OTM_DEF"
"343","NLD",2011,"27.7.k","OTM_DEF","OTM",">=40",8760,1,NA,"OTM_DEF"
"344","NLD",2011,"27.7.b","PTM_SPF_32-69_0_0","PTM",">=40",61122,29,NA,"PTM_SPF"
"345","NLD",2011,"27.7.h","PTM_SPF_32-69_0_0","PTM",">=40",55669,26,NA,"PTM_SPF"
"346","NLD",2011,"27.7.j","PTM_SPF_32-69_0_0","PTM",">=40",108998,51,NA,"PTM_SPF"
"347","NLD",2011,"27.7.e","SDN_DEF_70-99_0_0","SDN","24<40",7849,16,NA,"SDN_DEF"
"348","NLD",2011,"27.7.e","SSC_DEF_70-99_0_0","SSC","24<40",164189,228,NA,"SSC_DEF"
"349","NLD",2011,"27.7.h","SSC_DEF_70-99_0_0","SSC","24<40",1839,2,NA,"SSC_DEF"
"350","NLD",2011,"27.7.c","FPO_CRU_0_0_0","FPO","10<24",16,0,NA,"FPO_CRU"
"351","NLD",2011,"27.7.e","LHP_FIF_0_0_0","LHP","24<40",2240,3,NA,"LHP_FIF"
"352","NLD",2011,"27.7.c","OTM_DEF","OTM",">=40",12695,3,NA,"OTM_DEF"
"353","NLD",2011,"27.7.e","OTM_DEF","OTM",">=40",4365,1,NA,"OTM_DEF"
"354","NLD",2011,"27.7.h","OTM_DEF","OTM",">=40",10323,4,NA,"OTM_DEF"
"355","NLD",2011,"27.7.j","OTM_DEF","OTM",">=40",503135,148,NA,"OTM_DEF"
"356","NLD",2011,"27.7.k","OTM_DEF","OTM",">=40",8760,1,NA,"OTM_DEF"
"357","NLD",2011,"27.7.b","PTM_SPF_32-69_0_0","PTM",">=40",14914,7,NA,"PTM_SPF"
"358","NLD",2011,"27.7.h","PTM_SPF_32-69_0_0","PTM",">=40",14914,7,NA,"PTM_SPF"
"359","NLD",2011,"27.7.j","PTM_SPF_32-69_0_0","PTM",">=40",157171,74,NA,"PTM_SPF"
"360","NLD",2011,"27.7.e","SSC_DEF_70-99_0_0","SSC","24<40",41165,49,NA,"SSC_DEF"
"361","NLD",2011,"27.7.e","LHP_FIF_0_0_0","LHP","24<40",753,1,NA,"LHP_FIF"
"362","NLD",2011,"27.7.b","OTM_DEF","OTM",">=40",47400,15,NA,"OTM_DEF"
"363","NLD",2011,"27.7.c","OTM_DEF","OTM",">=40",30953,11,NA,"OTM_DEF"
"364","NLD",2011,"27.7.e","OTM_DEF","OTM",">=40",209497,60,NA,"OTM_DEF"
"365","NLD",2011,"27.7.h","OTM_DEF","OTM",">=40",2681,1,NA,"OTM_DEF"
"366","NLD",2011,"27.7.j","OTM_DEF","OTM",">=40",285574,73,NA,"OTM_DEF"
"367","NLD",2011,"27.7.c","PTB_DEF_>=120_0_0","PTB","24<40",221,1,NA,"PTB_DEF"
"368","NLD",2011,"27.7.b","PTM_SPF_32-69_0_0","PTM",">=40",17285,8,NA,"PTM_SPF"
"369","NLD",2011,"27.7.e","PTM_SPF_32-69_0_0","PTM",">=40",4706,2,NA,"PTM_SPF"
"370","NLD",2011,"27.7.j","PTM_SPF_32-69_0_0","PTM",">=40",47262,22,NA,"PTM_SPF"
"371","NLD",2011,"27.7.e","LHP_FIF_0_0_0","LHP","24<40",753,1,NA,"LHP_FIF"
"372","NLD",2011,"27.7.b","OTM_DEF","OTM",">=40",77666,11,NA,"OTM_DEF"
"373","NLD",2011,"27.7.c","OTM_DEF","OTM",">=40",401930,33,NA,"OTM_DEF"
"374","NLD",2011,"27.7.e","OTM_DEF","OTM",">=40",142251,36,NA,"OTM_DEF"
"375","NLD",2011,"27.7.h","OTM_DEF","OTM",">=40",213119,38,NA,"OTM_DEF"
"376","NLD",2011,"27.7.j","OTM_DEF","OTM",">=40",19620,1,NA,"OTM_DEF"
"377","NLD",2011,"27.7.e","PTM_SPF_32-69_0_0","PTM",">=40",68091,32,NA,"PTM_SPF"
"378","NLD",2011,"27.7.h","PTM_SPF_32-69_0_0","PTM",">=40",11990,6,NA,"PTM_SPF"
"379","NLD",2011,"27.7.e","SDN_DEF_70-99_0_0","SDN","24<40",1609,3,NA,"SDN_DEF"
"380","NLD",2011,"27.7.e","SSC_DEF_70-99_0_0","SSC","24<40",22652,30,NA,"SSC_DEF"
"381","NLD",2011,"27.7.j","SSC_DEF_70-99_0_0","SSC","24<40",656,1,NA,"SSC_DEF"
"382","BEL",2011,"27.7","MIS_MIS_0_0_0_HC","MIS","10<24",11607,53,"outFU","MIS_MIS"
"383","BEL",2011,"27.7","MIS_MIS_0_0_0_HC","MIS","24<40",25818,39,"outFU","MIS_MIS"
"384","BEL",2011,"27.7","GTR_DEF_all_0_0_all","GTR","10<24",4050,9,"outFU","GTR_DEF"
"385","BEL",2011,"27.7","OTB_CRU_70-99_0_0_all","OTB","10<24",884,4,"outFU","OTB_CRU"
"386","BEL",2011,"27.7","OTB_CRU_70-99_0_0_all","OTB","24<40",21403,33,"outFU","OTB_CRU"
"387","BEL",2011,"27.7.fghj","OTB_CRU_70-99_0_0_all","OTB","24<40",5510,10,"21","OTB_CRU"
"388","BEL",2011,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",22040,40,"22","OTB_CRU"
"389","BEL",2011,"27.7","SSC_DEF_70-99_0_0_all","SSC","24<40",40876,44,"outFU","SSC_DEF"
"390","BEL",2011,"27.7","TBB_DEF_70-99_0_0_all","TBB","10<24",181964,824,"outFU","TBB_DEF"
"391","BEL",2011,"27.7","TBB_DEF_70-99_0_0_all","TBB","24<40",1282233,1270,"outFU","TBB_DEF"
"392","BEL",2011,"27.7.fghj","TBB_DEF_70-99_0_0_all","TBB","24<40",48297,43,"21","TBB_DEF"
"393","BEL",2011,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",250913,217,"22","TBB_DEF"
"394","BEL",2011,"27.7","MIS_MIS_0_0_0_HC","MIS","10<24",1971,9,"outFU","MIS_MIS"
"395","BEL",2011,"27.7","MIS_MIS_0_0_0_HC","MIS","24<40",25156,38,"outFU","MIS_MIS"
"396","BEL",2011,"27.7.g","MIS_MIS_0_0_0_HC","MIS","24<40",662,1,"22","MIS_MIS"
"397","BEL",2011,"27.7","GTR_DEF_all_0_0_all","GTR","10<24",4050,9,"outFU","GTR_DEF"
"398","BEL",2011,"27.7","OTB_CRU_70-99_0_0_all","OTB","10<24",14849,25,"outFU","OTB_CRU"
"399","BEL",2011,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","10<24",1326,6,"22","OTB_CRU"
"400","BEL",2011,"27.7","OTB_CRU_70-99_0_0_all","OTB","24<40",2666,4,"outFU","OTB_CRU"
"402","BEL",2011,"27.7.fghj","OTB_CRU_70-99_0_0_all","OTB","24<40",1653,3,"21","OTB_CRU"
"403","BEL",2011,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",50920,86,"22","OTB_CRU"
"404","BEL",2011,"27.7","SSC_DEF_70-99_0_0_all","SSC","24<40",18580,20,"outFU","SSC_DEF"
"405","BEL",2011,"27.7","TBB_DEF_70-99_0_0_all","TBB","10<24",86993,391,"outFU","TBB_DEF"
"406","BEL",2011,"27.7","TBB_DEF_70-99_0_0_all","TBB","24<40",586036,589,"outFU","TBB_DEF"
"407","BEL",2011,"27.7.agj","TBB_DEF_70-99_0_0_all","TBB","24<40",1565,2,"19","TBB_DEF"
"408","BEL",2011,"27.7.fghj","TBB_DEF_70-99_0_0_all","TBB","24<40",4408,4,"21","TBB_DEF"
"409","BEL",2011,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",342731,334,"22","TBB_DEF"
"410","BEL",2011,"27.7","MIS_MIS_0_0_0_HC","MIS","24<40",9930,15,"outFU","MIS_MIS"
"411","BEL",2011,"27.7","GTR_DEF_all_0_0_all","GTR","10<24",3600,8,"outFU","GTR_DEF"
"412","BEL",2011,"27.7","GTR_DEF_all_0_0_all","GTR","10<24",4050,9,"outFU","GTR_DEF"
"413","BEL",2011,"27.7","OTB_CRU_70-99_0_0_all","OTB","10<24",1768,8,"outFU","OTB_CRU"
"414","BEL",2011,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","10<24",7735,35,"22","OTB_CRU"
"415","BEL",2011,"27.7","OTB_CRU_70-99_0_0_all","OTB","24<40",46999,64,"outFU","OTB_CRU"
"417","BEL",2011,"27.7.fghj","OTB_CRU_70-99_0_0_all","OTB","24<40",551,1,"21","OTB_CRU"
"418","BEL",2011,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",90265,133,"22","OTB_CRU"
"419","BEL",2011,"27.7","SSC_DEF_100-119_0_0_all","SSC","24<40",1858,2,"outFU","SSC_DEF"
"420","BEL",2011,"27.7","SSC_DEF_70-99_0_0_all","SSC","24<40",18232,17,"outFU","SSC_DEF"
"421","BEL",2011,"27.7","TBB_DEF_70-99_0_0_all","TBB","10<24",69503,315,"outFU","TBB_DEF"
"422","BEL",2011,"27.7","TBB_DEF_70-99_0_0_all","TBB","24<40",298529,293,"outFU","TBB_DEF"
"423","BEL",2011,"27.7.agj","TBB_DEF_70-99_0_0_all","TBB","24<40",1986,3,"19","TBB_DEF"
"424","BEL",2011,"27.7.fghj","TBB_DEF_70-99_0_0_all","TBB","24<40",17922,18,"21","TBB_DEF"
"425","BEL",2011,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",231289,238,"22","TBB_DEF"
"426","BEL",2011,"27.7","MIS_MIS_0_0_0_HC","MIS","10<24",12921,59,"outFU","MIS_MIS"
"427","BEL",2011,"27.7","MIS_MIS_0_0_0_HC","MIS","24<40",26480,40,"outFU","MIS_MIS"
"428","BEL",2011,"27.7","GTR_DEF_all_0_0_all","GTR","10<24",9900,22,"outFU","GTR_DEF"
"429","BEL",2011,"27.7","OTB_CRU_70-99_0_0_all","OTB","10<24",4435,5,"outFU","OTB_CRU"
"430","BEL",2011,"27.7","OTB_CRU_70-99_0_0_all","OTB","24<40",22480,30,"outFU","OTB_CRU"
"431","BEL",2011,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",21101,37,"22","OTB_CRU"
"432","BEL",2011,"27.7","SSC_DEF_70-99_0_0_all","SSC","24<40",86941,79,"outFU","SSC_DEF"
"433","BEL",2011,"27.7","TBB_DEF_70-99_0_0_all","TBB","10<24",116051,526,"outFU","TBB_DEF"
"434","BEL",2011,"27.7","TBB_DEF_70-99_0_0_all","TBB","24<40",786156,815,"outFU","TBB_DEF"
"435","BEL",2011,"27.7.agj","TBB_DEF_70-99_0_0_all","TBB","24<40",662,1,"19","TBB_DEF"
"436","BEL",2011,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",304119,318,"22","TBB_DEF"
"437","BEL",2011,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",3972,6,NA,"MIS_MIS"
"438","BEL",2011,"27.7.f","MIS_MIS_0_0_0_HC","MIS","24<40",662,1,NA,"MIS_MIS"
"439","BEL",2011,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",1102,2,NA,"OTB_CRU"
"440","BEL",2011,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",27550,50,NA,"OTB_CRU"
"441","BEL",2011,"27.7.e","SSC_DEF_70-99_0_0_all","SSC","24<40",16722,18,NA,"SSC_DEF"
"442","BEL",2011,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","10<24",15685,71,NA,"TBB_DEF"
"443","BEL",2011,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",98240,96,NA,"TBB_DEF"
"444","BEL",2011,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",270776,249,NA,"TBB_DEF"
"445","BEL",2011,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",298010,259,NA,"TBB_DEF"
"446","BEL",2011,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","24<40",1200,1,NA,"TBB_DEF"
"447","BEL",2011,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",14564,22,NA,"MIS_MIS"
"448","BEL",2011,"27.7.g","MIS_MIS_0_0_0_HC","MIS","24<40",662,1,NA,"MIS_MIS"
"449","BEL",2011,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","10<24",442,2,NA,"OTB_CRU"
"450","BEL",2011,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","10<24",1326,6,NA,"OTB_CRU"
"451","BEL",2011,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",2115,3,NA,"OTB_CRU"
"452","BEL",2011,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",52573,89,NA,"OTB_CRU"
"453","BEL",2011,"27.7.e","SSC_DEF_70-99_0_0_all","SSC","24<40",3716,4,NA,"SSC_DEF"
"454","BEL",2011,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","10<24",442,2,NA,"TBB_DEF"
"455","BEL",2011,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","10<24",12564,57,NA,"TBB_DEF"
"456","BEL",2011,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",81174,84,NA,"TBB_DEF"
"457","BEL",2011,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",302312,298,NA,"TBB_DEF"
"458","BEL",2011,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",347139,338,NA,"TBB_DEF"
"459","BEL",2011,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","24<40",1906,2,NA,"TBB_DEF"
"460","BEL",2011,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",662,1,NA,"MIS_MIS"
"461","BEL",2011,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","10<24",1768,8,NA,"OTB_CRU"
"462","BEL",2011,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","10<24",7735,35,NA,"OTB_CRU"
"463","BEL",2011,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",1578,2,NA,"OTB_CRU"
"464","BEL",2011,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",44870,61,NA,"OTB_CRU"
"465","BEL",2011,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",90816,134,NA,"OTB_CRU"
"466","BEL",2011,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","10<24",3488,16,NA,"TBB_DEF"
"467","BEL",2011,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",38629,40,NA,"TBB_DEF"
"468","BEL",2011,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",70332,65,NA,"TBB_DEF"
"469","BEL",2011,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",249211,256,NA,"TBB_DEF"
"470","BEL",2011,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","24<40",4425,4,NA,"TBB_DEF"
"471","BEL",2011,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",3972,6,NA,"MIS_MIS"
"472","BEL",2011,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",11046,14,NA,"OTB_CRU"
"473","BEL",2011,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",11434,16,NA,"OTB_CRU"
"474","BEL",2011,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",21101,37,NA,"OTB_CRU"
"475","BEL",2011,"27.7.e","SSC_DEF_70-99_0_0_all","SSC","24<40",6000,5,NA,"SSC_DEF"
"476","BEL",2011,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","10<24",1314,6,NA,"TBB_DEF"
"477","BEL",2011,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",163945,179,NA,"TBB_DEF"
"478","BEL",2011,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",179868,158,NA,"TBB_DEF"
"479","BEL",2011,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",304119,318,NA,"TBB_DEF"
