Country,Year,lvl4,Vessel_length,Area,FU,kw_days,Days_at_sea,No_vessels
BEL,2009,GNS_DEF,10<24m,27.7,outFU,18000,40,4
BEL,2009,GNS_DEF,10<24m,27.7.d,NA,54000,120,12
BEL,2009,GTR_DEF,10<24m,27.7,outFU,6750,15,3
BEL,2009,GTR_DEF,10<24m,27.7.d,NA,20250,45,9
BEL,2009,MIS_MIS,10<24m,27.7,outFU,19053,87,2
BEL,2009,MIS_MIS,10<24m,27.7.d,NA,57159,261,6
BEL,2009,MIS_MIS,24<40m,27.7,outFU,165522,246,7
BEL,2009,MIS_MIS,24<40m,27.7.d,NA,286050,420,21
BEL,2009,MIS_MIS,24<40m,27.7.e,NA,210516,318,6
BEL,2009,OTB_CRU,10<24m,27.7,outFU,10608,48,5
BEL,2009,OTB_CRU,10<24m,27.7.d,NA,19227,87,9
BEL,2009,OTB_CRU,10<24m,27.7.e,NA,1326,6,3
BEL,2009,OTB_CRU,10<24m,27.7.f,NA,7514,34,6
BEL,2009,OTB_CRU,10<24m,27.7.g,NA,17680,80,6
BEL,2009,OTB_CRU,10<24m,27.7.g,22,8840,40,3
BEL,2009,OTB_CRU,24<40m,27.7,outFU,93243,120,19
BEL,2009,OTB_CRU,24<40m,27.7.d,NA,59754,81,33
BEL,2009,OTB_CRU,24<40m,27.7.f,NA,146650,186,26
BEL,2009,OTB_CRU,24<40m,27.7.g,NA,768530,970,42
BEL,2009,OTB_CRU,24<40m,27.7.g,20_21,7163,13,4
BEL,2009,OTB_CRU,24<40m,27.7.g,22,377102,472,21
BEL,2009,OTB_CRU,24<40m,27.7.h,NA,0,0,2
BEL,2009,OTB_CRU,24<40m,27.7.j,19,0,0,3
BEL,2009,TBB_CRU,10<24m,27.7,outFU,884,4,1
BEL,2009,TBB_CRU,10<24m,27.7.d,NA,2652,12,3
BEL,2009,TBB_DEF,10<24m,27.7,outFU,365896,1658,70
BEL,2009,TBB_DEF,10<24m,27.7.d,NA,1052091,4767,201
BEL,2009,TBB_DEF,10<24m,27.7.e,NA,663,3,6
BEL,2009,TBB_DEF,10<24m,27.7.f,NA,29956,136,22
BEL,2009,TBB_DEF,10<24m,27.7.g,NA,8380,38,8
BEL,2009,TBB_DEF,10<24m,27.7.g,22,4190,19,4
BEL,2009,TBB_DEF,24<40m,27.7,outFU,3210843,3101,138
BEL,2009,TBB_DEF,24<40m,27.7.d,NA,5949753,5847,348
BEL,2009,TBB_DEF,24<40m,27.7.e,NA,842370,777,180
BEL,2009,TBB_DEF,24<40m,27.7.f,NA,1662064,1556,170
BEL,2009,TBB_DEF,24<40m,27.7.g,NA,1594338,1552,162
BEL,2009,TBB_DEF,24<40m,27.7.g,20_21,46353,41,16
BEL,2009,TBB_DEF,24<40m,27.7.g,22,736115,720,70
BEL,2009,TBB_DEF,24<40m,27.7.h,NA,4330,4,8
BEL,2009,TBB_DEF,24<40m,27.7.j,19,15363,16,6
BEL,2010,GNS_DEF,10<24m,27.7,outFU,9248,18,2
BEL,2010,GNS_DEF,10<24m,27.7.d,NA,27744,54,6
BEL,2010,GTR_DEF,10<24m,27.7,outFU,18450,41,4
BEL,2010,GTR_DEF,10<24m,27.7.d,NA,55350,123,12
BEL,2010,MIS_MIS,10<24m,27.7,outFU,18615,85,2
BEL,2010,MIS_MIS,10<24m,27.7.d,NA,55845,255,6
BEL,2010,MIS_MIS,24<40m,27.7,outFU,137696,208,4
BEL,2010,MIS_MIS,24<40m,27.7.d,NA,178740,270,12
BEL,2010,MIS_MIS,24<40m,27.7.e,NA,164838,249,9
BEL,2010,MIS_MIS,24<40m,27.7.f,NA,1324,2,2
BEL,2010,OTB_CRU,10<24m,27.7,outFU,37657,83,8
BEL,2010,OTB_CRU,10<24m,27.7.d,NA,91083,159,21
BEL,2010,OTB_CRU,10<24m,27.7.e,NA,2661,3,3
BEL,2010,OTB_CRU,10<24m,27.7.f,NA,12376,56,4
BEL,2010,OTB_CRU,10<24m,27.7.g,NA,32756,100,6
BEL,2010,OTB_CRU,10<24m,27.7.g,22,16378,50,3
BEL,2010,OTB_CRU,10<24m,27.7.j,19,0,0,1
BEL,2010,OTB_CRU,24<40m,27.7,outFU,68695,92,15
BEL,2010,OTB_CRU,24<40m,27.7.d,NA,37272,57,15
BEL,2010,OTB_CRU,24<40m,27.7.e,NA,10125,12,6
BEL,2010,OTB_CRU,24<40m,27.7.f,NA,98802,128,16
BEL,2010,OTB_CRU,24<40m,27.7.g,NA,566652,822,30
BEL,2010,OTB_CRU,24<40m,27.7.g,20_21,5510,10,3
BEL,2010,OTB_CRU,24<40m,27.7.g,22,277816,401,15
BEL,2010,OTB_CRU,24<40m,27.7.j,19,551,1,3
BEL,2010,SSC_DEF,24<40m,27.7,outFU,113338,122,5
BEL,2010,SSC_DEF,24<40m,27.7.d,NA,284274,306,15
BEL,2010,SSC_DEF,24<40m,27.7.e,NA,55740,60,6
BEL,2010,TBB_DEF,10<24m,27.7,outFU,449284,2035,74
BEL,2010,TBB_DEF,10<24m,27.7.d,NA,1316715,5964,222
BEL,2010,TBB_DEF,10<24m,27.7.e,NA,4641,21,3
BEL,2010,TBB_DEF,10<24m,27.7.f,NA,17664,80,12
BEL,2010,TBB_DEF,10<24m,27.7.g,NA,2652,12,4
BEL,2010,TBB_DEF,10<24m,27.7.g,20_21,221,1,1
BEL,2010,TBB_DEF,10<24m,27.7.g,22,663,3,1
BEL,2010,TBB_DEF,10<24m,27.7.j,19,442,2,1
BEL,2010,TBB_DEF,24<40m,27.7,outFU,2667244,2575,107
BEL,2010,TBB_DEF,24<40m,27.7.d,NA,4575693,4611,246
BEL,2010,TBB_DEF,24<40m,27.7.e,NA,721404,675,123
BEL,2010,TBB_DEF,24<40m,27.7.f,NA,1504292,1362,122
BEL,2010,TBB_DEF,24<40m,27.7.g,NA,2165050,1972,140
BEL,2010,TBB_DEF,24<40m,27.7.g,20_21,57488,53,16
BEL,2010,TBB_DEF,24<40m,27.7.g,22,1039537,948,65
BEL,2010,TBB_DEF,24<40m,27.7.h,NA,55466,54,24
BEL,2010,TBB_DEF,24<40m,27.7.j,19,2122,2,3
BEL,2011,GTR_DEF,10<24m,27.7,outFU,25650,57,5
BEL,2011,GTR_DEF,10<24m,27.7.d,NA,76950,171,15
BEL,2011,MIS_MIS,10<24m,27.7,outFU,26499,121,3
BEL,2011,MIS_MIS,10<24m,27.7.d,NA,79497,363,9
BEL,2011,MIS_MIS,24<40m,27.7,outFU,87384,132,4
BEL,2011,MIS_MIS,24<40m,27.7.d,NA,59580,90,9
BEL,2011,MIS_MIS,24<40m,27.7.e,NA,69510,105,12
BEL,2011,MIS_MIS,24<40m,27.7.f,NA,1324,2,2
BEL,2011,MIS_MIS,24<40m,27.7.g,NA,1324,2,2
BEL,2011,MIS_MIS,24<40m,27.7.g,22,662,1,1
BEL,2011,OTB_CRU,10<24m,27.7,outFU,21936,42,6
BEL,2011,OTB_CRU,10<24m,27.7.d,NA,59178,96,15
BEL,2011,OTB_CRU,10<24m,27.7.f,NA,4420,20,4
BEL,2011,OTB_CRU,10<24m,27.7.g,NA,18122,82,4
BEL,2011,OTB_CRU,10<24m,27.7.g,22,9061,41,2
BEL,2011,OTB_CRU,24<40m,27.7,outFU,93548,131,11
BEL,2011,OTB_CRU,24<40m,27.7.d,NA,59250,90,9
BEL,2011,OTB_CRU,24<40m,27.7.e,NA,37872,48,6
BEL,2011,OTB_CRU,24<40m,27.7.f,NA,119042,164,18
BEL,2011,OTB_CRU,24<40m,27.7.g,NA,384080,620,20
BEL,2011,OTB_CRU,24<40m,27.7.g,20_21,7714,14,3
BEL,2011,OTB_CRU,24<40m,27.7.g,22,184326,296,10
BEL,2011,OTB_CRU,24<40m,27.7.j,19,0,0,2
BEL,2011,SSC_DEF,24<40m,27.7,outFU,166487,162,7
BEL,2011,SSC_DEF,24<40m,27.7.d,NA,420147,405,21
BEL,2011,SSC_DEF,24<40m,27.7.e,NA,79314,81,9
BEL,2011,TBB_DEF,10<24m,27.7,outFU,454511,2056,73
BEL,2011,TBB_DEF,10<24m,27.7.d,NA,1263054,5712,219
BEL,2011,TBB_DEF,10<24m,27.7.e,NA,5268,24,12
BEL,2011,TBB_DEF,10<24m,27.7.f,NA,63474,288,28
BEL,2011,TBB_DEF,24<40m,27.7,outFU,2952954,2967,106
BEL,2011,TBB_DEF,24<40m,27.7.d,NA,4554564,4737,243
BEL,2011,TBB_DEF,24<40m,27.7.e,NA,1145964,1197,165
BEL,2011,TBB_DEF,24<40m,27.7.f,NA,1646576,1540,120
BEL,2011,TBB_DEF,24<40m,27.7.g,NA,2396958,2342,146
BEL,2011,TBB_DEF,24<40m,27.7.g,20_21,70627,65,13
BEL,2011,TBB_DEF,24<40m,27.7.g,22,1129052,1107,70
BEL,2011,TBB_DEF,24<40m,27.7.h,NA,16474,16,18
BEL,2011,TBB_DEF,24<40m,27.7.j,19,4213,6,5
BEL,2012,GTR_DEF,10<24m,27.7,outFU,32292,54,4
BEL,2012,GTR_DEF,10<24m,27.7.d,NA,96876,162,12
BEL,2012,MIS_MIS,10<24m,27.7,outFU,19710,90,2
BEL,2012,MIS_MIS,10<24m,27.7.d,NA,57816,264,6
BEL,2012,MIS_MIS,10<24m,27.7.e,NA,1314,6,3
BEL,2012,MIS_MIS,24<40m,27.7,outFU,99300,150,4
BEL,2012,MIS_MIS,24<40m,27.7.d,NA,25818,39,9
BEL,2012,MIS_MIS,24<40m,27.7.e,NA,210516,318,12
BEL,2012,MIS_MIS,24<40m,27.7.f,NA,10592,16,2
BEL,2012,OTB_CRU,10<24m,27.7,outFU,12636,18,2
BEL,2012,OTB_CRU,10<24m,27.7.d,NA,32586,48,6
BEL,2012,OTB_CRU,10<24m,27.7.e,NA,2661,3,3
BEL,2012,OTB_CRU,10<24m,27.7.f,NA,1774,2,2
BEL,2012,OTB_CRU,24<40m,27.7,outFU,111030,123,15
BEL,2012,OTB_CRU,24<40m,27.7.d,NA,94503,81,9
BEL,2012,OTB_CRU,24<40m,27.7.e,NA,86472,96,27
BEL,2012,OTB_CRU,24<40m,27.7.f,NA,101410,128,24
BEL,2012,OTB_CRU,24<40m,27.7.g,NA,550522,750,30
BEL,2012,OTB_CRU,24<40m,27.7.g,20_21,6707,11,6
BEL,2012,OTB_CRU,24<40m,27.7.g,22,268554,364,15
BEL,2012,OTB_CRU,24<40m,27.7.j,19,0,0,1
BEL,2012,SSC_DEF,10<24m,27.7,outFU,2210,10,2
BEL,2012,SSC_DEF,10<24m,27.7.d,NA,5967,27,6
BEL,2012,SSC_DEF,10<24m,27.7.e,NA,663,3,3
BEL,2012,SSC_DEF,24<40m,27.7,outFU,230351,223,11
BEL,2012,SSC_DEF,24<40m,27.7.d,NA,476100,477,33
BEL,2012,SSC_DEF,24<40m,27.7.e,NA,214953,192,24
BEL,2012,TBB_DEF,10<24m,27.7,outFU,312946,1419,65
BEL,2012,TBB_DEF,10<24m,27.7.d,NA,756252,3429,183
BEL,2012,TBB_DEF,10<24m,27.7.e,NA,25194,114,12
BEL,2012,TBB_DEF,10<24m,27.7.f,NA,104928,476,30
BEL,2012,TBB_DEF,10<24m,27.7.g,NA,2180,10,2
BEL,2012,TBB_DEF,10<24m,27.7.g,20_21,1090,5,1
BEL,2012,TBB_DEF,24<40m,27.7,outFU,3062041,2968,108
BEL,2012,TBB_DEF,24<40m,27.7.d,NA,3941574,4056,234
BEL,2012,TBB_DEF,24<40m,27.7.e,NA,1267650,1224,174
BEL,2012,TBB_DEF,24<40m,27.7.f,NA,2256408,2048,142
BEL,2012,TBB_DEF,24<40m,27.7.g,NA,2647084,2476,156
BEL,2012,TBB_DEF,24<40m,27.7.g,20_21,114495,98,23
BEL,2012,TBB_DEF,24<40m,27.7.g,22,1214952,1145,74
BEL,2012,TBB_DEF,24<40m,27.7.h,NA,23512,22,14
BEL,2012,TBB_DEF,24<40m,27.7.j,19,0,0,1
BEL,2013,GTR_DEF,10<24m,27.7,outFU,30498,51,4
BEL,2013,GTR_DEF,10<24m,27.7.d,NA,91494,153,12
BEL,2013,MIS_MIS,10<24m,27.7,outFU,24528,112,2
BEL,2013,MIS_MIS,10<24m,27.7.d,NA,72270,330,6
BEL,2013,MIS_MIS,10<24m,27.7.e,NA,1314,6,3
BEL,2013,MIS_MIS,24<40m,27.7,outFU,29525,25,1
BEL,2013,MIS_MIS,24<40m,27.7.d,NA,81489,69,3
BEL,2013,MIS_MIS,24<40m,27.7.e,NA,7086,6,3
BEL,2013,OTB_CRU,10<24m,27.7,outFU,4877,7,2
BEL,2013,OTB_CRU,10<24m,27.7.f,NA,9754,14,4
BEL,2013,OTB_CRU,10<24m,27.7.g,NA,62514,90,4
BEL,2013,OTB_CRU,10<24m,27.7.g,20_21,887,1,1
BEL,2013,OTB_CRU,10<24m,27.7.g,22,30370,44,2
BEL,2013,OTB_CRU,24<40m,27.7,outFU,78998,97,12
BEL,2013,OTB_CRU,24<40m,27.7.d,NA,15111,18,6
BEL,2013,OTB_CRU,24<40m,27.7.e,NA,90681,99,24
BEL,2013,OTB_CRU,24<40m,27.7.f,NA,87468,116,16
BEL,2013,OTB_CRU,24<40m,27.7.g,NA,444432,604,22
BEL,2013,OTB_CRU,24<40m,27.7.g,20_21,2204,4,3
BEL,2013,OTB_CRU,24<40m,27.7.g,22,219381,297,11
BEL,2013,OTB_CRU,24<40m,27.7.j,19,1262,2,2
BEL,2013,OTB_DEF,10<24m,27.7.g,NA,1768,8,2
BEL,2013,OTB_DEF,10<24m,27.7.g,22,884,4,1
BEL,2013,SSC_DEF,24<40m,27.7,outFU,254069,309,11
BEL,2013,SSC_DEF,24<40m,27.7.d,NA,639651,783,33
BEL,2013,SSC_DEF,24<40m,27.7.e,NA,115356,138,24
BEL,2013,SSC_DEF,24<40m,27.7.f,NA,4800,4,2
BEL,2013,SSC_DEF,24<40m,27.7.g,NA,2400,2,2
BEL,2013,SSC_DEF,24<40m,27.7.g,22,1200,1,1
BEL,2013,TBB_DEF,10<24m,27.7,outFU,242140,1097,44
BEL,2013,TBB_DEF,10<24m,27.7.d,NA,648366,2937,129
BEL,2013,TBB_DEF,10<24m,27.7.e,NA,4641,21,6
BEL,2013,TBB_DEF,10<24m,27.7.f,NA,48942,222,22
BEL,2013,TBB_DEF,24<40m,27.7,outFU,3077897,3104,110
BEL,2013,TBB_DEF,24<40m,27.7.d,NA,4462827,4803,258
BEL,2013,TBB_DEF,24<40m,27.7.e,NA,850329,849,165
BEL,2013,TBB_DEF,24<40m,27.7.f,NA,2350672,2190,140
BEL,2013,TBB_DEF,24<40m,27.7.g,NA,2684178,2518,154
BEL,2013,TBB_DEF,24<40m,27.7.g,20_21,122511,104,18
BEL,2013,TBB_DEF,24<40m,27.7.g,22,1216338,1152,77
BEL,2013,TBB_DEF,24<40m,27.7.h,NA,1918,2,10
BEL,2013,TBB_DEF,24<40m,27.7.j,19,3240,3,4
BEL,2014,GTR_DEF,10<24m,27.7,outFU,44850,75,4
BEL,2014,GTR_DEF,10<24m,27.7.d,NA,134550,225,12
BEL,2014,MIS_MIS,10<24m,27.7,outFU,33762,154,4
BEL,2014,MIS_MIS,10<24m,27.7.d,NA,101286,462,12
BEL,2014,MIS_MIS,24<40m,27.7,outFU,304774,258,5
BEL,2014,MIS_MIS,24<40m,27.7.d,NA,414759,351,12
BEL,2014,MIS_MIS,24<40m,27.7.e,NA,286983,243,12
BEL,2014,MIS_MIS,24<40m,27.7.f,NA,66136,56,2
BEL,2014,MIS_MIS,24<40m,27.7.h,NA,75584,64,4
BEL,2014,OTB_CRU,10<24m,27.7,outFU,2873,13,3
BEL,2014,OTB_CRU,10<24m,27.7.d,NA,2652,12,6
BEL,2014,OTB_CRU,10<24m,27.7.f,NA,3978,18,2
BEL,2014,OTB_CRU,10<24m,27.7.g,NA,3536,16,2
BEL,2014,OTB_CRU,10<24m,27.7.g,22,1768,8,1
BEL,2014,OTB_CRU,24<40m,27.7,outFU,111655,134,11
BEL,2014,OTB_CRU,24<40m,27.7.d,NA,25542,42,12
BEL,2014,OTB_CRU,24<40m,27.7.e,NA,91095,120,24
BEL,2014,OTB_CRU,24<40m,27.7.f,NA,144290,158,14
BEL,2014,OTB_CRU,24<40m,27.7.g,NA,324348,466,18
BEL,2014,OTB_CRU,24<40m,27.7.g,20_21,1653,3,3
BEL,2014,OTB_CRU,24<40m,27.7.g,22,154521,225,9
BEL,2014,OTB_CRU,24<40m,27.7.j,19,7893,8,2
BEL,2014,SSC_DEF,24<40m,27.7,outFU,197221,194,10
BEL,2014,SSC_DEF,24<40m,27.7.d,NA,588063,579,30
BEL,2014,SSC_DEF,24<40m,27.7.e,NA,3600,3,3
BEL,2014,TBB_CRU,24<40m,27.7,outFU,1200,1,1
BEL,2014,TBB_CRU,24<40m,27.7.g,NA,4800,4,2
BEL,2014,TBB_CRU,24<40m,27.7.g,22,2400,2,1
BEL,2014,TBB_CRU,24<40m,27.7.h,NA,2400,2,2
BEL,2014,TBB_DEF,10<24m,27.7,outFU,306633,1389,50
BEL,2014,TBB_DEF,10<24m,27.7.d,NA,843807,3822,141
BEL,2014,TBB_DEF,10<24m,27.7.e,NA,1326,6,3
BEL,2014,TBB_DEF,10<24m,27.7.f,NA,49844,226,26
BEL,2014,TBB_DEF,10<24m,27.7.g,NA,442,2,2
BEL,2014,TBB_DEF,10<24m,27.7.g,22,221,1,1
BEL,2014,TBB_DEF,24<40m,27.7,outFU,3319956,3293,101
BEL,2014,TBB_DEF,24<40m,27.7.d,NA,5895831,6093,264
BEL,2014,TBB_DEF,24<40m,27.7.e,NA,429237,438,129
BEL,2014,TBB_DEF,24<40m,27.7.f,NA,2182422,2006,132
BEL,2014,TBB_DEF,24<40m,27.7.g,NA,1315568,1280,118
BEL,2014,TBB_DEF,24<40m,27.7.g,20_21,26866,25,13
BEL,2014,TBB_DEF,24<40m,27.7.g,22,634868,619,59
BEL,2014,TBB_DEF,24<40m,27.7.h,NA,41750,46,44
BEL,2014,TBB_DEF,24<40m,27.7.j,19,6486,7,4
BEL,2015,GTR_DEF,10<24m,27.7,outFU,9568,16,4
BEL,2015,GTR_DEF,10<24m,27.7.d,NA,28704,48,12
BEL,2015,MIS_MIS,10<24m,27.7,outFU,15987,73,2
BEL,2015,MIS_MIS,10<24m,27.7.d,NA,47961,219,6
BEL,2015,MIS_MIS,24<40m,27.7,outFU,161797,137,4
BEL,2015,MIS_MIS,24<40m,27.7.d,NA,251553,213,9
BEL,2015,MIS_MIS,24<40m,27.7.e,NA,223209,189,6
BEL,2015,MIS_MIS,24<40m,27.7.f,NA,0,0,2
BEL,2015,MIS_MIS,24<40m,27.7.h,NA,7086,6,4
BEL,2015,OTB_CRU,10<24m,27.7,outFU,884,4,1
BEL,2015,OTB_CRU,10<24m,27.7.d,NA,2652,12,3
BEL,2015,OTB_CRU,24<40m,27.7,outFU,89969,102,11
BEL,2015,OTB_CRU,24<40m,27.7.d,NA,15510,24,9
BEL,2015,OTB_CRU,24<40m,27.7.e,NA,113100,138,27
BEL,2015,OTB_CRU,24<40m,27.7.f,NA,94198,96,12
BEL,2015,OTB_CRU,24<40m,27.7.g,NA,250924,338,18
BEL,2015,OTB_CRU,24<40m,27.7.g,20_21,2755,5,2
BEL,2015,OTB_CRU,24<40m,27.7.g,22,122707,164,9
BEL,2015,OTB_CRU,24<40m,27.7.j,19,852,1,1
BEL,2015,SSC_DEF,24<40m,27.7,outFU,213935,197,10
BEL,2015,SSC_DEF,24<40m,27.7.d,NA,598722,549,30
BEL,2015,SSC_DEF,24<40m,27.7.e,NA,43083,42,9
BEL,2015,TBB_DEF,10<24m,27.7,outFU,300212,1360,50
BEL,2015,TBB_DEF,10<24m,27.7.d,NA,849867,3849,147
BEL,2015,TBB_DEF,10<24m,27.7.e,NA,12540,57,15
BEL,2015,TBB_DEF,10<24m,27.7.f,NA,25486,116,12
BEL,2015,TBB_DEF,10<24m,27.7.g,NA,3978,18,2
BEL,2015,TBB_DEF,10<24m,27.7.g,22,1989,9,1
BEL,2015,TBB_DEF,24<40m,27.7,outFU,3453007,3421,96
BEL,2015,TBB_DEF,24<40m,27.7.d,NA,5656119,5742,213
BEL,2015,TBB_DEF,24<40m,27.7.e,NA,858096,915,135
BEL,2015,TBB_DEF,24<40m,27.7.f,NA,2295528,2138,110
BEL,2015,TBB_DEF,24<40m,27.7.g,NA,1348678,1272,100
BEL,2015,TBB_DEF,24<40m,27.7.g,20_21,79578,72,16
BEL,2015,TBB_DEF,24<40m,27.7.g,22,619709,586,48
BEL,2015,TBB_DEF,24<40m,27.7.h,NA,132104,134,46
BEL,2015,TBB_DEF,24<40m,27.7.j,19,2400,2,1
BEL,2016,MIS_MIS,10<24m,27.7,outFU,27594,126,3
BEL,2016,MIS_MIS,10<24m,27.7.d,NA,82782,378,9
BEL,2016,MIS_MIS,24<40m,27.7,outFU,179512,152,4
BEL,2016,MIS_MIS,24<40m,27.7.d,NA,290526,246,12
BEL,2016,MIS_MIS,24<40m,27.7.e,NA,248010,210,6
BEL,2016,MIS_MIS,24<40m,27.7.f,NA,0,0,2
BEL,2016,OTB_CRU,24<40m,27.7,outFU,46893,56,9
BEL,2016,OTB_CRU,24<40m,27.7.d,NA,11409,18,12
BEL,2016,OTB_CRU,24<40m,27.7.e,NA,52443,60,18
BEL,2016,OTB_CRU,24<40m,27.7.f,NA,46708,54,16
BEL,2016,OTB_CRU,24<40m,27.7.g,NA,389382,518,18
BEL,2016,OTB_CRU,24<40m,27.7.g,20_21,2755,5,3
BEL,2016,OTB_CRU,24<40m,27.7.g,22,191936,254,9
BEL,2016,OTB_CRU,24<40m,27.7.h,NA,1102,2,2
BEL,2016,OTB_CRU,24<40m,27.7.j,19,0,0,3
BEL,2016,SSC_DEF,24<40m,27.7,outFU,198048,177,7
BEL,2016,SSC_DEF,24<40m,27.7.d,NA,569772,510,21
BEL,2016,SSC_DEF,24<40m,27.7.e,NA,24372,21,9
BEL,2016,TBB_DEF,10<24m,27.7,outFU,221362,1003,41
BEL,2016,TBB_DEF,10<24m,27.7.d,NA,641556,2907,123
BEL,2016,TBB_DEF,10<24m,27.7.e,NA,1977,9,6
BEL,2016,TBB_DEF,10<24m,27.7.f,NA,13702,62,10
BEL,2016,TBB_DEF,24<40m,27.7,outFU,3544678,3381,95
BEL,2016,TBB_DEF,24<40m,27.7.d,NA,6094908,6012,240
BEL,2016,TBB_DEF,24<40m,27.7.e,NA,888093,840,183
BEL,2016,TBB_DEF,24<40m,27.7.f,NA,2158702,1950,114
BEL,2016,TBB_DEF,24<40m,27.7.g,NA,1612990,1550,110
BEL,2016,TBB_DEF,24<40m,27.7.g,20_21,53840,49,19
BEL,2016,TBB_DEF,24<40m,27.7.g,22,765401,738,53
BEL,2016,TBB_DEF,24<40m,27.7.h,NA,205294,184,46
BEL,2016,TBB_DEF,24<40m,27.7.j,19,0,0,3
BEL,2017,MIS_MIS,10<24m,27.7,outFU,17520,80,2
BEL,2017,MIS_MIS,10<24m,27.7.d,NA,52560,240,6
BEL,2017,MIS_MIS,24<40m,27.7,outFU,99204,84,3
BEL,2017,MIS_MIS,24<40m,27.7.d,NA,297612,252,9
BEL,2017,OTB_CRU,10<24m,27.7,outFU,1944.8,8.8,2
BEL,2017,OTB_CRU,10<24m,27.7.d,NA,5834.4,26.4,6
BEL,2017,OTB_CRU,24<40m,27.7,outFU,17207.69622,22.189643,5
BEL,2017,OTB_CRU,24<40m,27.7.d,NA,4797,6,6
BEL,2017,OTB_CRU,24<40m,27.7.e,NA,41897.57048,52.714284,12
BEL,2017,OTB_CRU,24<40m,27.7.f,NA,1810.428414,3.285714,2
BEL,2017,OTB_CRU,24<40m,27.7.g,NA,238798.597,275.620702,12
BEL,2017,OTB_CRU,24<40m,27.7.g,20_21,1653,3,1
BEL,2017,OTB_CRU,24<40m,27.7.g,22,117746.2985,134.810351,6
BEL,2017,SSC_DEF,24<40m,27.7,outFU,196848,176,6
BEL,2017,SSC_DEF,24<40m,27.7.d,NA,573786,513,18
BEL,2017,SSC_DEF,24<40m,27.7.e,NA,16758,15,6
BEL,2017,TBB_DEF,10<24m,27.7,outFU,199918.1716,906.26322,34
BEL,2017,TBB_DEF,10<24m,27.7.d,NA,565506.5149,2562.78966,102
BEL,2017,TBB_DEF,10<24m,27.7.e,NA,5256,24,6
BEL,2017,TBB_DEF,10<24m,27.7.f,NA,19328,88,8
BEL,2017,TBB_DEF,24<40m,27.7,outFU,3481593.603,3321.249113,102
BEL,2017,TBB_DEF,24<40m,27.7.d,NA,5992647.682,5935.033251,270
BEL,2017,TBB_DEF,24<40m,27.7.e,NA,1296222.957,1217.897745,186
BEL,2017,TBB_DEF,24<40m,27.7.f,NA,1638274.75,1456.862968,120
BEL,2017,TBB_DEF,24<40m,27.7.g,NA,2309314.573,2190.999028,122
BEL,2017,TBB_DEF,24<40m,27.7.g,20_21,154389.2938,140.612355,31
BEL,2017,TBB_DEF,24<40m,27.7.g,22,936185.8744,893.284949,61
BEL,2017,TBB_DEF,24<40m,27.7.h,NA,248212.6204,232.290576,68
BEL,2017,TBB_DEF,24<40m,27.7.j,NA,7201.454856,6.451402,8
BEL,2017,TBB_DEF,24<40m,27.7.j,19,108481.2587,101.584869,21
BEL,2018,MIS_MIS,10<24m,27.7,outFU,14892,68,2
BEL,2018,MIS_MIS,10<24m,27.7.d,NA,44676,204,6
BEL,2018,MIS_MIS,24<40m,27.7,outFU,92118,78,2
BEL,2018,MIS_MIS,24<40m,27.7.d,NA,226752,192,6
BEL,2018,MIS_MIS,24<40m,27.7.e,NA,49602,42,6
BEL,2018,OTB_CRU,10<24m,27.7,outFU,1989,9,2
BEL,2018,OTB_CRU,10<24m,27.7.d,NA,2652,12,3
BEL,2018,OTB_CRU,10<24m,27.7.e,NA,3315,15,3
BEL,2018,OTB_CRU,24<40m,27.7,outFU,33938.65339,35.601005,6
BEL,2018,OTB_CRU,24<40m,27.7.e,NA,71291.13971,69.428568,12
BEL,2018,OTB_CRU,24<40m,27.7.f,NA,18590.54837,22.582966,6
BEL,2018,OTB_CRU,24<40m,27.7.g,NA,361760.6855,408.797982,14
BEL,2018,OTB_CRU,24<40m,27.7.g,20_21,1410,2,2
BEL,2018,OTB_CRU,24<40m,27.7.g,22,179470.3428,202.398991,7
BEL,2018,OTB_DEF,10<24m,27.7,outFU,3536,16,1
BEL,2018,OTB_DEF,10<24m,27.7.d,NA,10608,48,3
BEL,2018,SSC_DEF,24<40m,27.7,outFU,253122,226,8
BEL,2018,SSC_DEF,24<40m,27.7.d,NA,692046,615,24
BEL,2018,SSC_DEF,24<40m,27.7.e,NA,67320,63,15
BEL,2018,TBB_DEF,10<24m,27.7,outFU,208546.2491,945.114767,36
BEL,2018,TBB_DEF,10<24m,27.7.d,NA,574953.7514,2604.344319,102
BEL,2018,TBB_DEF,10<24m,27.7.e,NA,17119.08154,78.273672,15
BEL,2018,TBB_DEF,10<24m,27.7.f,NA,22377.27634,101.81754,14
BEL,2018,TBB_DEF,24<40m,27.7,outFU,3516890.852,3290.417111,84
BEL,2018,TBB_DEF,24<40m,27.7.d,NA,5386602.383,5174.124579,231
BEL,2018,TBB_DEF,24<40m,27.7.e,NA,1734582.523,1631.668023,192
BEL,2018,TBB_DEF,24<40m,27.7.f,NA,1889078.174,1691.481832,126
BEL,2018,TBB_DEF,24<40m,27.7.g,NA,1904523.248,1738.718734,122
BEL,2018,TBB_DEF,24<40m,27.7.g,20_21,145073.2463,128.603057,31
BEL,2018,TBB_DEF,24<40m,27.7.g,22,766858.3255,703.681828,55
BEL,2018,TBB_DEF,24<40m,27.7.h,NA,342319.8037,308.09939,78
BEL,2018,TBB_DEF,24<40m,27.7.j,NA,6122.722908,5.281544,10
