Country,Year,lvl4,Vessel_length,Area,FU,kw_days,Days_at_sea,No_vessels
FRA,2018,OTT_DEF,24<40m,27.7.c,NA,90714.30964,128.6776884,18
FRA,2018,OTT_DEF,24<40m,27.7.e,NA,16071.42622,22.82949621,6
FRA,2018,OTT_DEF,24<40m,27.7.h,NA,463013.9102,826.3418004,40
FRA,2018,OTT_DEF,24<40m,27.7.j,NA,979981.1559,1514.283454,38
FRA,2018,OTT_DEF,24<40m,27.7.k,NA,61981.07416,87.93831048,18
FRA,2018,OTT_DWS,24<40m,27.7.b,NA,1130.947037,1.279351852,2
FRA,2018,OTT_DWS,24<40m,27.7.j,NA,0,0,2
FRA,2018,PS_SPF,<10m,27.7.e,NA,299.3,4.100000001,3
FRA,2018,PS_SPF,10<24m,27.7.d,NA,7682.357143,21.33988096,9
FRA,2018,PS_SPF,10<24m,27.7.e,NA,315931.7187,1354.60132,282
FRA,2018,PS_SPF,10<24m,27.7.h,NA,72.04555556,0.610555556,4
FRA,2018,PS_SPF,24<40m,27.7.d,NA,54799.36353,98.78310985,30
FRA,2018,SSC_DEF,<10m,27.7.e,NA,83.70500001,1.085000001,6
FRA,2018,SSC_DEF,10<24m,27.7.d,NA,494134.6646,1251.729039,117
FRA,2018,SSC_DEF,10<24m,27.7.e,NA,69137.97448,193.0508828,117
FRA,2018,SSC_DEF,24<40m,27.7.d,NA,861197.2008,1617.054103,123
FRA,2018,SSC_DEF,24<40m,27.7.e,NA,26192.24274,47.73626637,24
FRA,2018,SSC_DEF,all,27.7.d,NA,0,21.77083333,3
FRA,2018,TBB_DEF,<10m,27.7.d,NA,26039.5,120.8875,21
FRA,2018,TBB_DEF,10<24m,27.7.d,NA,345214.8546,1637.303712,282
FRA,2018,TBB_DEF,10<24m,27.7.e,NA,27050.77518,116.9211111,21
FRA,2018,TBB_DEF,10<24m,27.7.g,NA,136.5,0.8125,2
FRA,2018,TBB_DEF,24<40m,27.7.d,NA,70072.59375,118.96875,15
IRL,2009,FPO_CRU,10<24m,27.7.b,NA,160401,1808,124
IRL,2009,FPO_CRU,10<24m,27.7.b,NA,160401,1808,124
IRL,2009,FPO_CRU,10<24m,27.7.c,NA,72,1,1
IRL,2009,FPO_CRU,10<24m,27.7.g,NA,27676,325,33
IRL,2009,FPO_CRU,10<24m,27.7.g,NA,27676,325,33
IRL,2009,FPO_CRU,10<24m,27.7.j,NA,99873,1002,62
IRL,2009,FPO_CRU,10<24m,27.7.j,NA,99873,1002,62
IRL,2009,FPO_CRU,24<40m,27.7.e,NA,956,2,2
IRL,2009,FPO_CRU,24<40m,27.7.e,NA,478,1,1
IRL,2009,FPO_CRU,24<40m,27.7.f,NA,11472,24,2
IRL,2009,FPO_CRU,24<40m,27.7.g,NA,4302,9,2
IRL,2009,FPO_CRU,24<40m,27.7.g,NA,4302,9,2
IRL,2009,FPO_CRU,24<40m,27.7.h,NA,2868,6,1
IRL,2009,FPO_CRU,24<40m,27.7.h,NA,2868,6,1
IRL,2009,GNS_DEF,10<24m,27.7.b,NA,140894,1272,120
IRL,2009,GNS_DEF,10<24m,27.7.b,NA,70447,636,60
IRL,2009,GNS_DEF,10<24m,27.7.g,NA,508880,3160,190
IRL,2009,GNS_DEF,10<24m,27.7.g,NA,254440,1580,95
IRL,2009,GNS_DEF,10<24m,27.7.h,NA,2936,8,4
IRL,2009,GNS_DEF,10<24m,27.7.h,NA,1468,4,2
IRL,2009,GNS_DEF,10<24m,27.7.j,NA,363652,1788,136
IRL,2009,GNS_DEF,10<24m,27.7.j,NA,181826,894,68
IRL,2009,GNS_DEF,10<24m,27.7.k,NA,3716,12,2
IRL,2009,GNS_DEF,24<40m,27.7.b,NA,90496,202,12
IRL,2009,GNS_DEF,24<40m,27.7.b,NA,45248,101,6
IRL,2009,GNS_DEF,24<40m,27.7.g,NA,5376,12,2
IRL,2009,GNS_DEF,24<40m,27.7.g,NA,2688,6,1
IRL,2009,GNS_DEF,24<40m,27.7.j,NA,87808,196,8
IRL,2009,GNS_DEF,24<40m,27.7.j,NA,43904,98,4
IRL,2009,LLS_FIF,10<24m,27.7.b,NA,6972,97,28
IRL,2009,LLS_FIF,10<24m,27.7.b,NA,6972,97,28
IRL,2009,LLS_FIF,10<24m,27.7.g,NA,4137,47,7
IRL,2009,LLS_FIF,10<24m,27.7.g,NA,4137,47,7
IRL,2009,LLS_FIF,10<24m,27.7.j,NA,15523,155,18
IRL,2009,LLS_FIF,10<24m,27.7.j,NA,15523,155,18
IRL,2009,LLS_FIF,10<24m,27.7.k,NA,1100,5,1
IRL,2009,LLS_FIF,24<40m,27.7.j,NA,896,2,1
IRL,2009,LLS_FIF,24<40m,27.7.j,NA,896,2,1
IRL,2009,OTB_CRU,10<24m,27.7.b,NA,346580,1324,100
IRL,2009,OTB_CRU,10<24m,27.7.b,NA,173290,662,50
IRL,2009,OTB_CRU,10<24m,27.7.c,NA,137350,326,12
IRL,2009,OTB_CRU,10<24m,27.7.g,NA,2426334,7232,450
IRL,2009,OTB_CRU,10<24m,27.7.g,NA,1213167,3616,225
IRL,2009,OTB_CRU,10<24m,27.7.h,NA,136186,316,28
IRL,2009,OTB_CRU,10<24m,27.7.h,NA,68093,158,14
IRL,2009,OTB_CRU,10<24m,27.7.j,NA,106626,700,126
IRL,2009,OTB_CRU,10<24m,27.7.j,NA,53313,350,63
IRL,2009,OTB_CRU,10<24m,27.7.k,NA,84158,190,16
IRL,2009,OTB_CRU,24<40m,27.7.b,NA,268600,604,36
IRL,2009,OTB_CRU,24<40m,27.7.b,NA,134300,302,18
IRL,2009,OTB_CRU,24<40m,27.7.c,NA,44582,102,12
IRL,2009,OTB_CRU,24<40m,27.7.g,NA,788260,1682,88
IRL,2009,OTB_CRU,24<40m,27.7.g,NA,394130,841,44
IRL,2009,OTB_CRU,24<40m,27.7.h,NA,77608,112,12
IRL,2009,OTB_CRU,24<40m,27.7.h,NA,38804,56,6
IRL,2009,OTB_CRU,24<40m,27.7.j,NA,25376,40,8
IRL,2009,OTB_CRU,24<40m,27.7.j,NA,12688,20,4
IRL,2009,OTB_CRU,24<40m,27.7.k,NA,502008,776,36
IRL,2009,OTB_DEF,10<24m,27.7.b,NA,979336,3556,220
IRL,2009,OTB_DEF,10<24m,27.7.b,NA,489668,1778,110
IRL,2009,OTB_DEF,10<24m,27.7.c,NA,290834,478,64
IRL,2009,OTB_DEF,10<24m,27.7.f,NA,9758,22,6
IRL,2009,OTB_DEF,10<24m,27.7.g,NA,3313318,10512,654
IRL,2009,OTB_DEF,10<24m,27.7.g,NA,1656659,5256,327
IRL,2009,OTB_DEF,10<24m,27.7.h,NA,47360,108,34
IRL,2009,OTB_DEF,10<24m,27.7.h,NA,23680,54,17
IRL,2009,OTB_DEF,10<24m,27.7.j,NA,2878428,9472,522
IRL,2009,OTB_DEF,10<24m,27.7.j,NA,1439214,4736,261
IRL,2009,OTB_DEF,10<24m,27.7.k,NA,81602,154,40
IRL,2009,OTB_DEF,24<40m,27.7.b,NA,570408,1088,104
IRL,2009,OTB_DEF,24<40m,27.7.b,NA,285204,544,52
IRL,2009,OTB_DEF,24<40m,27.7.c,NA,254996,444,48
IRL,2009,OTB_DEF,24<40m,27.7.f,NA,26810,52,6
IRL,2009,OTB_DEF,24<40m,27.7.g,NA,699372,1484,116
IRL,2009,OTB_DEF,24<40m,27.7.g,NA,349686,742,58
IRL,2009,OTB_DEF,24<40m,27.7.h,NA,39326,68,12
IRL,2009,OTB_DEF,24<40m,27.7.h,NA,19663,34,6
IRL,2009,OTB_DEF,24<40m,27.7.j,NA,571040,1140,58
IRL,2009,OTB_DEF,24<40m,27.7.j,NA,285520,570,29
IRL,2009,OTB_DEF,24<40m,27.7.k,NA,188488,286,40
IRL,2009,OTB_SPF,>=40m,27.7.d,NA,99000,15,1
IRL,2009,OTB_SPF,>=40m,27.7.e,NA,10000,4,1
IRL,2009,OTB_SPF,10<24m,27.7.d,NA,1940,4,1
IRL,2009,OTB_SPF,10<24m,27.7.e,NA,3750,10,1
IRL,2009,OTM_SPF,>=40m,27.7.b,NA,595017,310,34
IRL,2009,OTM_SPF,>=40m,27.7.b,NA,595017,310,34
IRL,2009,OTM_SPF,>=40m,27.7.c,NA,154137,59,12
IRL,2009,OTM_SPF,>=40m,27.7.e,NA,10000,4,1
IRL,2009,OTM_SPF,>=40m,27.7.e,NA,10000,4,1
IRL,2009,OTM_SPF,>=40m,27.7.g,NA,83002,38,9
IRL,2009,OTM_SPF,>=40m,27.7.g,NA,83002,38,9
IRL,2009,OTM_SPF,>=40m,27.7.h,NA,413199,190,16
IRL,2009,OTM_SPF,>=40m,27.7.h,NA,413199,190,16
IRL,2009,OTM_SPF,>=40m,27.7.j,NA,1104086,492,32
IRL,2009,OTM_SPF,>=40m,27.7.j,NA,1104086,492,32
IRL,2009,OTM_SPF,>=40m,27.7.k,NA,104048,71,7
IRL,2009,OTM_SPF,10<24m,27.7.b,NA,41988,103,21
IRL,2009,OTM_SPF,10<24m,27.7.b,NA,41988,103,21
IRL,2009,OTM_SPF,10<24m,27.7.e,NA,3750,10,1
IRL,2009,OTM_SPF,10<24m,27.7.e,NA,3750,10,1
IRL,2009,OTM_SPF,10<24m,27.7.g,NA,37810,82,13
IRL,2009,OTM_SPF,10<24m,27.7.g,NA,37810,82,13
IRL,2009,OTM_SPF,10<24m,27.7.j,NA,85176,168,27
IRL,2009,OTM_SPF,10<24m,27.7.j,NA,85176,168,27
IRL,2009,OTM_SPF,10<24m,27.7.k,NA,94169,204,19
IRL,2009,OTM_SPF,24<40m,27.7.b,NA,264428,392,34
IRL,2009,OTM_SPF,24<40m,27.7.b,NA,264428,392,34
IRL,2009,OTM_SPF,24<40m,27.7.c,NA,6861,8,3
IRL,2009,OTM_SPF,24<40m,27.7.g,NA,76543,123,22
IRL,2009,OTM_SPF,24<40m,27.7.g,NA,76543,123,22
IRL,2009,OTM_SPF,24<40m,27.7.h,NA,600,1,1
IRL,2009,OTM_SPF,24<40m,27.7.h,NA,600,1,1
IRL,2009,OTM_SPF,24<40m,27.7.j,NA,217364,326,30
IRL,2009,OTM_SPF,24<40m,27.7.j,NA,217364,326,30
IRL,2009,OTM_SPF,24<40m,27.7.k,NA,217767,312,23
IRL,2009,SSC_DEF,10<24m,27.7.b,NA,170,2,2
IRL,2009,SSC_DEF,10<24m,27.7.b,NA,85,1,1
IRL,2009,SSC_DEF,10<24m,27.7.g,NA,117126,328,16
IRL,2009,SSC_DEF,10<24m,27.7.g,NA,58563,164,8
IRL,2009,SSC_DEF,10<24m,27.7.j,NA,13472,46,8
IRL,2009,SSC_DEF,10<24m,27.7.j,NA,6736,23,4
IRL,2009,SSC_DEF,24<40m,27.7.g,NA,387218,1084,26
IRL,2009,SSC_DEF,24<40m,27.7.g,NA,193609,542,13
IRL,2009,SSC_DEF,24<40m,27.7.j,NA,239392,574,12
IRL,2009,SSC_DEF,24<40m,27.7.j,NA,119696,287,6
IRL,2009,TBB_DEF,10<24m,27.7.f,NA,27396,108,20
IRL,2009,TBB_DEF,10<24m,27.7.g,NA,420116,1828,48
IRL,2009,TBB_DEF,10<24m,27.7.g,NA,210058,914,24
IRL,2009,TBB_DEF,24<40m,27.7.e,NA,1326,6,3
IRL,2009,TBB_DEF,24<40m,27.7.e,NA,442,2,1
IRL,2009,TBB_DEF,24<40m,27.7.f,NA,442,2,2
IRL,2009,TBB_DEF,24<40m,27.7.g,NA,1235196,2310,48
IRL,2009,TBB_DEF,24<40m,27.7.g,NA,617598,1155,24
IRL,2009,TBB_DEF,24<40m,27.7.h,NA,1326,6,4
IRL,2009,TBB_DEF,24<40m,27.7.h,NA,663,3,2
IRL,2009,TBB_DEF,24<40m,27.7.j,NA,150226,206,14
IRL,2009,TBB_DEF,24<40m,27.7.j,NA,75113,103,7
IRL,2010,FPO_CRU,10<24m,27.7.b,NA,201921,2325,140
IRL,2010,FPO_CRU,10<24m,27.7.b,NA,201921,2325,140
IRL,2010,FPO_CRU,10<24m,27.7.g,NA,36435,399,33
IRL,2010,FPO_CRU,10<24m,27.7.g,NA,36435,399,33
IRL,2010,FPO_CRU,10<24m,27.7.j,NA,108703,1026,63
IRL,2010,FPO_CRU,10<24m,27.7.j,NA,108703,1026,63
IRL,2010,FPO_CRU,24<40m,27.7.f,NA,9082,19,2
IRL,2010,FPO_CRU,24<40m,27.7.g,NA,21032,44,2
IRL,2010,FPO_CRU,24<40m,27.7.g,NA,21032,44,2
IRL,2010,GNS_DEF,10<24m,27.7.b,NA,119858,996,102
IRL,2010,GNS_DEF,10<24m,27.7.b,NA,59929,498,51
IRL,2010,GNS_DEF,10<24m,27.7.c,NA,1596,8,4
IRL,2010,GNS_DEF,10<24m,27.7.f,NA,620,2,2
IRL,2010,GNS_DEF,10<24m,27.7.g,NA,519290,2948,178
IRL,2010,GNS_DEF,10<24m,27.7.g,NA,259645,1474,89
IRL,2010,GNS_DEF,10<24m,27.7.h,NA,3096,10,2
IRL,2010,GNS_DEF,10<24m,27.7.h,NA,1548,5,1
IRL,2010,GNS_DEF,10<24m,27.7.j,NA,347998,1920,134
IRL,2010,GNS_DEF,10<24m,27.7.j,NA,173999,960,67
IRL,2010,GNS_DEF,10<24m,27.7.k,NA,14110,46,6
IRL,2010,GNS_DEF,24<40m,27.7.b,NA,141568,316,12
IRL,2010,GNS_DEF,24<40m,27.7.b,NA,70784,158,6
IRL,2010,GNS_DEF,24<40m,27.7.g,NA,10752,24,2
IRL,2010,GNS_DEF,24<40m,27.7.g,NA,5376,12,1
IRL,2010,GNS_DEF,24<40m,27.7.j,NA,48384,108,6
IRL,2010,GNS_DEF,24<40m,27.7.j,NA,24192,54,3
IRL,2010,LLS_FIF,10<24m,27.7.b,NA,9098,111,25
IRL,2010,LLS_FIF,10<24m,27.7.b,NA,9098,111,25
IRL,2010,LLS_FIF,10<24m,27.7.g,NA,2492,25,7
IRL,2010,LLS_FIF,10<24m,27.7.g,NA,2492,25,7
IRL,2010,LLS_FIF,10<24m,27.7.j,NA,13852,133,13
IRL,2010,LLS_FIF,10<24m,27.7.j,NA,13852,133,13
IRL,2010,LLS_FIF,10<24m,27.7.k,NA,6436,18,2
IRL,2010,LLS_FIF,24<40m,27.7.g,NA,2240,5,1
IRL,2010,LLS_FIF,24<40m,27.7.g,NA,2240,5,1
IRL,2010,OTB_CRU,10<24m,27.7.b,NA,627084,1942,132
IRL,2010,OTB_CRU,10<24m,27.7.b,NA,313542,971,66
IRL,2010,OTB_CRU,10<24m,27.7.c,NA,76354,174,8
IRL,2010,OTB_CRU,10<24m,27.7.g,NA,2071456,6186,396
IRL,2010,OTB_CRU,10<24m,27.7.g,NA,1035728,3093,198
IRL,2010,OTB_CRU,10<24m,27.7.h,NA,55070,130,22
IRL,2010,OTB_CRU,10<24m,27.7.h,NA,27535,65,11
IRL,2010,OTB_CRU,10<24m,27.7.j,NA,177842,1224,156
IRL,2010,OTB_CRU,10<24m,27.7.j,NA,88921,612,78
IRL,2010,OTB_CRU,10<24m,27.7.k,NA,191158,438,16
IRL,2010,OTB_CRU,24<40m,27.7.b,NA,312738,722,44
IRL,2010,OTB_CRU,24<40m,27.7.b,NA,156369,361,22
IRL,2010,OTB_CRU,24<40m,27.7.c,NA,286440,508,24
IRL,2010,OTB_CRU,24<40m,27.7.g,NA,774692,1738,72
IRL,2010,OTB_CRU,24<40m,27.7.g,NA,387346,869,36
IRL,2010,OTB_CRU,24<40m,27.7.h,NA,16078,34,8
IRL,2010,OTB_CRU,24<40m,27.7.h,NA,8039,17,4
IRL,2010,OTB_CRU,24<40m,27.7.j,NA,2610,6,2
IRL,2010,OTB_CRU,24<40m,27.7.j,NA,1305,3,1
IRL,2010,OTB_CRU,24<40m,27.7.k,NA,835058,1408,42
IRL,2010,OTB_DEF,10<24m,27.7.b,NA,925100,2822,204
IRL,2010,OTB_DEF,10<24m,27.7.b,NA,462550,1411,102
IRL,2010,OTB_DEF,10<24m,27.7.c,NA,162938,262,46
IRL,2010,OTB_DEF,10<24m,27.7.f,NA,5600,12,4
IRL,2010,OTB_DEF,10<24m,27.7.g,NA,3539830,11240,586
IRL,2010,OTB_DEF,10<24m,27.7.g,NA,1769915,5620,293
IRL,2010,OTB_DEF,10<24m,27.7.h,NA,94294,234,44
IRL,2010,OTB_DEF,10<24m,27.7.h,NA,47147,117,22
IRL,2010,OTB_DEF,10<24m,27.7.j,NA,2830864,9916,482
IRL,2010,OTB_DEF,10<24m,27.7.j,NA,1415432,4958,241
IRL,2010,OTB_DEF,10<24m,27.7.k,NA,68356,156,18
IRL,2010,OTB_DEF,24<40m,27.7.b,NA,682114,1214,100
IRL,2010,OTB_DEF,24<40m,27.7.b,NA,341057,607,50
IRL,2010,OTB_DEF,24<40m,27.7.c,NA,355108,656,68
IRL,2010,OTB_DEF,24<40m,27.7.f,NA,5368,10,4
IRL,2010,OTB_DEF,24<40m,27.7.g,NA,836790,1684,86
IRL,2010,OTB_DEF,24<40m,27.7.g,NA,418395,842,43
IRL,2010,OTB_DEF,24<40m,27.7.h,NA,36224,52,8
IRL,2010,OTB_DEF,24<40m,27.7.h,NA,18112,26,4
IRL,2010,OTB_DEF,24<40m,27.7.j,NA,1128250,2198,78
IRL,2010,OTB_DEF,24<40m,27.7.j,NA,564125,1099,39
IRL,2010,OTB_DEF,24<40m,27.7.k,NA,218422,402,36
IRL,2010,OTB_SPF,>=40m,27.7.e,NA,52800,8,1
IRL,2010,OTM_SPF,>=40m,27.7.b,NA,457618,230,29
IRL,2010,OTM_SPF,>=40m,27.7.b,NA,457618,230,29
IRL,2010,OTM_SPF,>=40m,27.7.c,NA,298095,140,16
IRL,2010,OTM_SPF,>=40m,27.7.e,NA,52800,8,1
IRL,2010,OTM_SPF,>=40m,27.7.e,NA,52800,8,1
IRL,2010,OTM_SPF,>=40m,27.7.g,NA,94418,51,11
IRL,2010,OTM_SPF,>=40m,27.7.g,NA,94418,51,11
IRL,2010,OTM_SPF,>=40m,27.7.h,NA,531271,198,18
IRL,2010,OTM_SPF,>=40m,27.7.h,NA,531271,198,18
IRL,2010,OTM_SPF,>=40m,27.7.j,NA,1774881,775,42
IRL,2010,OTM_SPF,>=40m,27.7.j,NA,1774881,775,42
IRL,2010,OTM_SPF,>=40m,27.7.k,NA,36750,17,5
IRL,2010,OTM_SPF,10<24m,27.7.b,NA,34526,105,19
IRL,2010,OTM_SPF,10<24m,27.7.b,NA,34526,105,19
IRL,2010,OTM_SPF,10<24m,27.7.c,NA,1840,5,1
IRL,2010,OTM_SPF,10<24m,27.7.g,NA,60178,137,21
IRL,2010,OTM_SPF,10<24m,27.7.g,NA,60178,137,21
IRL,2010,OTM_SPF,10<24m,27.7.h,NA,4840,11,1
IRL,2010,OTM_SPF,10<24m,27.7.h,NA,4840,11,1
IRL,2010,OTM_SPF,10<24m,27.7.j,NA,68934,137,16
IRL,2010,OTM_SPF,10<24m,27.7.j,NA,68934,137,16
IRL,2010,OTM_SPF,10<24m,27.7.k,NA,93743,194,14
IRL,2010,OTM_SPF,24<40m,27.7.b,NA,238260,383,31
IRL,2010,OTM_SPF,24<40m,27.7.b,NA,238260,383,31
IRL,2010,OTM_SPF,24<40m,27.7.c,NA,26035,25,4
IRL,2010,OTM_SPF,24<40m,27.7.g,NA,129779,211,25
IRL,2010,OTM_SPF,24<40m,27.7.g,NA,129779,211,25
IRL,2010,OTM_SPF,24<40m,27.7.j,NA,204065,300,25
IRL,2010,OTM_SPF,24<40m,27.7.j,NA,204065,300,25
IRL,2010,OTM_SPF,24<40m,27.7.k,NA,212542,309,22
IRL,2010,SSC_DEF,10<24m,27.7.g,NA,152454,434,22
IRL,2010,SSC_DEF,10<24m,27.7.g,NA,76227,217,11
IRL,2010,SSC_DEF,10<24m,27.7.h,NA,1472,4,2
IRL,2010,SSC_DEF,10<24m,27.7.h,NA,736,2,1
IRL,2010,SSC_DEF,10<24m,27.7.j,NA,22058,72,16
IRL,2010,SSC_DEF,10<24m,27.7.j,NA,11029,36,8
IRL,2010,SSC_DEF,24<40m,27.7.g,NA,447098,1202,32
IRL,2010,SSC_DEF,24<40m,27.7.g,NA,223549,601,16
IRL,2010,SSC_DEF,24<40m,27.7.j,NA,335240,802,18
IRL,2010,SSC_DEF,24<40m,27.7.j,NA,167620,401,9
IRL,2010,TBB_DEF,10<24m,27.7.f,NA,11934,54,12
IRL,2010,TBB_DEF,10<24m,27.7.g,NA,333136,1496,40
IRL,2010,TBB_DEF,10<24m,27.7.g,NA,166568,748,20
IRL,2010,TBB_DEF,10<24m,27.7.h,NA,17680,80,8
IRL,2010,TBB_DEF,10<24m,27.7.h,NA,8840,40,4
IRL,2010,TBB_DEF,24<40m,27.7.f,NA,4420,20,2
IRL,2010,TBB_DEF,24<40m,27.7.g,NA,1471772,2544,46
IRL,2010,TBB_DEF,24<40m,27.7.g,NA,735886,1272,23
IRL,2010,TBB_DEF,24<40m,27.7.h,NA,6188,28,4
IRL,2010,TBB_DEF,24<40m,27.7.h,NA,3094,14,2
IRL,2010,TBB_DEF,24<40m,27.7.j,NA,51444,66,14
IRL,2010,TBB_DEF,24<40m,27.7.j,NA,25722,33,7
IRL,2011,FPO_CRU,10<24m,27.7.b,NA,161312,1762,131
IRL,2011,FPO_CRU,10<24m,27.7.b,NA,161312,1762,131
IRL,2011,FPO_CRU,10<24m,27.7.g,NA,39636,445,39
IRL,2011,FPO_CRU,10<24m,27.7.g,NA,39636,445,39
IRL,2011,FPO_CRU,10<24m,27.7.j,NA,96120,993,48
IRL,2011,FPO_CRU,10<24m,27.7.j,NA,96120,993,48
IRL,2011,FPO_CRU,24<40m,27.7.f,NA,13384,28,1
IRL,2011,FPO_CRU,24<40m,27.7.g,NA,5258,11,1
IRL,2011,FPO_CRU,24<40m,27.7.g,NA,5258,11,1
IRL,2011,GNS_DEF,10<24m,27.7.b,NA,90112,720,84
IRL,2011,GNS_DEF,10<24m,27.7.b,NA,45056,360,42
IRL,2011,GNS_DEF,10<24m,27.7.g,NA,448196,2726,148
IRL,2011,GNS_DEF,10<24m,27.7.g,NA,224098,1363,74
IRL,2011,GNS_DEF,10<24m,27.7.j,NA,333416,1534,94
IRL,2011,GNS_DEF,10<24m,27.7.j,NA,166708,767,47
IRL,2011,GNS_DEF,24<40m,27.7.b,NA,97664,218,12
IRL,2011,GNS_DEF,24<40m,27.7.b,NA,48832,109,6
IRL,2011,GNS_DEF,24<40m,27.7.j,NA,72576,162,8
IRL,2011,GNS_DEF,24<40m,27.7.j,NA,36288,81,4
IRL,2011,LLS_FIF,10<24m,27.7.b,NA,6298,83,25
IRL,2011,LLS_FIF,10<24m,27.7.b,NA,6298,83,25
IRL,2011,LLS_FIF,10<24m,27.7.g,NA,3124,37,5
IRL,2011,LLS_FIF,10<24m,27.7.g,NA,3124,37,5
IRL,2011,LLS_FIF,10<24m,27.7.j,NA,6595,53,8
IRL,2011,LLS_FIF,10<24m,27.7.j,NA,6595,53,8
IRL,2011,LLS_FIF,10<24m,27.7.k,NA,1548,5,1
IRL,2011,MIS_MIS,10<24m,27.7.b,NA,545,3,2
IRL,2011,MIS_MIS,10<24m,27.7.b,NA,545,3,2
IRL,2011,OTB_CRU,10<24m,27.7.b,NA,370230,1352,102
IRL,2011,OTB_CRU,10<24m,27.7.b,NA,185115,676,51
IRL,2011,OTB_CRU,10<24m,27.7.c,NA,132158,318,14
IRL,2011,OTB_CRU,10<24m,27.7.f,NA,6188,14,2
IRL,2011,OTB_CRU,10<24m,27.7.g,NA,1367748,4078,346
IRL,2011,OTB_CRU,10<24m,27.7.g,NA,683874,2039,173
IRL,2011,OTB_CRU,10<24m,27.7.h,NA,46168,108,18
IRL,2011,OTB_CRU,10<24m,27.7.h,NA,23084,54,9
IRL,2011,OTB_CRU,10<24m,27.7.j,NA,134238,972,134
IRL,2011,OTB_CRU,10<24m,27.7.j,NA,67119,486,67
IRL,2011,OTB_CRU,10<24m,27.7.k,NA,209376,496,24
IRL,2011,OTB_CRU,24<40m,27.7.b,NA,324472,750,72
IRL,2011,OTB_CRU,24<40m,27.7.b,NA,162236,375,36
IRL,2011,OTB_CRU,24<40m,27.7.c,NA,202864,406,38
IRL,2011,OTB_CRU,24<40m,27.7.g,NA,510638,1184,70
IRL,2011,OTB_CRU,24<40m,27.7.g,NA,255319,592,35
IRL,2011,OTB_CRU,24<40m,27.7.h,NA,45294,88,6
IRL,2011,OTB_CRU,24<40m,27.7.h,NA,22647,44,3
IRL,2011,OTB_CRU,24<40m,27.7.j,NA,28140,50,14
IRL,2011,OTB_CRU,24<40m,27.7.j,NA,14070,25,7
IRL,2011,OTB_CRU,24<40m,27.7.k,NA,1679734,2852,80
IRL,2011,OTB_DEF,10<24m,27.7.b,NA,829790,2190,188
IRL,2011,OTB_DEF,10<24m,27.7.b,NA,414895,1095,94
IRL,2011,OTB_DEF,10<24m,27.7.c,NA,97136,166,38
IRL,2011,OTB_DEF,10<24m,27.7.f,NA,18902,40,12
IRL,2011,OTB_DEF,10<24m,27.7.g,NA,3643002,11660,614
IRL,2011,OTB_DEF,10<24m,27.7.g,NA,1821501,5830,307
IRL,2011,OTB_DEF,10<24m,27.7.h,NA,151604,366,56
IRL,2011,OTB_DEF,10<24m,27.7.h,NA,75802,183,28
IRL,2011,OTB_DEF,10<24m,27.7.j,NA,2209966,7110,466
IRL,2011,OTB_DEF,10<24m,27.7.j,NA,1104983,3555,233
IRL,2011,OTB_DEF,10<24m,27.7.k,NA,103362,232,34
IRL,2011,OTB_DEF,24<40m,27.7.b,NA,700220,1176,104
IRL,2011,OTB_DEF,24<40m,27.7.b,NA,350110,588,52
IRL,2011,OTB_DEF,24<40m,27.7.c,NA,200068,386,58
IRL,2011,OTB_DEF,24<40m,27.7.f,NA,1200,2,2
IRL,2011,OTB_DEF,24<40m,27.7.g,NA,796310,1578,110
IRL,2011,OTB_DEF,24<40m,27.7.g,NA,398155,789,55
IRL,2011,OTB_DEF,24<40m,27.7.h,NA,373240,408,18
IRL,2011,OTB_DEF,24<40m,27.7.h,NA,186620,204,9
IRL,2011,OTB_DEF,24<40m,27.7.j,NA,1076666,1810,90
IRL,2011,OTB_DEF,24<40m,27.7.j,NA,538333,905,45
IRL,2011,OTB_DEF,24<40m,27.7.k,NA,248132,448,40
IRL,2011,OTB_SPF,>=40m,27.7.e,NA,22500,9,1
IRL,2011,OTM_SPF,>=40m,27.7.b,NA,249875,128,25
IRL,2011,OTM_SPF,>=40m,27.7.b,NA,249875,128,25
IRL,2011,OTM_SPF,>=40m,27.7.c,NA,124412,46,10
IRL,2011,OTM_SPF,>=40m,27.7.e,NA,22500,9,1
IRL,2011,OTM_SPF,>=40m,27.7.e,NA,22500,9,1
IRL,2011,OTM_SPF,>=40m,27.7.g,NA,192511,91,20
IRL,2011,OTM_SPF,>=40m,27.7.g,NA,192511,91,20
IRL,2011,OTM_SPF,>=40m,27.7.h,NA,237231,97,13
IRL,2011,OTM_SPF,>=40m,27.7.h,NA,237231,97,13
IRL,2011,OTM_SPF,>=40m,27.7.j,NA,382767,178,21
IRL,2011,OTM_SPF,>=40m,27.7.j,NA,382767,178,21
IRL,2011,OTM_SPF,>=40m,27.7.k,NA,141761,75,6
IRL,2011,OTM_SPF,10<24m,27.7.b,NA,30513,78,18
IRL,2011,OTM_SPF,10<24m,27.7.b,NA,30513,78,18
IRL,2011,OTM_SPF,10<24m,27.7.g,NA,99129,246,32
IRL,2011,OTM_SPF,10<24m,27.7.g,NA,99129,246,32
IRL,2011,OTM_SPF,10<24m,27.7.j,NA,45518,79,12
IRL,2011,OTM_SPF,10<24m,27.7.j,NA,45518,79,12
IRL,2011,OTM_SPF,10<24m,27.7.k,NA,31103,62,9
