Country,Year,lvl4,Vessel_length,Area,Species,Landings,Value,FU
BEL,2009,GNS_DEF,10<24m,27.7.d,COD,0.974,1978.22,NA
BEL,2009,GNS_DEF,10<24m,27.7.d,PLE,0.658,843.38,NA
BEL,2009,GNS_DEF,10<24m,27.7.d,POL,0.312,693.64,NA
BEL,2009,GNS_DEF,10<24m,27.7.d,SOL,27.544,232795.74,NA
BEL,2009,GNS_DEF,10<24m,27.7.d,WHG,0.298,256.32,NA
BEL,2009,GTR_DEF,10<24m,27.7.d,COD,0.16,350.82,NA
BEL,2009,GTR_DEF,10<24m,27.7.d,PLE,0.052,97.72,NA
BEL,2009,GTR_DEF,10<24m,27.7.d,POL,0.03,55.98,NA
BEL,2009,GTR_DEF,10<24m,27.7.d,SOL,8.016,57842.94,NA
BEL,2009,GTR_DEF,10<24m,27.7.d,WHG,0.056,105.52,NA
BEL,2009,MIS_MIS,10<24m,27.7.d,COD,0.03,48.54,NA
BEL,2009,MIS_MIS,10<24m,27.7.d,PLE,0.806,972.96,NA
BEL,2009,MIS_MIS,10<24m,27.7.d,SOL,0.326,2428.18,NA
BEL,2009,MIS_MIS,24<40m,27.7.d,COD,0.008,7.02,NA
BEL,2009,MIS_MIS,24<40m,27.7.d,MON,2.276,6142.88,NA
BEL,2009,MIS_MIS,24<40m,27.7.d,PLE,3.722,4664.92,NA
BEL,2009,MIS_MIS,24<40m,27.7.d,POL,0.006,14.24,NA
BEL,2009,MIS_MIS,24<40m,27.7.d,SOL,3.292,25206.26,NA
BEL,2009,MIS_MIS,24<40m,27.7.d,WHG,0.05,137.64,NA
BEL,2009,MIS_MIS,24<40m,27.7.e,MON,7.552,20343.32,NA
BEL,2009,MIS_MIS,24<40m,27.7.e,PLE,0.252,719.66,NA
BEL,2009,MIS_MIS,24<40m,27.7.e,SOL,1.074,10617.5,NA
BEL,2009,OTB_CRU,10<24m,27.7.d,COD,0.6,1132.86,NA
BEL,2009,OTB_CRU,10<24m,27.7.d,HAD,0.002,2.08,NA
BEL,2009,OTB_CRU,10<24m,27.7.d,MON,0.3,1176.72,NA
BEL,2009,OTB_CRU,10<24m,27.7.d,PLE,1.954,1997.6,NA
BEL,2009,OTB_CRU,10<24m,27.7.d,POL,0.032,76.7,NA
BEL,2009,OTB_CRU,10<24m,27.7.d,SOL,17.98,142877.56,NA
BEL,2009,OTB_CRU,10<24m,27.7.d,WHG,1.928,765.56,NA
BEL,2009,OTB_CRU,10<24m,27.7.e,HAD,0.548,375.18,NA
BEL,2009,OTB_CRU,10<24m,27.7.e,HKE,0.004,1.24,NA
BEL,2009,OTB_CRU,10<24m,27.7.e,MEG,0.14,126.6,NA
BEL,2009,OTB_CRU,10<24m,27.7.e,PLE,0.34,334.16,NA
BEL,2009,OTB_CRU,10<24m,27.7.e,SOL,0.498,4704.9,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,COD,0.407,809.92,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,HAD,0.848,1500.97,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,HKE,0.057,31.56,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,MEG,0.366,255.21,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,MON,2.295,3921.75,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,PLE,2.667,2566.4,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,POL,0.038,81.79,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,SOL,0.539,4588.36,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,WHG,0.302,132.53,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,COD,0.622,1393.15,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,HAD,3.32,3520.05,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,HKE,0.483,464.4,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,MEG,4.458,2018.04,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,MON,18.306,23776.35,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,PLE,3.771,3526,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,POL,0.322,871.58,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,SOL,1.228,9708.53,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,WHG,3.94,1844.43,NA
BEL,2009,OTB_CRU,24<40m,27.7.d,COD,4.558,12032.86,NA
BEL,2009,OTB_CRU,24<40m,27.7.d,PLE,2.56,2641.64,NA
BEL,2009,OTB_CRU,24<40m,27.7.d,SOL,49.066,418411.66,NA
BEL,2009,OTB_CRU,24<40m,27.7.d,WHG,3.352,2556.9,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,COD,1.786,5162.75,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,HAD,1,1582.59,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,HKE,1.188,1085.1,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,MEG,12.192,12296.94,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,MON,15.684,55433.76,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,PLE,10.796,12934.74,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,POL,0.049,99.25,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,SOL,16.229,164198.95,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,WHG,2.556,2478.33,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,COD,10.164,23505.68,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,HAD,28.529,36053.43,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,HKE,3.147,3882.57,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,MEG,89.127,115862.25,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,MON,173.925,604324.71,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,PLE,62.334,66162.17,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,POL,5.729,12724.31,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,SOL,56.505,580208.49,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,WHG,38.219,32156.57,NA
BEL,2009,OTB_CRU,24<40m,27.7.h,COD,1.091,2695.45,NA
BEL,2009,OTB_CRU,24<40m,27.7.h,HAD,0.001,0.56,NA
BEL,2009,OTB_CRU,24<40m,27.7.h,SOL,2.962,27740.74,NA
BEL,2009,TBB_CRU,10<24m,27.7.d,COD,0.064,93.48,NA
BEL,2009,TBB_CRU,10<24m,27.7.d,MON,0.684,881.49,NA
BEL,2009,TBB_CRU,10<24m,27.7.d,PLE,1.528,1547.24,NA
BEL,2009,TBB_CRU,10<24m,27.7.d,SOL,1.296,13327.42,NA
BEL,2009,TBB_CRU,10<24m,27.7.d,WHG,0.052,25.26,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,COD,18.948,45110.06,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,HAD,0.006,8.32,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,HKE,0.008,24.72,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,MEG,0.04,39.2,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,MON,53.152,86693.15,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,PLE,664.998,793677.56,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,POL,0.4,995.68,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,SOL,945.834,8035912.72,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,WHG,43.454,26597.98,NA
BEL,2009,TBB_DEF,10<24m,27.7.e,MEG,0.336,236.88,NA
BEL,2009,TBB_DEF,10<24m,27.7.e,MON,0.004,3.52,NA
BEL,2009,TBB_DEF,10<24m,27.7.e,PLE,0.83,1062.96,NA
BEL,2009,TBB_DEF,10<24m,27.7.e,SOL,0.196,2254.82,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,COD,0.584,1584.82,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,HAD,0.341,254.36,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,HKE,0.009,4.56,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,MEG,0.225,284.88,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,MON,6.261,9104.28,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,PLE,4.266,4859.79,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,POL,0.225,546.46,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,SOL,24.635,194905.84,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,WHG,1.053,613.15,NA
BEL,2009,TBB_DEF,10<24m,27.7.g,COD,0.014,31.38,NA
BEL,2009,TBB_DEF,10<24m,27.7.g,HKE,0.003,1.38,NA
BEL,2009,TBB_DEF,10<24m,27.7.g,MEG,0.252,262.38,NA
BEL,2009,TBB_DEF,10<24m,27.7.g,MON,0.117,400.48,NA
BEL,2009,TBB_DEF,10<24m,27.7.g,PLE,2.344,2504.95,NA
BEL,2009,TBB_DEF,10<24m,27.7.g,SOL,5.131,51355.97,NA
BEL,2009,TBB_DEF,10<24m,27.7.g,WHG,0.04,35.14,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,COD,123.914,275738.08,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,HAD,1.812,2092.46,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,HKE,0.708,1113.67,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,MEG,0.404,339.56,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,MON,166.856,609161.36,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,PLE,1332.03,1556545.22,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,POL,29.896,66073.68,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,SOL,1870.008,16066496.5,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,WHG,91.38,67446.02,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,COD,12.106,28238.42,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,HAD,5.304,6087.06,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,HKE,1.244,1359.04,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,MEG,4.164,4073.88,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,MON,281.9,968836.36,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,PLE,105.13,127959.42,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,POL,6.866,14096.88,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,SOL,30.964,312524.06,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,WHG,6.586,6454.52,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,COD,11.204,26130.47,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,HAD,59.593,55910.83,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,HKE,6.921,8102.82,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,MEG,248.913,234986.16,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,MON,564.462,1829183.52,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,PLE,46.141,52063.62,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,POL,9.717,20100.47,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,SOL,203.159,1721021.72,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,WHG,28.072,18940.73,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,COD,15.298,38796.17,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,HAD,32.217,33192.21,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,HKE,6.849,6877.02,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,MEG,257.085,338788.74,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,MON,341.166,1571933.12,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,PLE,82.786,88072.51,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,POL,2.881,6735.85,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,SOL,196.497,1964015.12,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,WHG,9.341,7672.06,NA
BEL,2009,TBB_DEF,24<40m,27.7.h,COD,1.093,1845.68,NA
BEL,2009,TBB_DEF,24<40m,27.7.h,HAD,0.011,11.88,NA
BEL,2009,TBB_DEF,24<40m,27.7.h,HKE,0.003,1.95,NA
BEL,2009,TBB_DEF,24<40m,27.7.h,MEG,0.132,150.51,NA
BEL,2009,TBB_DEF,24<40m,27.7.h,PLE,0.532,567.16,NA
BEL,2009,TBB_DEF,24<40m,27.7.h,POL,0.003,8.32,NA
BEL,2009,TBB_DEF,24<40m,27.7.h,SOL,7.804,71737.48,NA
BEL,2009,TBB_DEF,24<40m,27.7.h,WHG,0.107,54,NA
BEL,2010,GNS_DEF,10<24m,27.7.d,COD,0.126,326.62,NA
BEL,2010,GNS_DEF,10<24m,27.7.d,PLE,0.128,143.42,NA
BEL,2010,GNS_DEF,10<24m,27.7.d,SOL,12.776,122396.82,NA
BEL,2010,GNS_DEF,10<24m,27.7.d,WHG,0.222,299.52,NA
BEL,2010,GTR_DEF,10<24m,27.7.d,COD,1.152,3390.14,NA
BEL,2010,GTR_DEF,10<24m,27.7.d,PLE,0.562,850.5,NA
BEL,2010,GTR_DEF,10<24m,27.7.d,POL,0.038,125.44,NA
BEL,2010,GTR_DEF,10<24m,27.7.d,SOL,20.892,261482.04,NA
BEL,2010,GTR_DEF,10<24m,27.7.d,WHG,0.054,62.14,NA
BEL,2010,MIS_MIS,10<24m,27.7.d,COD,0.014,53.28,NA
BEL,2010,MIS_MIS,10<24m,27.7.d,PLE,0.37,383.54,NA
BEL,2010,MIS_MIS,10<24m,27.7.d,SOL,0.394,4758.36,NA
BEL,2010,MIS_MIS,24<40m,27.7.d,MON,0.156,370.92,NA
BEL,2010,MIS_MIS,24<40m,27.7.d,PLE,5.75,7628.22,NA
BEL,2010,MIS_MIS,24<40m,27.7.d,SOL,0.818,7498.42,NA
BEL,2010,MIS_MIS,24<40m,27.7.e,MON,10.164,37250.24,NA
BEL,2010,MIS_MIS,24<40m,27.7.e,PLE,0.006,5.74,NA
BEL,2010,MIS_MIS,24<40m,27.7.e,SOL,1.426,12931.72,NA
BEL,2010,MIS_MIS,24<40m,27.7.f,MON,0.009,26.19,NA
BEL,2010,MIS_MIS,24<40m,27.7.f,PLE,0.001,0.38,NA
BEL,2010,MIS_MIS,24<40m,27.7.f,SOL,0.001,10.75,NA
BEL,2010,OTB_CRU,10<24m,27.7.d,COD,1.736,4563.12,NA
BEL,2010,OTB_CRU,10<24m,27.7.d,HAD,0.01,7.54,NA
BEL,2010,OTB_CRU,10<24m,27.7.d,MEG,0.004,2.12,NA
BEL,2010,OTB_CRU,10<24m,27.7.d,MON,4.932,16144.4,NA
BEL,2010,OTB_CRU,10<24m,27.7.d,PLE,21.532,23521.3,NA
BEL,2010,OTB_CRU,10<24m,27.7.d,SOL,28.342,277987.72,NA
BEL,2010,OTB_CRU,10<24m,27.7.d,WHG,1.068,789.28,NA
BEL,2010,OTB_CRU,10<24m,27.7.e,PLE,0.524,525.68,NA
BEL,2010,OTB_CRU,10<24m,27.7.e,SOL,0.122,1130.4,NA
BEL,2010,OTB_CRU,10<24m,27.7.f,COD,0.008,23.1,NA
BEL,2010,OTB_CRU,10<24m,27.7.f,HAD,0.016,24.09,NA
BEL,2010,OTB_CRU,10<24m,27.7.f,HKE,0.003,0.93,NA
BEL,2010,OTB_CRU,10<24m,27.7.f,MEG,0.03,17.49,NA
BEL,2010,OTB_CRU,10<24m,27.7.f,MON,0.399,1570.59,NA
BEL,2010,OTB_CRU,10<24m,27.7.f,PLE,3.483,4017.02,NA
BEL,2010,OTB_CRU,10<24m,27.7.f,POL,0.001,2.32,NA
BEL,2010,OTB_CRU,10<24m,27.7.f,SOL,2.768,29331.53,NA
BEL,2010,OTB_CRU,10<24m,27.7.f,WHG,0.038,59.36,NA
BEL,2010,OTB_CRU,10<24m,27.7.g,COD,0.057,142.71,NA
BEL,2010,OTB_CRU,10<24m,27.7.g,HAD,0.388,440.61,NA
BEL,2010,OTB_CRU,10<24m,27.7.g,HKE,0.072,61.47,NA
BEL,2010,OTB_CRU,10<24m,27.7.g,MEG,1.815,1389,NA
BEL,2010,OTB_CRU,10<24m,27.7.g,MON,2.073,7479.81,NA
BEL,2010,OTB_CRU,10<24m,27.7.g,PLE,7.004,7648.91,NA
BEL,2010,OTB_CRU,10<24m,27.7.g,POL,0.005,14.18,NA
BEL,2010,OTB_CRU,10<24m,27.7.g,SOL,7.936,84603.53,NA
BEL,2010,OTB_CRU,10<24m,27.7.g,WHG,0.764,553.64,NA
BEL,2010,OTB_CRU,24<40m,27.7.d,COD,3.456,11198,NA
BEL,2010,OTB_CRU,24<40m,27.7.d,HAD,0.37,715.98,NA
BEL,2010,OTB_CRU,24<40m,27.7.d,MON,0.164,682.72,NA
BEL,2010,OTB_CRU,24<40m,27.7.d,PLE,1.304,1190.58,NA
BEL,2010,OTB_CRU,24<40m,27.7.d,POL,0.05,124.98,NA
BEL,2010,OTB_CRU,24<40m,27.7.d,SOL,7.918,76909.48,NA
BEL,2010,OTB_CRU,24<40m,27.7.d,WHG,11.258,7287.02,NA
BEL,2010,OTB_CRU,24<40m,27.7.e,HAD,0.01,5.2,NA
BEL,2010,OTB_CRU,24<40m,27.7.e,MON,0.044,168.32,NA
BEL,2010,OTB_CRU,24<40m,27.7.e,PLE,0.716,796.86,NA
BEL,2010,OTB_CRU,24<40m,27.7.e,SOL,0.18,2013,NA
BEL,2010,OTB_CRU,24<40m,27.7.e,WHG,1.122,1065.46,NA
BEL,2010,OTB_CRU,24<40m,27.7.f,COD,0.303,777.08,NA
BEL,2010,OTB_CRU,24<40m,27.7.f,HAD,0.141,187.25,NA
BEL,2010,OTB_CRU,24<40m,27.7.f,HKE,0.081,69,NA
BEL,2010,OTB_CRU,24<40m,27.7.f,MEG,2.238,2872.65,NA
BEL,2010,OTB_CRU,24<40m,27.7.f,MON,4.425,15026.58,NA
BEL,2010,OTB_CRU,24<40m,27.7.f,PLE,12.503,11979.74,NA
BEL,2010,OTB_CRU,24<40m,27.7.f,POL,0.009,18.52,NA
BEL,2010,OTB_CRU,24<40m,27.7.f,SOL,12.863,137222.03,NA
BEL,2010,OTB_CRU,24<40m,27.7.f,WHG,1.492,1703.64,NA
BEL,2010,OTB_CRU,24<40m,27.7.g,COD,13.671,43160.46,NA
BEL,2010,OTB_CRU,24<40m,27.7.g,HAD,44.681,55937.54,NA
BEL,2010,OTB_CRU,24<40m,27.7.g,HKE,9.384,13205.79,NA
BEL,2010,OTB_CRU,24<40m,27.7.g,MEG,95.835,129787.77,NA
BEL,2010,OTB_CRU,24<40m,27.7.g,MON,138.201,487158.24,NA
BEL,2010,OTB_CRU,24<40m,27.7.g,PLE,38.473,40277.74,NA
BEL,2010,OTB_CRU,24<40m,27.7.g,POL,8.88,21486.75,NA
BEL,2010,OTB_CRU,24<40m,27.7.g,SOL,57.523,674785.23,NA
BEL,2010,OTB_CRU,24<40m,27.7.g,WHG,28.419,26852.15,NA
BEL,2010,SSC_DEF,24<40m,27.7.d,COD,6.404,18517.46,NA
BEL,2010,SSC_DEF,24<40m,27.7.d,HAD,0.278,484.72,NA
BEL,2010,SSC_DEF,24<40m,27.7.d,MON,3.6,8708.72,NA
BEL,2010,SSC_DEF,24<40m,27.7.d,PLE,19.688,22136.52,NA
BEL,2010,SSC_DEF,24<40m,27.7.d,POL,0.162,549.64,NA
BEL,2010,SSC_DEF,24<40m,27.7.d,SOL,0.006,65.38,NA
BEL,2010,SSC_DEF,24<40m,27.7.d,WHG,28.674,35391.4,NA
BEL,2010,SSC_DEF,24<40m,27.7.e,COD,1.456,4649.3,NA
BEL,2010,SSC_DEF,24<40m,27.7.e,HAD,0.03,84.52,NA
BEL,2010,SSC_DEF,24<40m,27.7.e,MON,1.532,2760,NA
BEL,2010,SSC_DEF,24<40m,27.7.e,PLE,0.304,454.24,NA
BEL,2010,SSC_DEF,24<40m,27.7.e,POL,0.158,524.32,NA
BEL,2010,SSC_DEF,24<40m,27.7.e,SOL,0.004,37.92,NA
BEL,2010,SSC_DEF,24<40m,27.7.e,WHG,8.882,8809.46,NA
BEL,2010,TBB_DEF,10<24m,27.7.d,COD,29.284,85507.06,NA
BEL,2010,TBB_DEF,10<24m,27.7.d,HAD,0.1,64.8,NA
BEL,2010,TBB_DEF,10<24m,27.7.d,HKE,0.028,54.84,NA
BEL,2010,TBB_DEF,10<24m,27.7.d,MON,236.02,458053.44,NA
BEL,2010,TBB_DEF,10<24m,27.7.d,PLE,949.008,1092080.92,NA
BEL,2010,TBB_DEF,10<24m,27.7.d,POL,0.396,1111.3,NA
BEL,2010,TBB_DEF,10<24m,27.7.d,SOL,1097.504,10902919.06,NA
BEL,2010,TBB_DEF,10<24m,27.7.d,WHG,54.87,38972.54,NA
BEL,2010,TBB_DEF,10<24m,27.7.e,HAD,0.124,131.82,NA
BEL,2010,TBB_DEF,10<24m,27.7.e,HKE,0.036,18.08,NA
BEL,2010,TBB_DEF,10<24m,27.7.e,MON,1.888,7591.24,NA
BEL,2010,TBB_DEF,10<24m,27.7.e,PLE,4.022,4530.84,NA
BEL,2010,TBB_DEF,10<24m,27.7.e,SOL,0.866,9045.92,NA
BEL,2010,TBB_DEF,10<24m,27.7.e,WHG,0.064,30.36,NA
BEL,2010,TBB_DEF,10<24m,27.7.f,COD,0.26,541.26,NA
BEL,2010,TBB_DEF,10<24m,27.7.f,HAD,0.162,111.59,NA
BEL,2010,TBB_DEF,10<24m,27.7.f,HKE,0.024,63,NA
BEL,2010,TBB_DEF,10<24m,27.7.f,MEG,0.108,75.09,NA
BEL,2010,TBB_DEF,10<24m,27.7.f,MON,3.765,4102.83,NA
BEL,2010,TBB_DEF,10<24m,27.7.f,PLE,1.949,2049.43,NA
BEL,2010,TBB_DEF,10<24m,27.7.f,POL,0.126,329.55,NA
BEL,2010,TBB_DEF,10<24m,27.7.f,SOL,12.098,112715.11,NA
BEL,2010,TBB_DEF,10<24m,27.7.f,WHG,1.161,624.51,NA
BEL,2010,TBB_DEF,10<24m,27.7.g,HAD,0.05,50.86,NA
BEL,2010,TBB_DEF,10<24m,27.7.g,HKE,0.012,6.54,NA
BEL,2010,TBB_DEF,10<24m,27.7.g,MEG,0.531,244.92,NA
BEL,2010,TBB_DEF,10<24m,27.7.g,MON,0.561,2245.95,NA
BEL,2010,TBB_DEF,10<24m,27.7.g,PLE,0.558,659.18,NA
BEL,2010,TBB_DEF,10<24m,27.7.g,SOL,1.073,10784.72,NA
BEL,2010,TBB_DEF,10<24m,27.7.g,WHG,0.018,7.87,NA
BEL,2010,TBB_DEF,24<40m,27.7.d,COD,71.588,194085.28,NA
BEL,2010,TBB_DEF,24<40m,27.7.d,HAD,3.58,3750.94,NA
BEL,2010,TBB_DEF,24<40m,27.7.d,HKE,0.684,1309.36,NA
BEL,2010,TBB_DEF,24<40m,27.7.d,MEG,1.472,3406.92,NA
BEL,2010,TBB_DEF,24<40m,27.7.d,MON,258.9,986915.12,NA
BEL,2010,TBB_DEF,24<40m,27.7.d,PLE,1285.196,1406665.16,NA
BEL,2010,TBB_DEF,24<40m,27.7.d,POL,19.216,49168.7,NA
BEL,2010,TBB_DEF,24<40m,27.7.d,SOL,1440.35,13971907.12,NA
BEL,2010,TBB_DEF,24<40m,27.7.d,WHG,80.242,58041.22,NA
BEL,2010,TBB_DEF,24<40m,27.7.e,COD,8.928,22877.04,NA
BEL,2010,TBB_DEF,24<40m,27.7.e,HAD,6.95,6944.14,NA
BEL,2010,TBB_DEF,24<40m,27.7.e,HKE,0.924,1540.76,NA
BEL,2010,TBB_DEF,24<40m,27.7.e,MEG,5.428,10110.12,NA
BEL,2010,TBB_DEF,24<40m,27.7.e,MON,364.408,1293505.44,NA
BEL,2010,TBB_DEF,24<40m,27.7.e,PLE,95.796,114840.88,NA
BEL,2010,TBB_DEF,24<40m,27.7.e,POL,8.21,20633.5,NA
BEL,2010,TBB_DEF,24<40m,27.7.e,SOL,30.768,330534.2,NA
BEL,2010,TBB_DEF,24<40m,27.7.e,WHG,3.454,3603.9,NA
BEL,2010,TBB_DEF,24<40m,27.7.f,COD,16.092,39873.54,NA
BEL,2010,TBB_DEF,24<40m,27.7.f,HAD,71.324,69975.22,NA
BEL,2010,TBB_DEF,24<40m,27.7.f,HKE,14.406,20431.14,NA
BEL,2010,TBB_DEF,24<40m,27.7.f,MEG,228.576,306914.16,NA
BEL,2010,TBB_DEF,24<40m,27.7.f,MON,695.238,2219645.07,NA
BEL,2010,TBB_DEF,24<40m,27.7.f,PLE,41.906,42962.61,NA
BEL,2010,TBB_DEF,24<40m,27.7.f,POL,5.486,12928.61,NA
BEL,2010,TBB_DEF,24<40m,27.7.f,SOL,207.887,2042660.22,NA
BEL,2010,TBB_DEF,24<40m,27.7.f,WHG,43.076,27919.31,NA
BEL,2010,TBB_DEF,24<40m,27.7.g,COD,15.87,42536.45,NA
BEL,2010,TBB_DEF,24<40m,27.7.g,HAD,49.258,53324.24,NA
BEL,2010,TBB_DEF,24<40m,27.7.g,HKE,10.461,14250.72,NA
BEL,2010,TBB_DEF,24<40m,27.7.g,MEG,431.073,763811.79,NA
BEL,2010,TBB_DEF,24<40m,27.7.g,MON,578.127,1857913.5,NA
BEL,2010,TBB_DEF,24<40m,27.7.g,PLE,82.773,90533.31,NA
BEL,2010,TBB_DEF,24<40m,27.7.g,POL,4.521,10069.14,NA
BEL,2010,TBB_DEF,24<40m,27.7.g,SOL,320.533,3402663.44,NA
BEL,2010,TBB_DEF,24<40m,27.7.g,WHG,20.91,14095.55,NA
BEL,2010,TBB_DEF,24<40m,27.7.h,COD,1.037,3666.78,NA
BEL,2010,TBB_DEF,24<40m,27.7.h,HAD,0.574,714.31,NA
BEL,2010,TBB_DEF,24<40m,27.7.h,HKE,1.236,2478.06,NA
BEL,2010,TBB_DEF,24<40m,27.7.h,MEG,18.336,14743.92,NA
BEL,2010,TBB_DEF,24<40m,27.7.h,MON,17.763,52713.24,NA
BEL,2010,TBB_DEF,24<40m,27.7.h,PLE,0.24,296.88,NA
BEL,2010,TBB_DEF,24<40m,27.7.h,POL,0.056,147.19,NA
BEL,2010,TBB_DEF,24<40m,27.7.h,SOL,19.566,223680.92,NA
BEL,2010,TBB_DEF,24<40m,27.7.h,WHG,0.035,46.61,NA
BEL,2011,GTR_DEF,10<24m,27.7.d,COD,0.628,1454.46,NA
BEL,2011,GTR_DEF,10<24m,27.7.d,PLE,6.706,9467.72,NA
BEL,2011,GTR_DEF,10<24m,27.7.d,SOL,71.286,857326.44,NA
BEL,2011,GTR_DEF,10<24m,27.7.d,WHG,0.038,41.18,NA
BEL,2011,MIS_MIS,10<24m,27.7.d,COD,0.02,27.56,NA
BEL,2011,MIS_MIS,10<24m,27.7.d,MON,0.16,570.8,NA
BEL,2011,MIS_MIS,10<24m,27.7.d,PLE,1.15,723.78,NA
BEL,2011,MIS_MIS,10<24m,27.7.d,SOL,2.112,23918.84,NA
BEL,2011,MIS_MIS,24<40m,27.7.d,MON,0.552,2106.04,NA
BEL,2011,MIS_MIS,24<40m,27.7.d,PLE,0.18,249,NA
BEL,2011,MIS_MIS,24<40m,27.7.d,SOL,0.224,4618.24,NA
BEL,2011,MIS_MIS,24<40m,27.7.e,MON,3.532,8206.96,NA
BEL,2011,MIS_MIS,24<40m,27.7.e,POL,0.008,15.36,NA
BEL,2011,MIS_MIS,24<40m,27.7.e,SOL,0.536,7821.54,NA
BEL,2011,OTB_CRU,10<24m,27.7.d,COD,2.78,7447.64,NA
BEL,2011,OTB_CRU,10<24m,27.7.d,MON,0.032,206.92,NA
