ID,Country,Year,Quarter,IntercatchMetierTag,VesselLengthCategory,FDFVessel,Area,Species,Landings,Value,Discards
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.6.a.HAD,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.6.a,HAD,5,7830.49,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.a.COD,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.a,COD,0.07,195.83,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.a.HAD,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.a,HAD,3.29,5962.15,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.a.HKE,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.a,HKE,0.08,204.44,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.a.LEZ,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.a,LEZ,0.1,371.14,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.a.PLE,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.a,PLE,0.3,568.73,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.a.WHG,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.a,WHG,0.06,96.73,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.b.HAD,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.b,HAD,0.04,69,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.b.HKE,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.b,HKE,0.03,118.68,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.f.WHG,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.f,WHG,0.61,980.91,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.ANF,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,ANF,6.98,22882.39,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.BLL,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,BLL,0.03,139.49,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.COD,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,COD,11.66,33201.22,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.COE,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,COE,0.06,99.06,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.GUX,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,GUX,0.23,261.13,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.HAD,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,HAD,83.36,150663.23,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.HKE,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,HKE,53.42,160201.07,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.JOD,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,JOD,0.82,4605.33,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.LEM,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,LEM,1.1,3156.4,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.LEZ,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,LEZ,7.75,24266.4,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.LIN,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,LIN,1.19,1820.22,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.MIX,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,MIX,1.33,3385.63,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.MUL,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,MUL,0.38,1182.72,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.MUR,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,MUR,0.26,847.6,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.PLE,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,PLE,1.13,2026.16,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.POK,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,POK,0.05,62.53,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.POL,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,POL,0.13,301.81,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.RJA,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,RJA,0.28,335.37,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.SOL,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,SOL,0.1,902.26,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.SQC,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,SQC,1.24,6014.7,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.SQU,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,SQU,0.09,356.04,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.TUR,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,TUR,0.08,692.3,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.WHG,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,WHG,197.49,274268.05,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.g.WIT,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.g,WIT,0.62,1038.26,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.ANF,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,ANF,1.78,6335.49,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.COD,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,COD,2.38,6872.97,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.GUX,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,GUX,0.11,118.43,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.HAD,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,HAD,7.32,13691.31,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.HKE,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,HKE,14.26,60301.91,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.JOD,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,JOD,0.39,2401.2,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.LEM,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,LEM,0.39,1106.14,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.LEZ,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,LEZ,2.99,10817.21,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.LIN,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,LIN,0.2,373.62,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.MIX,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,MIX,0.08,205.72,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.PLE,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,PLE,0.19,374.49,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.POL,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,POL,0.07,187.48,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.RJA,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,RJA,0.24,336.61,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.SQC,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,SQC,0.2,839.52,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.TUR,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,TUR,0.01,75.91,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.WHG,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,WHG,20.22,29746.4,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.10<24m.27.7.j.WIT,IE,2017,4,SSC_DEF_100-119_0_0_all,10<24m,NA,27.7.j,WIT,0.13,218.81,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.6.a.HAD,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.6.a,HAD,9.95,15563.6,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.6.a.HKE,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.6.a,HKE,0.27,1193.05,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.ANF,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,ANF,0.85,2875.51,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.GUR,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,GUR,1.36,1700,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.HAD,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,HAD,21.03,38146.43,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.HKE,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,HKE,0.07,169.47,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.JOD,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,JOD,0.64,4339.56,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.LEM,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,LEM,1.26,3599.95,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.LEZ,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,LEZ,0.03,127.58,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.LIN,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,LIN,0.9,1440.24,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.MIX,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,MIX,0.8,861.07,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.PLE,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,PLE,17.02,32769.82,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.POK,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,POK,0.41,583.11,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.POL,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,POL,1.84,4362.71,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.RJA,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,RJA,5.74,11249.7,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.SQU,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,SQU,1.47,6615,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.TUR,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,TUR,0.33,3214.29,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.WHG,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,WHG,0.61,937.58,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.a.WIT,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.a,WIT,0.51,1068.18,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.b.ANF,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.b,ANF,0.15,550.63,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.b.HKE,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.b,HKE,0.05,237.36,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.b.WHG,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.b,WHG,0.94,1385.09,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.ANF,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,ANF,2.8,9170.07,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.BLL,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,BLL,0.01,36.39,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.COD,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,COD,4.52,12860.78,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.COE,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,COE,0.26,415.74,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.GUX,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,GUX,0.66,746.47,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.HAD,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,HAD,38.34,69356.04,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.HKE,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,HKE,21.34,63983.66,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.JOD,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,JOD,0.75,4163.73,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.LEM,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,LEM,1.54,4411.72,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.LEZ,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,LEZ,6.23,19504.12,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.LIN,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,LIN,1.03,1585.92,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.MIX,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,MIX,0.59,1512.61,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.MUL,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,MUL,0.01,28.36,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.PLE,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,PLE,0.41,740.81,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.POK,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,POK,0.04,51.85,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.POL,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,POL,2.18,4981.18,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.RJA,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,RJA,0.22,259.13,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.SQC,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,SQC,0.1,485.84,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.SQU,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,SQU,0.17,660.65,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.TUR,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,TUR,0.17,1555.17,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.WHG,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,WHG,88.94,123446.6,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.g.WIT,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.g,WIT,0.25,416.72,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.ANF,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,ANF,3.4,12133.74,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.BLL,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,BLL,0.04,265.41,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.COD,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,COD,4.27,12316.03,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.COE,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,COE,0.06,122.4,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.GUX,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,GUX,0.84,925.26,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.HAD,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,HAD,6.89,12888.47,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.HKE,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,HKE,16.03,67770.93,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.JOD,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,JOD,0.33,2053.2,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.LEM,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,LEM,0.61,1727.97,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.LEZ,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,LEZ,3.92,14163.57,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.LIN,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,LIN,0.28,525.21,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.MUL,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,MUL,0.09,364,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.PLE,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,PLE,0.6,1158.84,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.POK,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,POK,0.02,28.62,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.POL,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,POL,0.06,155.7,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.RJA,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,RJA,0.84,1154.76,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.SQC,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,SQC,0.08,318,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.SQU,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,SQU,0.16,782.46,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.TUR,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,TUR,0.25,2515.88,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.WHG,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,WHG,48,70623.16,NA
IE.2017.4.SSC_DEF_100-119_0_0_all.24<40m.27.7.j.WIT,IE,2017,4,SSC_DEF_100-119_0_0_all,24<40m,NA,27.7.j,WIT,0.07,124.78,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.a.ANF,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.a,ANF,4.98,17348.38,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.a.BLL,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.a,BLL,0.62,4935.93,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.a.COD,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.a,COD,0.87,2820.43,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.a.GUR,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.a,GUR,0.28,336,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.a.HAD,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.a,HAD,1.5,2761.54,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.a.LEZ,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.a,LEZ,0.05,188.54,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.a.LIN,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.a,LIN,0.09,125.58,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.a.MIX,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.a,MIX,0.87,922.27,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.a.PLE,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.a,PLE,54.85,107599.91,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.a.RJA,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.a,RJA,21.49,46744.26,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.a.SCE,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.a,SCE,0.03,36.9,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.a.SOL,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.a,SOL,1.92,25144.87,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.a.SQC,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.a,SQC,0.04,210,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.a.SQU,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.a,SQU,0.04,176,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.a.TUR,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.a,TUR,0.37,4402.42,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.a.WIT,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.a,WIT,0.11,217.35,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.g.ANF,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.g,ANF,32.3,103906.76,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.g.BLL,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.g,BLL,3.96,23626.8,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.g.COD,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.g,COD,5.57,14959.02,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.g.COE,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.g,COE,3.73,3507.57,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.g.GUX,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.g,GUX,1.23,930.2,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.g.HAD,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.g,HAD,11.64,15457.92,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.g.HKE,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.g,HKE,9.57,17504.24,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.g.JOD,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.g,JOD,2.19,8829.49,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.g.LEM,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.g,LEM,9.68,36065.46,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.g.LEZ,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.g,LEZ,30.91,119402.52,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.g.LIN,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.g,LIN,4.06,5404.04,NA
IE.2017.4.TBB_DEF_70-99_0_0_all.10<24m.27.7.g.MIX,IE,2017,4,TBB_DEF_70-99_0_0_all,10<24m,NA,27.7.g,MIX,1.93,2813.86,NA
