FishStock,Year,var,value,Advice.Year
HAD,2008,SSB,23097,2015
HAD,2009,SSB,35361,2015
HAD,2010,SSB,36513,2015
HAD,2011,SSB,83210,2015
HAD,2012,SSB,65519,2015
HAD,2013,SSB,38071,2015
HAD,2014,SSB,23212,2015
HAD,2015,SSB,33387,2015
HAD,1993,Catch,4556,2015
HAD,1994,Catch,6017,2015
HAD,1995,Catch,6688,2015
HAD,1996,Catch,11065,2015
HAD,1997,Catch,13710,2015
HAD,1998,Catch,8862,2015
HAD,1999,Catch,5556,2015
HAD,2000,Catch,10002,2015
HAD,2001,Catch,12696,2015
HAD,2002,Catch,13561,2015
HAD,2003,Catch,17748,2015
HAD,2004,Catch,15527,2015
HAD,2005,Catch,11978,2015
HAD,2006,Catch,8077,2015
HAD,2007,Catch,9520,2015
HAD,2008,Catch,18642,2015
HAD,2009,Catch,18688,2015
HAD,2010,Catch,26809,2015
HAD,2011,Catch,27257,2015
HAD,2012,Catch,28567,2015
HAD,2013,Catch,15509,2015
HAD,2014,Catch,13031,2015
HAD,2015,Catch,15209,2015
HAD,1993,F,1.088,2015
HAD,1994,F,1.057,2015
HAD,1995,F,0.861,2015
HAD,1996,F,0.832,2015
HAD,1997,F,0.685,2015
HAD,1998,F,0.76,2015
HAD,1999,F,0.53,2015
HAD,2000,F,0.655,2015
HAD,2001,F,0.691,2015
HAD,2002,F,1.259,2015
HAD,2003,F,0.636,2015
HAD,2004,F,0.774,2015
HAD,2005,F,0.809,2015
HAD,2006,F,0.52,2015
HAD,2007,F,0.407,2015
HAD,2008,F,0.727,2015
HAD,2009,F,0.567,2015
HAD,2010,F,0.595,2015
HAD,2011,F,0.46,2015
HAD,2012,F,0.608,2015
HAD,2013,F,0.548,2015
HAD,2014,F,0.595,2015
HAD,2015,F,0.58,2015
WHG,1999,SSB,50345,2017
WHG,2000,SSB,42405,2017
WHG,2001,SSB,50581,2017
WHG,2002,SSB,57285,2017
WHG,2003,SSB,44974,2017
WHG,2004,SSB,38920,2017
WHG,2005,SSB,40600,2017
WHG,2006,SSB,34313,2017
WHG,2007,SSB,29709,2017
WHG,2008,SSB,25724,2017
WHG,2009,SSB,34918,2017
WHG,2010,SSB,49971,2017
WHG,2011,SSB,78700,2017
WHG,2012,SSB,85208,2017
WHG,2013,SSB,79409,2017
WHG,2014,SSB,68013,2017
WHG,2015,SSB,86891,2017
WHG,2016,SSB,66195,2017
WHG,2017,SSB,58288,2017
WHG,1999,Catch,25600,2017
WHG,2000,Catch,20044,2017
WHG,2001,Catch,23073,2017
WHG,2002,Catch,20976,2017
WHG,2003,Catch,14657,2017
WHG,2004,Catch,16669,2017
WHG,2005,Catch,18907,2017
WHG,2006,Catch,21691,2017
WHG,2007,Catch,17542,2017
WHG,2008,Catch,8739,2017
WHG,2009,Catch,10673,2017
WHG,2010,Catch,11522,2017
WHG,2011,Catch,11452,2017
WHG,2012,Catch,12261,2017
WHG,2013,Catch,14914,2017
WHG,2014,Catch,16824,2017
WHG,2015,Catch,19275,2017
WHG,2016,Catch,22457,2017
WHG,2017,Catch,20788,2017
WHG,1999,F,0.72,2017
WHG,2000,F,0.7,2017
WHG,2001,F,0.78,2017
WHG,2002,F,0.58,2017
WHG,2003,F,0.43,2017
WHG,2004,F,0.41,2017
WHG,2005,F,0.72,2017
WHG,2006,F,0.78,2017
WHG,2007,F,0.9,2017
WHG,2008,F,0.51,2017
WHG,2009,F,0.39,2017
WHG,2010,F,0.37,2017
WHG,2011,F,0.26,2017
WHG,2012,F,0.17,2017
WHG,2013,F,0.22,2017
WHG,2014,F,0.27,2017
WHG,2015,F,0.34,2017
WHG,2016,F,0.43,2017
WHG,2017,F,0.43,2017
WHG,1999,SSB,50349,2016
WHG,2000,SSB,42393,2016
WHG,2001,SSB,50541,2016
WHG,2002,SSB,57302,2016
WHG,2003,SSB,44966,2016
WHG,2004,SSB,38841,2016
WHG,2005,SSB,40538,2016
WHG,2006,SSB,34251,2016
WHG,2007,SSB,29641,2016
WHG,2008,SSB,25544,2016
WHG,2009,SSB,34600,2016
WHG,2010,SSB,49345,2016
WHG,2011,SSB,77142,2016
WHG,2012,SSB,83957,2016
WHG,2013,SSB,77310,2016
WHG,2014,SSB,63959,2016
WHG,2015,SSB,83393,2016
WHG,2016,SSB,63908,2016
WHG,1999,Catch,25600,2016
WHG,2000,Catch,20044,2016
WHG,2001,Catch,23073,2016
WHG,2002,Catch,20976,2016
WHG,2003,Catch,14657,2016
WHG,2004,Catch,16669,2016
WHG,2005,Catch,18907,2016
WHG,2006,Catch,21691,2016
WHG,2007,Catch,17542,2016
WHG,2008,Catch,8739,2016
WHG,2009,Catch,10673,2016
WHG,2010,Catch,11522,2016
WHG,2011,Catch,11452,2016
WHG,2012,Catch,12261,2016
WHG,2013,Catch,14914,2016
WHG,2014,Catch,16824,2016
WHG,2015,Catch,19275,2016
WHG,2016,Catch,16679,2016
WHG,1999,F,0.719,2016
WHG,2000,F,0.703,2016
WHG,2001,F,0.781,2016
WHG,2002,F,0.581,2016
WHG,2003,F,0.428,2016
WHG,2004,F,0.411,2016
WHG,2005,F,0.725,2016
WHG,2006,F,0.784,2016
WHG,2007,F,0.905,2016
WHG,2008,F,0.513,2016
WHG,2009,F,0.392,2016
WHG,2010,F,0.376,2016
WHG,2011,F,0.262,2016
WHG,2012,F,0.177,2016
WHG,2013,F,0.22,2016
WHG,2014,F,0.282,2016
WHG,2015,F,0.382,2016
WHG,2016,F,0.294,2016
WHG,1999,SSB,50311,2015
WHG,2000,SSB,42385,2015
WHG,2001,SSB,50451,2015
WHG,2002,SSB,57214,2015
WHG,2003,SSB,44731,2015
WHG,2004,SSB,38624,2015
WHG,2005,SSB,40350,2015
WHG,2006,SSB,34119,2015
WHG,2007,SSB,29473,2015
WHG,2008,SSB,25266,2015
WHG,2009,SSB,34076,2015
WHG,2010,SSB,47977,2015
WHG,2011,SSB,74688,2015
WHG,2012,SSB,79438,2015
WHG,2013,SSB,72714,2015
WHG,2014,SSB,58779,2015
WHG,2015,SSB,83052,2015
WHG,1999,Catch,25598,2015
WHG,2000,Catch,20045,2015
WHG,2001,Catch,23070,2015
WHG,2002,Catch,20977,2015
WHG,2003,Catch,14656,2015
WHG,2004,Catch,16670,2015
WHG,2005,Catch,18911,2015
WHG,2006,Catch,21691,2015
WHG,2007,Catch,17543,2015
WHG,2008,Catch,8740,2015
WHG,2009,Catch,10614,2015
WHG,2010,Catch,11596,2015
WHG,2011,Catch,11438,2015
WHG,2012,Catch,12630,2015
WHG,2013,Catch,14796,2015
WHG,2014,Catch,16742,2015
WHG,2015,Catch,14921,2015
WHG,1999,F,0.719,2015
WHG,2000,F,0.703,2015
WHG,2001,F,0.782,2015
WHG,2002,F,0.583,2015
WHG,2003,F,0.43,2015
WHG,2004,F,0.414,2015
WHG,2005,F,0.732,2015
WHG,2006,F,0.792,2015
WHG,2007,F,0.916,2015
WHG,2008,F,0.522,2015
WHG,2009,F,0.401,2015
WHG,2010,F,0.387,2015
WHG,2011,F,0.272,2015
WHG,2012,F,0.187,2015
WHG,2013,F,0.238,2015
WHG,2014,F,0.319,2015
WHG,2015,F,0.25,2015
COD,1971,SSB,10093,2019
COD,1972,SSB,9298,2019
COD,1973,SSB,8617,2019
COD,1974,SSB,8327,2019
COD,1975,SSB,7526,2019
COD,1976,SSB,7316,2019
COD,1977,SSB,8841,2019
COD,1978,SSB,9689,2019
COD,1979,SSB,9848,2019
COD,1980,SSB,10347,2019
COD,1981,SSB,11212,2019
COD,1982,SSB,13547,2019
COD,1983,SSB,13008,2019
COD,1984,SSB,9568,2019
COD,1985,SSB,13103,2019
COD,1986,SSB,13692,2019
COD,1987,SSB,11364,2019
COD,1988,SSB,16606,2019
COD,1989,SSB,26324,2019
COD,1990,SSB,19126,2019
COD,1991,SSB,10846,2019
COD,1992,SSB,9073,2019
COD,1993,SSB,12280,2019
COD,1994,SSB,14357,2019
COD,1995,SSB,13019,2019
COD,1996,SSB,15899,2019
COD,1997,SSB,14065,2019
COD,1998,SSB,12522,2019
COD,1999,SSB,10883,2019
COD,2000,SSB,7548,2019
COD,2001,SSB,8421,2019
COD,2002,SSB,10738,2019
COD,2003,SSB,8795,2019
COD,2004,SSB,4596,2019
COD,2005,SSB,3359,2019
COD,2006,SSB,3739,2019
COD,2007,SSB,5084,2019
COD,2008,SSB,5402,2019
COD,2009,SSB,5022,2019
COD,2010,SSB,4875,2019
COD,2011,SSB,8961,2019
COD,2012,SSB,13492,2019
COD,2013,SSB,9470,2019
COD,2014,SSB,4716,2019
COD,2015,SSB,4501,2019
COD,2016,SSB,4689,2019
COD,2017,SSB,2554,2019
COD,2018,SSB,1783,2019
COD,2019,SSB,1290,2019
HAD,1993,SSB,7550,2019
HAD,1994,SSB,8114,2019
HAD,1995,SSB,7509,2019
HAD,1996,SSB,19979,2019
HAD,1997,SSB,29116,2019
HAD,1998,SSB,22775,2019
HAD,1999,SSB,14458,2019
HAD,2000,SSB,17833,2019
HAD,2001,SSB,29759,2019
HAD,2002,SSB,36655,2019
HAD,2003,SSB,25954,2019
HAD,2004,SSB,43868,2019
HAD,2005,SSB,30228,2019
HAD,2006,SSB,23989,2019
HAD,2007,SSB,25527,2019
HAD,2008,SSB,24448,2019
HAD,2009,SSB,36875,2019
HAD,2010,SSB,38136,2019
HAD,2011,SSB,86471,2019
HAD,2012,SSB,69258,2019
HAD,2013,SSB,43200,2019
HAD,2014,SSB,28258,2019
HAD,2015,SSB,43106,2019
HAD,2016,SSB,33794,2019
HAD,2017,SSB,38018,2019
HAD,2018,SSB,24239,2019
HAD,2019,SSB,14205,2019
WHG,1999,SSB,50358,2019
WHG,2000,SSB,42448,2019
WHG,2001,SSB,50757,2019
WHG,2002,SSB,57627,2019
WHG,2003,SSB,45333,2019
WHG,2004,SSB,39250,2019
WHG,2005,SSB,40891,2019
WHG,2006,SSB,34549,2019
WHG,2007,SSB,29891,2019
WHG,2008,SSB,25827,2019
WHG,2009,SSB,34946,2019
WHG,2010,SSB,49749,2019
WHG,2011,SSB,78031,2019
WHG,2012,SSB,84341,2019
WHG,2013,SSB,78155,2019
WHG,2014,SSB,66763,2019
WHG,2015,SSB,74356,2019
WHG,2016,SSB,54055,2019
WHG,2017,SSB,34901,2019
WHG,2018,SSB,24379,2019
WHG,2019,SSB,17423,2019
COD,1971,Catch,5782,2019
COD,1972,Catch,4737,2019
COD,1973,Catch,4015,2019
COD,1974,Catch,2898,2019
COD,1975,Catch,3993,2019
COD,1976,Catch,4818,2019
COD,1977,Catch,3059,2019
COD,1978,Catch,3647,2019
COD,1979,Catch,4650,2019
COD,1980,Catch,7243,2019
COD,1981,Catch,10597,2019
COD,1982,Catch,8766,2019
COD,1983,Catch,9641,2019
COD,1984,Catch,6631,2019
COD,1985,Catch,8317,2019
COD,1986,Catch,10475,2019
COD,1987,Catch,10228,2019
COD,1988,Catch,17191,2019
COD,1989,Catch,19809,2019
COD,1990,Catch,12749,2019
COD,1991,Catch,9336,2019
COD,1992,Catch,9747,2019
COD,1993,Catch,10425,2019
COD,1994,Catch,10620,2019
COD,1995,Catch,11709,2019
COD,1996,Catch,12681,2019
COD,1997,Catch,12035,2019
COD,1998,Catch,11431,2019
COD,1999,Catch,8594,2019
COD,2000,Catch,6536,2019
COD,2001,Catch,8308,2019
COD,2002,Catch,9236,2019
COD,2003,Catch,6420,2019
COD,2004,Catch,3672,2019
COD,2005,Catch,3062,2019
COD,2006,Catch,3776,2019
COD,2007,Catch,4830,2019
COD,2008,Catch,3961,2019
COD,2009,Catch,3292,2019
COD,2010,Catch,3229,2019
COD,2011,Catch,7261,2019
COD,2012,Catch,7692,2019
COD,2013,Catch,6290,2019
COD,2014,Catch,3879,2019
COD,2015,Catch,4154,2019
COD,2016,Catch,3299,2019
COD,2017,Catch,2237,2019
COD,2018,Catch,1385,2019
COD,2019,Catch,1321,2019
HAD,1993,Catch,4556,2019
HAD,1994,Catch,6017,2019
HAD,1995,Catch,6688,2019
HAD,1996,Catch,11065,2019
HAD,1997,Catch,13710,2019
HAD,1998,Catch,8862,2019
HAD,1999,Catch,5556,2019
HAD,2000,Catch,10002,2019
HAD,2001,Catch,12696,2019
HAD,2002,Catch,13561,2019
HAD,2003,Catch,17748,2019
HAD,2004,Catch,15527,2019
HAD,2005,Catch,11978,2019
HAD,2006,Catch,8077,2019
HAD,2007,Catch,9520,2019
HAD,2008,Catch,18642,2019
HAD,2009,Catch,18688,2019
HAD,2010,Catch,26809,2019
HAD,2011,Catch,27257,2019
HAD,2012,Catch,28567,2019
HAD,2013,Catch,15509,2019
HAD,2014,Catch,13031,2019
HAD,2015,Catch,15239,2019
HAD,2016,Catch,17931,2019
HAD,2017,Catch,16072,2019
HAD,2018,Catch,12545,2019
HAD,2019,Catch,20457,2019
WHG,1999,Catch,25600,2019
WHG,2000,Catch,20044,2019
WHG,2001,Catch,23073,2019
WHG,2002,Catch,20976,2019
WHG,2003,Catch,14657,2019
WHG,2004,Catch,16669,2019
WHG,2005,Catch,18907,2019
WHG,2006,Catch,21691,2019
WHG,2007,Catch,17542,2019
WHG,2008,Catch,8739,2019
WHG,2009,Catch,10673,2019
WHG,2010,Catch,11522,2019
WHG,2011,Catch,11452,2019
WHG,2012,Catch,12261,2019
WHG,2013,Catch,14914,2019
WHG,2014,Catch,16824,2019
WHG,2015,Catch,19275,2019
WHG,2016,Catch,22457,2019
WHG,2017,Catch,16198,2019
WHG,2018,Catch,10268,2019
WHG,2019,Catch,9183,2019
COD,1971,F,0.557,2019
COD,1972,F,0.517,2019
COD,1973,F,0.541,2019
COD,1974,F,0.375,2019
COD,1975,F,0.678,2019
COD,1976,F,0.554,2019
COD,1977,F,0.349,2019
COD,1978,F,0.361,2019
COD,1979,F,0.467,2019
COD,1980,F,0.694,2019
COD,1981,F,0.808,2019
COD,1982,F,0.64,2019
COD,1983,F,0.834,2019
COD,1984,F,0.531,2019
COD,1985,F,0.539,2019
COD,1986,F,0.787,2019
COD,1987,F,0.811,2019
COD,1988,F,0.639,2019
COD,1989,F,0.817,2019
COD,1990,F,0.855,2019
COD,1991,F,0.981,2019
COD,1992,F,0.851,2019
COD,1993,F,0.749,2019
COD,1994,F,0.75,2019
COD,1995,F,0.726,2019
COD,1996,F,0.855,2019
COD,1997,F,0.81,2019
COD,1998,F,0.965,2019
COD,1999,F,0.887,2019
COD,2000,F,0.775,2019
COD,2001,F,0.771,2019
COD,2002,F,0.868,2019
COD,2003,F,0.951,2019
COD,2004,F,0.971,2019
COD,2005,F,1.002,2019
COD,2006,F,0.846,2019
COD,2007,F,0.846,2019
COD,2008,F,0.771,2019
COD,2009,F,0.786,2019
COD,2010,F,0.575,2019
COD,2011,F,0.501,2019
COD,2012,F,0.698,2019
COD,2013,F,0.984,2019
COD,2014,F,0.89,2019
COD,2015,F,0.798,2019
COD,2016,F,0.711,2019
COD,2017,F,1.052,2019
COD,2018,F,0.833,2019
COD,2019,F,0.87,2019
HAD,1993,F,1.087,2019
HAD,1994,F,1.064,2019
HAD,1995,F,0.838,2019
HAD,1996,F,0.83,2019
HAD,1997,F,0.703,2019
HAD,1998,F,0.746,2019
HAD,1999,F,0.513,2019
HAD,2000,F,0.655,2019
HAD,2001,F,0.696,2019
HAD,2002,F,1.238,2019
HAD,2003,F,0.653,2019
HAD,2004,F,0.774,2019
HAD,2005,F,0.814,2019
HAD,2006,F,0.508,2019
HAD,2007,F,0.406,2019
HAD,2008,F,0.724,2019
HAD,2009,F,0.57,2019
HAD,2010,F,0.591,2019
HAD,2011,F,0.463,2019
HAD,2012,F,0.572,2019
HAD,2013,F,0.491,2019
HAD,2014,F,0.509,2019
HAD,2015,F,0.478,2019
HAD,2016,F,0.619,2019
HAD,2017,F,0.627,2019
HAD,2018,F,0.773,2019
HAD,2019,F,0.77,2019
WHG,1999,F,0.72,2019
WHG,2000,F,0.7,2019
WHG,2001,F,0.78,2019
WHG,2002,F,0.58,2019
WHG,2003,F,0.42,2019
WHG,2004,F,0.41,2019
WHG,2005,F,0.71,2019
WHG,2006,F,0.77,2019
WHG,2007,F,0.89,2019
WHG,2008,F,0.5,2019
WHG,2009,F,0.38,2019
WHG,2010,F,0.37,2019
WHG,2011,F,0.26,2019
WHG,2012,F,0.176,2019
WHG,2013,F,0.22,2019
WHG,2014,F,0.28,2019
WHG,2015,F,0.37,2019
WHG,2016,F,0.52,2019
WHG,2017,F,0.65,2019
WHG,2018,F,0.62,2019
WHG,2019,F,0.62,2019
