,year,scenario,fleet,metier,effshare,effort,efmet,gear
144,2019,cod-cs,IE_Otter_10<24m,SSC_DEF_27.7.g,0.046932677,0,0,SSC_DEF_27
145,2019,cod-cs,IE_Otter_24<40m,OTB_DEF_27.7.b,0.056079913,0,0,OTB_DEF_27
146,2019,cod-cs,IE_Otter_24<40m,OTB_DEF_27.7.g,0.181866871,0,0,OTB_DEF_27
147,2019,cod-cs,IE_Otter_24<40m,OTH,0.762053216,0,0,OTH
149,2019,cod-cs,SP_Static_24<40m,OTH,1,354.49814,354.49814,OTH
150,2019,cod-cs,SP_Static_all,LLS_DEF_27.7.c,0.102849071,2686.725953,276.3272684,LLS_DEF_27
151,2019,cod-cs,SP_Static_all,LLS_DEF_27.7.j,0.710490245,2686.725953,1908.892582,LLS_DEF_27
152,2019,cod-cs,SP_Static_all,OTH,0.186660684,2686.725953,501.506103,OTH
153,2019,had-cs,BE_Beam_10<24m,OTH,1,162.0361223,162.0361223,OTH
154,2019,had-cs,BE_Beam_24<40m,OTH,0.68118469,7078.244058,4821.591483,OTH
155,2019,had-cs,BE_Beam_24<40m,TBB_DEF_27.7.g,0.31881531,7078.244058,2256.652575,TBB_DEF_27
156,2019,had-cs,BE_Otter_24<40m,OTH,1,451.3358123,451.3358123,OTH
157,2019,had-cs,EN_Beam_10<24m,OTH,1,779.3314854,779.3314854,OTH
158,2019,had-cs,EN_Beam_24<40m,OTH,1,2470.092719,2470.092719,OTH
159,2019,had-cs,EN_Other_all,OTH,1,3542.829087,3542.829087,OTH
160,2019,had-cs,EN_Otter_<10m,OTH,1,180.9947934,180.9947934,OTH
161,2019,had-cs,EN_Otter_10<24m,OTH,1,944.8626741,944.8626741,OTH
162,2019,had-cs,EN_Otter_24<40m,OTB_DEF_27.7.j,0.484364995,756.4971171,366.4207225,OTB_DEF_27
163,2019,had-cs,EN_Otter_24<40m,OTH,0.515635005,756.4971171,390.0763946,OTH
164,2019,had-cs,EN_Static_all,OTH,1,3876.251525,3876.251525,OTH
165,2019,had-cs,FR_Other_all,OTH,1,8333.229358,8333.229358,OTH
166,2019,had-cs,FR_Otter_10<24m,OTB_DEF_27.7.e,0.239316749,14119.32184,3378.990206,OTB_DEF_27
167,2019,had-cs,FR_Otter_10<24m,OTB_DEF_27.7.h,0.084970794,14119.32184,1199.729981,OTB_DEF_27
168,2019,had-cs,FR_Otter_10<24m,OTH,0.675712457,14119.32184,9540.601654,OTH
169,2019,had-cs,FR_Otter_24<40m,OTB_DEF_27.7.e,0.175921897,14060.84218,2473.610033,OTB_DEF_27
170,2019,had-cs,FR_Otter_24<40m,OTB_DEF_27.7.g,0.049938315,14060.84218,702.1747706,OTB_DEF_27
171,2019,had-cs,FR_Otter_24<40m,OTB_DEF_27.7.h,0.17686027,14060.84218,2486.804339,OTB_DEF_27
172,2019,had-cs,FR_Otter_24<40m,OTB_DEF_27.7.j,0.206043995,14060.84218,2897.152099,OTB_DEF_27
