fleet,metier,year,stock,L,D,V,metier2,Country,CatchKG
FR_Otter_24<40m,OTB_DEF_27.7.k,2014,WHG,0,0,424,OTB_DEF,FR,0
FR_Otter_24<40m,OTB_DEF_27.7.k,2015,COD,0,0,1476,OTB_DEF,FR,0
FR_Otter_24<40m,OTB_DEF_27.7.k,2015,HAD,0,0,1480,OTB_DEF,FR,0
FR_Otter_24<40m,OTB_DEF_27.7.k,2015,WHG,0,0,672,OTB_DEF,FR,0
FR_Otter_24<40m,OTB_DEF_27.7.k,2016,COD,0,0,1622,OTB_DEF,FR,0
FR_Otter_24<40m,OTB_DEF_27.7.k,2016,HAD,0,0,1116,OTB_DEF,FR,0
FR_Otter_24<40m,OTB_DEF_27.7.k,2016,WHG,0,0,567,OTB_DEF,FR,0
FR_Otter_24<40m,OTB_DEF_27.7.k,2017,COD,0.50999,0.029747209,1592.34,OTB_DEF,FR,539.737209
FR_Otter_24<40m,OTB_DEF_27.7.k,2017,HAD,2.85544,3.159599767,5508.31,OTB_DEF,FR,6015.039767
FR_Otter_24<40m,OTB_DEF_27.7.k,2017,WHG,0.48939,0.025693,1242.57,OTB_DEF,FR,515.083
FR_Otter_24<40m,OTM_DEF_27.7.f,2017,HAD,0.38448,0.552253023,950.63,OTM_DEF,FR,936.733023
FR_Otter_24<40m,OTT_DEF_27.7.b,2017,HAD,0.53936,0.503434073,1100.5,OTT_DEF,FR,1042.794073
FR_Otter_24<40m,OTT_DEF_27.7.c,2017,HAD,1.33688,1.38019548,3151.2,OTT_DEF,FR,2717.07548
FR_Otter_24<40m,OTT_DEF_27.7.e,2017,COD,0.02488,0.000522565,82.96,OTT_DEF,FR,25.402565
FR_Otter_24<40m,OTT_DEF_27.7.e,2017,HAD,0.54024,0.253716151,555.18,OTT_DEF,FR,793.956151
FR_Otter_24<40m,OTT_DEF_27.7.g,2017,COD,0.49292,0.010353013,2182.7,OTT_DEF,FR,503.273013
FR_Otter_24<40m,OTT_DEF_27.7.g,2017,HAD,0.0386,0.018127948,102.36,OTT_DEF,FR,56.727948
FR_Otter_24<40m,OTT_DEF_27.7.h,2017,COD,6.90887,0.131609842,25921.18,OTT_DEF,FR,7040.479842
FR_Otter_24<40m,OTT_DEF_27.7.h,2017,HAD,70.70968,41.40567413,129595.74,OTT_DEF,FR,112115.3541
FR_Otter_24<40m,OTT_DEF_27.7.j,2017,COD,2.23543,0.02157115,7850.51,OTT_DEF,FR,2257.00115
FR_Otter_24<40m,OTT_DEF_27.7.j,2017,HAD,13.56668,9.799017152,27093.01,OTT_DEF,FR,23365.69715
FR_Otter_24<40m,OTT_DEF_27.7.k,2017,COD,0.08426,0.001238039,295.96,OTT_DEF,FR,85.498039
FR_Otter_24<40m,OTT_DEF_27.7.k,2017,HAD,0.31585,0.253057984,670.4,OTT_DEF,FR,568.907984
FR_Otter_24<40m,SSC_DEF_27.7.e,2017,COD,1.3153,0.099087925,4499.28,SSC_DEF,FR,1414.387925
FR_Otter_24<40m,SSC_DEF_27.7.e,2017,HAD,27.82324,14.46581753,53222.25,SSC_DEF,FR,42289.05753
FR_Otter_24<40m,SSC_DEF_27.7.g,2017,COD,33.25415,2.795478454,105341.03,SSC_DEF,FR,36049.62845
FR_Otter_24<40m,SSC_DEF_27.7.g,2017,HAD,57.29707,23.82310607,109595.8,SSC_DEF,FR,81120.17607
FR_Otter_24<40m,SSC_DEF_27.7.h,2017,COD,2.01175,0.169115891,8232.52,SSC_DEF,FR,2180.865891
FR_Otter_24<40m,SSC_DEF_27.7.h,2017,HAD,33.73323,14.02567915,59887.74,SSC_DEF,FR,47758.90915
FR_Otter_24<40m,SSC_DEF_27.7.j,2017,COD,0.03823,0.003213764,148.04,SSC_DEF,FR,41.443764
FR_Otter_24<40m,SSC_DEF_27.7.j,2017,HAD,0.03356,0.013953652,54.07,SSC_DEF,FR,47.513652
FR_Otter_all,OTB_DEF_27.7.e,2013,COD,0,0,298,OTB_DEF,FR,0
FR_Otter_all,OTM_DEF_27.7.e,2009,COD,1,0,3684,OTM_DEF,FR,1000
FR_Otter_all,OTM_DEF_27.7.e,2009,HAD,0,0,163,OTM_DEF,FR,0
FR_Otter_all,OTM_DEF_27.7.e,2011,COD,2,0,5040,OTM_DEF,FR,2000
FR_Otter_all,OTM_DEF_27.7.e,2011,HAD,2,0,4207,OTM_DEF,FR,2000
FR_Otter_all,OTM_DEF_27.7.e,2013,COD,0,0,25,OTM_DEF,FR,0
FR_Otter_all,OTM_DEF_27.7.e,2014,COD,0,0,839,OTM_DEF,FR,0
FR_Otter_all,OTM_DEF_27.7.e,2017,WHG,101.73209,48.266478,143992.6,OTM_DEF,FR,149998.568
FR_Otter_all,OTM_DEF_27.7.f,2009,COD,0,0,306,OTM_DEF,FR,0
FR_Otter_all,OTM_DEF_27.7.f,2009,HAD,0,0,275,OTM_DEF,FR,0
FR_Otter_all,OTM_DEF_27.7.f,2011,COD,1,0,2129,OTM_DEF,FR,1000
FR_Otter_all,OTM_DEF_27.7.f,2011,HAD,1,0,1983,OTM_DEF,FR,1000
FR_Otter_all,OTM_DEF_27.7.f,2014,COD,0,0,163,OTM_DEF,FR,0
FR_Otter_all,OTM_DEF_27.7.f,2017,WHG,4.86866,2.309921,9005.75,OTM_DEF,FR,7178.581
FR_Otter_all,OTM_DEF_27.7.g,2009,COD,0,0,1488,OTM_DEF,FR,0
FR_Otter_all,OTM_DEF_27.7.g,2009,HAD,1,0,1363,OTM_DEF,FR,1000
FR_Otter_all,OTM_DEF_27.7.g,2011,COD,0,0,820,OTM_DEF,FR,0
FR_Otter_all,OTM_DEF_27.7.g,2011,HAD,1,0,2350,OTM_DEF,FR,1000
FR_Otter_all,OTM_DEF_27.7.g,2017,WHG,1.20082,0.569725,2526.53,OTM_DEF,FR,1770.545
FR_Otter_all,OTM_DEF_27.7.h,2009,COD,0,0,2216,OTM_DEF,FR,0
FR_Otter_all,OTM_DEF_27.7.h,2009,HAD,1,0,1413,OTM_DEF,FR,1000
FR_Otter_all,OTM_DEF_27.7.h,2011,COD,0,0,189,OTM_DEF,FR,0
FR_Otter_all,OTM_DEF_27.7.h,2011,HAD,0,0,3,OTM_DEF,FR,0
FR_Otter_all,OTM_DEF_27.7.h,2017,WHG,14.66016,6.955468,22668.01,OTM_DEF,FR,21615.628
FR_Otter_all,OTM_DEF_27.7.j,2009,HAD,0,0,419,OTM_DEF,FR,0
FR_Otter_all,OTM_DEF_27.7.j,2014,COD,0,0,63,OTM_DEF,FR,0
FR_Otter_all,OTT_CRU_27.7.e,2009,COD,0,0,448,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.e,2009,HAD,0,0,168,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.e,2010,COD,1,0,1907,OTT_CRU,FR,1000
FR_Otter_all,OTT_CRU_27.7.e,2010,HAD,1,0,1243,OTT_CRU,FR,1000
FR_Otter_all,OTT_CRU_27.7.e,2011,COD,0,0,618,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.e,2011,HAD,0,0,261,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.e,2013,COD,0,0,441,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.e,2013,HAD,0,0,236,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.e,2014,COD,0,0,332,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.e,2014,HAD,0,0,312,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.e,2015,COD,0,0,1046,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.e,2015,HAD,0,0,282,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.e,2016,COD,0,0,3,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.e,2016,HAD,0,0,3,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.e,2017,WHG,0.0936,0,218.6,OTT_CRU,FR,93.6
FR_Otter_all,OTT_CRU_27.7.f,2009,COD,0,0,1608,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.f,2009,HAD,0,0,706,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.f,2010,COD,0,0,1321,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.f,2010,HAD,0,0,511,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.f,2011,COD,0,0,1258,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.f,2011,HAD,0,0,287,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.f,2012,COD,0,0,416,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.f,2012,HAD,0,0,107,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.f,2013,COD,0,0,390,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.f,2013,HAD,0,0,715,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.f,2014,COD,1,0.234938385,3254,OTT_CRU,FR,1234.938385
FR_Otter_all,OTT_CRU_27.7.f,2014,HAD,0,0,769,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.f,2015,COD,0,0,486,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.f,2015,HAD,0,0,190,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.f,2016,COD,0,0,2955,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.f,2016,HAD,1,1.236164091,2060,OTT_CRU,FR,2236.164091
FR_Otter_all,OTT_CRU_27.7.f,2017,WHG,0.12982,0,223.2,OTT_CRU,FR,129.82
FR_Otter_all,OTT_CRU_27.7.g,2009,COD,212,0,565624,OTT_CRU,FR,212000
FR_Otter_all,OTT_CRU_27.7.g,2009,HAD,177,0,239127,OTT_CRU,FR,177000
FR_Otter_all,OTT_CRU_27.7.g,2010,COD,108,0,308574,OTT_CRU,FR,108000
FR_Otter_all,OTT_CRU_27.7.g,2010,HAD,94,0,131368,OTT_CRU,FR,94000
FR_Otter_all,OTT_CRU_27.7.g,2011,COD,156,0,361226,OTT_CRU,FR,156000
FR_Otter_all,OTT_CRU_27.7.g,2011,HAD,104,0,109529,OTT_CRU,FR,104000
FR_Otter_all,OTT_CRU_27.7.g,2012,COD,189,0,404427,OTT_CRU,FR,189000
FR_Otter_all,OTT_CRU_27.7.g,2012,HAD,117,0,113272,OTT_CRU,FR,117000
FR_Otter_all,OTT_CRU_27.7.g,2013,COD,139,0,343016,OTT_CRU,FR,139000
FR_Otter_all,OTT_CRU_27.7.g,2013,HAD,92,0,120851,OTT_CRU,FR,92000
FR_Otter_all,OTT_CRU_27.7.g,2014,COD,126,30.61019181,326566,OTT_CRU,FR,156610.1918
FR_Otter_all,OTT_CRU_27.7.g,2014,HAD,49,0,73352,OTT_CRU,FR,49000
FR_Otter_all,OTT_CRU_27.7.g,2015,COD,120,3.439744426,327467,OTT_CRU,FR,123439.7444
FR_Otter_all,OTT_CRU_27.7.g,2015,HAD,63,26.2731928,111285,OTT_CRU,FR,89273.1928
FR_Otter_all,OTT_CRU_27.7.g,2016,COD,105,1.734109995,287648,OTT_CRU,FR,106734.11
FR_Otter_all,OTT_CRU_27.7.g,2016,HAD,71,87.76764277,125202,OTT_CRU,FR,158767.6428
FR_Otter_all,OTT_CRU_27.7.g,2017,WHG,17.4678,0,36211.35,OTT_CRU,FR,17467.8
FR_Otter_all,OTT_CRU_27.7.h,2009,COD,84,0,221006,OTT_CRU,FR,84000
FR_Otter_all,OTT_CRU_27.7.h,2009,HAD,49,0,69617,OTT_CRU,FR,49000
FR_Otter_all,OTT_CRU_27.7.h,2010,COD,43,0,131757,OTT_CRU,FR,43000
FR_Otter_all,OTT_CRU_27.7.h,2010,HAD,48,0,66408,OTT_CRU,FR,48000
FR_Otter_all,OTT_CRU_27.7.h,2011,COD,74,0,184526,OTT_CRU,FR,74000
FR_Otter_all,OTT_CRU_27.7.h,2011,HAD,77,0,85871,OTT_CRU,FR,77000
FR_Otter_all,OTT_CRU_27.7.h,2012,COD,52,0,127590,OTT_CRU,FR,52000
FR_Otter_all,OTT_CRU_27.7.h,2012,HAD,59,0,59735,OTT_CRU,FR,59000
FR_Otter_all,OTT_CRU_27.7.h,2013,COD,58,0,155232,OTT_CRU,FR,58000
FR_Otter_all,OTT_CRU_27.7.h,2013,HAD,38,0,53952,OTT_CRU,FR,38000
FR_Otter_all,OTT_CRU_27.7.h,2014,COD,28,6.770602504,78145,OTT_CRU,FR,34770.6025
FR_Otter_all,OTT_CRU_27.7.h,2014,HAD,18,0,26988,OTT_CRU,FR,18000
FR_Otter_all,OTT_CRU_27.7.h,2015,COD,22,0.630619949,66585,OTT_CRU,FR,22630.61995
FR_Otter_all,OTT_CRU_27.7.h,2015,HAD,16,6.672558011,29918,OTT_CRU,FR,22672.55801
FR_Otter_all,OTT_CRU_27.7.h,2016,COD,51,0.842282186,147522,OTT_CRU,FR,51842.28219
FR_Otter_all,OTT_CRU_27.7.h,2016,HAD,38,46.97423399,74146,OTT_CRU,FR,84974.23399
FR_Otter_all,OTT_CRU_27.7.h,2017,WHG,2.55372,0,5362.78,OTT_CRU,FR,2553.72
FR_Otter_all,OTT_CRU_27.7.j,2009,COD,0,0,446,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.j,2009,HAD,1,0,1326,OTT_CRU,FR,1000
FR_Otter_all,OTT_CRU_27.7.j,2010,COD,0,0,671,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.j,2010,HAD,0,0,659,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.j,2011,COD,0,0,189,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.j,2011,HAD,0,0,87,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.j,2012,COD,0,0,333,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.j,2012,HAD,0,0,203,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.j,2013,COD,0,0,367,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.j,2013,HAD,0,0,152,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.j,2015,COD,0,0,1461,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.j,2015,HAD,0,0,301,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.j,2016,COD,1,0.016515319,3789,OTT_CRU,FR,1016.515319
FR_Otter_all,OTT_CRU_27.7.j,2016,HAD,1,1.236164047,1673,OTT_CRU,FR,2236.164047
FR_Otter_all,OTT_CRU_27.7.j,2017,WHG,0.00417,0,5.54,OTT_CRU,FR,4.17
FR_Otter_all,OTT_CRU_27.7.k,2009,COD,0,0,234,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.k,2009,HAD,0,0,94,OTT_CRU,FR,0
FR_Otter_all,OTT_CRU_27.7.k,2010,HAD,0,0,4,OTT_CRU,FR,0
FR_Otter_all,OTT_DEF_27.7.b,2009,HAD,3,0,2316,OTT_DEF,FR,3000
FR_Otter_all,OTT_DEF_27.7.b,2009,WHG,0,0,340,OTT_DEF,FR,0
FR_Otter_all,OTT_DEF_27.7.b,2010,HAD,17,0,13815,OTT_DEF,FR,17000
FR_Otter_all,OTT_DEF_27.7.b,2010,WHG,0,0,463,OTT_DEF,FR,0
FR_Otter_all,OTT_DEF_27.7.b,2011,HAD,10,0,14043,OTT_DEF,FR,10000
FR_Otter_all,OTT_DEF_27.7.b,2011,WHG,0,0,906,OTT_DEF,FR,0
FR_Otter_all,OTT_DEF_27.7.b,2012,HAD,24,0,27475,OTT_DEF,FR,24000
FR_Otter_all,OTT_DEF_27.7.b,2012,WHG,0,0,1240,OTT_DEF,FR,0
FR_Otter_all,OTT_DEF_27.7.b,2013,HAD,11,0,20364,OTT_DEF,FR,11000
FR_Otter_all,OTT_DEF_27.7.b,2013,WHG,0,0,17,OTT_DEF,FR,0
FR_Otter_all,OTT_DEF_27.7.b,2014,HAD,26,9.619672748,45777,OTT_DEF,FR,35619.67275
FR_Otter_all,OTT_DEF_27.7.b,2014,WHG,0,0,107,OTT_DEF,FR,0
FR_Otter_all,OTT_DEF_27.7.b,2015,HAD,3,0.729929693,5107,OTT_DEF,FR,3729.929693
FR_Otter_all,OTT_DEF_27.7.b,2016,HAD,3,2.479239221,6608,OTT_DEF,FR,5479.239221
FR_Otter_all,OTT_DEF_27.7.b,2016,WHG,0,0,0,OTT_DEF,FR,0
FR_Otter_all,OTT_DEF_27.7.c,2009,HAD,0,0,365,OTT_DEF,FR,0
FR_Otter_all,OTT_DEF_27.7.c,2009,WHG,0,0,9,OTT_DEF,FR,0
FR_Otter_all,OTT_DEF_27.7.c,2010,HAD,26,0,23611,OTT_DEF,FR,26000
FR_Otter_all,OTT_DEF_27.7.c,2010,WHG,0,0,477,OTT_DEF,FR,0
FR_Otter_all,OTT_DEF_27.7.c,2011,HAD,3,0,3831,OTT_DEF,FR,3000
FR_Otter_all,OTT_DEF_27.7.c,2011,WHG,0,0,82,OTT_DEF,FR,0
FR_Otter_all,OTT_DEF_27.7.c,2012,HAD,17,0,19981,OTT_DEF,FR,17000
FR_Otter_all,OTT_DEF_27.7.c,2012,WHG,0,0,70,OTT_DEF,FR,0
FR_Otter_all,OTT_DEF_27.7.c,2013,HAD,8,0,10954,OTT_DEF,FR,8000
FR_Otter_all,OTT_DEF_27.7.c,2013,WHG,0,0,40,OTT_DEF,FR,0
FR_Otter_all,OTT_DEF_27.7.c,2014,HAD,13,4.809835807,23415,OTT_DEF,FR,17809.83581
FR_Otter_all,OTT_DEF_27.7.c,2014,WHG,0,0,20,OTT_DEF,FR,0
FR_Otter_all,OTT_DEF_27.7.c,2015,HAD,5,1.216549455,10422,OTT_DEF,FR,6216.549455
FR_Otter_all,OTT_DEF_27.7.c,2015,WHG,0,0,3,OTT_DEF,FR,0
FR_Otter_all,OTT_DEF_27.7.c,2016,HAD,4,3.305652453,7933,OTT_DEF,FR,7305.652453
FR_Otter_all,OTT_DEF_27.7.c,2016,WHG,0,0,6,OTT_DEF,FR,0
FR_Otter_all,OTT_DEF_27.7.c,2017,WHG,0.00217,0.001321,2.95,OTT_DEF,FR,3.491
FR_Otter_all,OTT_DEF_27.7.e,2009,COD,9,0,26760,OTT_DEF,FR,9000
FR_Otter_all,OTT_DEF_27.7.e,2009,HAD,45,0,66789,OTT_DEF,FR,45000
FR_Otter_all,OTT_DEF_27.7.e,2009,WHG,5,0,9390,OTT_DEF,FR,5000
FR_Otter_all,OTT_DEF_27.7.e,2010,COD,9,0,25180,OTT_DEF,FR,9000
FR_Otter_all,OTT_DEF_27.7.e,2010,HAD,42,0,60398,OTT_DEF,FR,42000
FR_Otter_all,OTT_DEF_27.7.e,2010,WHG,9,0,12923,OTT_DEF,FR,9000
FR_Otter_all,OTT_DEF_27.7.e,2011,COD,22,0,58939,OTT_DEF,FR,22000
FR_Otter_all,OTT_DEF_27.7.e,2011,HAD,65,0,77327,OTT_DEF,FR,65000
FR_Otter_all,OTT_DEF_27.7.e,2011,WHG,19,0,41606,OTT_DEF,FR,19000
FR_Otter_all,OTT_DEF_27.7.e,2012,COD,20,0,47128,OTT_DEF,FR,20000
FR_Otter_all,OTT_DEF_27.7.e,2012,HAD,60,0,97073,OTT_DEF,FR,60000
FR_Otter_all,OTT_DEF_27.7.e,2012,WHG,6,0,9690,OTT_DEF,FR,6000
FR_Otter_all,OTT_DEF_27.7.e,2013,COD,13,0,36265,OTT_DEF,FR,13000
FR_Otter_all,OTT_DEF_27.7.e,2013,HAD,130,0,210513,OTT_DEF,FR,130000
FR_Otter_all,OTT_DEF_27.7.e,2013,WHG,27,0,50474,OTT_DEF,FR,27000
FR_Otter_all,OTT_DEF_27.7.e,2014,COD,9,0.086766369,33701,OTT_DEF,FR,9086.766369
FR_Otter_all,OTT_DEF_27.7.e,2014,HAD,56,20.71929379,98640,OTT_DEF,FR,76719.29379
FR_Otter_all,OTT_DEF_27.7.e,2014,WHG,33,5.457801914,70287,OTT_DEF,FR,38457.80191
FR_Otter_all,OTT_DEF_27.7.e,2015,COD,7,0.015797447,20923,OTT_DEF,FR,7015.797447
FR_Otter_all,OTT_DEF_27.7.e,2015,HAD,58,14.11197358,100970,OTT_DEF,FR,72111.97358
FR_Otter_all,OTT_DEF_27.7.e,2015,WHG,7,1.95263789,15276,OTT_DEF,FR,8952.63789
FR_Otter_all,OTT_DEF_27.7.e,2016,COD,3,0.055287189,11001,OTT_DEF,FR,3055.287189
FR_Otter_all,OTT_DEF_27.7.e,2016,HAD,19,15.7018484,36475,OTT_DEF,FR,34701.8484
FR_Otter_all,OTT_DEF_27.7.e,2016,WHG,8,13.41533713,13733,OTT_DEF,FR,21415.33713
FR_Otter_all,OTT_DEF_27.7.e,2017,WHG,12.56944,7.623187,29190.67,OTT_DEF,FR,20192.627
FR_Otter_all,OTT_DEF_27.7.f,2009,COD,4,0,9510,OTT_DEF,FR,4000
FR_Otter_all,OTT_DEF_27.7.f,2009,HAD,39,0,57075,OTT_DEF,FR,39000
FR_Otter_all,OTT_DEF_27.7.f,2009,WHG,16,0,33680,OTT_DEF,FR,16000
FR_Otter_all,OTT_DEF_27.7.f,2010,COD,3,0,8609,OTT_DEF,FR,3000
FR_Otter_all,OTT_DEF_27.7.f,2010,HAD,8,0,10719,OTT_DEF,FR,8000
FR_Otter_all,OTT_DEF_27.7.f,2010,WHG,3,0,3976,OTT_DEF,FR,3000
FR_Otter_all,OTT_DEF_27.7.f,2011,COD,3,0,7640,OTT_DEF,FR,3000
FR_Otter_all,OTT_DEF_27.7.f,2011,HAD,5,0,5241,OTT_DEF,FR,5000
FR_Otter_all,OTT_DEF_27.7.f,2011,WHG,2,0,3722,OTT_DEF,FR,2000
FR_Otter_all,OTT_DEF_27.7.f,2012,COD,5,0,14650,OTT_DEF,FR,5000
FR_Otter_all,OTT_DEF_27.7.f,2012,HAD,8,0,7621,OTT_DEF,FR,8000
FR_Otter_all,OTT_DEF_27.7.f,2012,WHG,2,0,1733,OTT_DEF,FR,2000
FR_Otter_all,OTT_DEF_27.7.f,2013,COD,10,0,23168,OTT_DEF,FR,10000
FR_Otter_all,OTT_DEF_27.7.f,2013,HAD,22,0,35068,OTT_DEF,FR,22000
FR_Otter_all,OTT_DEF_27.7.f,2013,WHG,4,0,6552,OTT_DEF,FR,4000
FR_Otter_all,OTT_DEF_27.7.f,2014,COD,19,0.183173369,47387,OTT_DEF,FR,19183.17337
FR_Otter_all,OTT_DEF_27.7.f,2014,HAD,76,28.11904207,104982,OTT_DEF,FR,104119.0421
FR_Otter_all,OTT_DEF_27.7.f,2014,WHG,18,2.976982778,29249,OTT_DEF,FR,20976.98278
FR_Otter_all,OTT_DEF_27.7.f,2015,COD,4,0.009027099,12626,OTT_DEF,FR,4009.027099
FR_Otter_all,OTT_DEF_27.7.f,2015,HAD,8,1.946479166,12956,OTT_DEF,FR,9946.479166
FR_Otter_all,OTT_DEF_27.7.f,2015,WHG,5,1.394741641,7657,OTT_DEF,FR,6394.741641
FR_Otter_all,OTT_DEF_27.7.f,2016,COD,6,0.110574256,15153,OTT_DEF,FR,6110.574256
FR_Otter_all,OTT_DEF_27.7.f,2016,HAD,11,9.090543879,21431,OTT_DEF,FR,20090.54388
FR_Otter_all,OTT_DEF_27.7.f,2016,WHG,4,6.707668747,6803,OTT_DEF,FR,10707.66875
FR_Otter_all,OTT_DEF_27.7.f,2017,WHG,2.24056,1.364158,4813.99,OTT_DEF,FR,3604.718
FR_Otter_all,OTT_DEF_27.7.g,2009,COD,248,0,626732,OTT_DEF,FR,248000
FR_Otter_all,OTT_DEF_27.7.g,2009,HAD,557,0,671578,OTT_DEF,FR,557000
FR_Otter_all,OTT_DEF_27.7.g,2009,WHG,104,0,154483,OTT_DEF,FR,104000
FR_Otter_all,OTT_DEF_27.7.g,2010,COD,258,0,693088,OTT_DEF,FR,258000
FR_Otter_all,OTT_DEF_27.7.g,2010,HAD,444,0,535066,OTT_DEF,FR,444000
FR_Otter_all,OTT_DEF_27.7.g,2010,WHG,161,0,229934,OTT_DEF,FR,161000
FR_Otter_all,OTT_DEF_27.7.g,2011,COD,492,0,1324274,OTT_DEF,FR,492000
FR_Otter_all,OTT_DEF_27.7.g,2011,HAD,514,0,529020,OTT_DEF,FR,514000
FR_Otter_all,OTT_DEF_27.7.g,2011,WHG,174,0,252635,OTT_DEF,FR,174000
FR_Otter_all,OTT_DEF_27.7.g,2012,COD,1058,0,2637650,OTT_DEF,FR,1058000
FR_Otter_all,OTT_DEF_27.7.g,2012,HAD,1196,0,1176953,OTT_DEF,FR,1196000
FR_Otter_all,OTT_DEF_27.7.g,2012,WHG,278,0,391612,OTT_DEF,FR,278000
FR_Otter_all,OTT_DEF_27.7.g,2013,COD,745,0,1808459,OTT_DEF,FR,745000
FR_Otter_all,OTT_DEF_27.7.g,2013,HAD,1193,0,1641305,OTT_DEF,FR,1193000
FR_Otter_all,OTT_DEF_27.7.g,2013,WHG,317,0,465708,OTT_DEF,FR,317000
FR_Otter_all,OTT_DEF_27.7.g,2014,COD,255,2.458382199,754731,OTT_DEF,FR,257458.3822
FR_Otter_all,OTT_DEF_27.7.g,2014,HAD,519,192.023459,825053,OTT_DEF,FR,711023.459
FR_Otter_all,OTT_DEF_27.7.g,2014,WHG,239,39.52771545,417391,OTT_DEF,FR,278527.7155
FR_Otter_all,OTT_DEF_27.7.g,2015,COD,342,0.771819757,1002631,OTT_DEF,FR,342771.8198
FR_Otter_all,OTT_DEF_27.7.g,2015,HAD,350,85.1584609,628986,OTT_DEF,FR,435158.4609
FR_Otter_all,OTT_DEF_27.7.g,2015,WHG,115,57.63447733,202763,OTT_DEF,FR,172634.4773
FR_Otter_all,OTT_DEF_27.7.g,2016,COD,351,6.46859685,1034694,OTT_DEF,FR,357468.5969
FR_Otter_all,OTT_DEF_27.7.g,2016,HAD,273,225.6107691,538465,OTT_DEF,FR,498610.7691
FR_Otter_all,OTT_DEF_27.7.g,2016,WHG,107,332.1003258,184017,OTT_DEF,FR,439100.3258
FR_Otter_all,OTT_DEF_27.7.g,2017,WHG,97.37403,65.12263838,180556.71,OTT_DEF,FR,162496.6684
FR_Otter_all,OTT_DEF_27.7.h,2009,COD,142,0,407922,OTT_DEF,FR,142000
FR_Otter_all,OTT_DEF_27.7.h,2009,HAD,363,0,575904,OTT_DEF,FR,363000
FR_Otter_all,OTT_DEF_27.7.h,2009,WHG,23,0,48047,OTT_DEF,FR,23000
FR_Otter_all,OTT_DEF_27.7.h,2010,COD,182,0,542440,OTT_DEF,FR,182000
FR_Otter_all,OTT_DEF_27.7.h,2010,HAD,406,0,615750,OTT_DEF,FR,406000
FR_Otter_all,OTT_DEF_27.7.h,2010,WHG,27,0,46481,OTT_DEF,FR,27000
FR_Otter_all,OTT_DEF_27.7.h,2011,COD,557,0,1482992,OTT_DEF,FR,557000
FR_Otter_all,OTT_DEF_27.7.h,2011,HAD,1389,0,1488820,OTT_DEF,FR,1389000
FR_Otter_all,OTT_DEF_27.7.h,2011,WHG,93,0,157509,OTT_DEF,FR,93000
FR_Otter_all,OTT_DEF_27.7.h,2012,COD,560,0,1451806,OTT_DEF,FR,560000
FR_Otter_all,OTT_DEF_27.7.h,2012,HAD,1453,0,1618253,OTT_DEF,FR,1453000
FR_Otter_all,OTT_DEF_27.7.h,2012,WHG,56,0,105925,OTT_DEF,FR,56000
FR_Otter_all,OTT_DEF_27.7.h,2013,COD,327,0,960790,OTT_DEF,FR,327000
FR_Otter_all,OTT_DEF_27.7.h,2013,HAD,924,0,1407663,OTT_DEF,FR,924000
