fleet,metier,year,stock,L,D,V,metier2,Country,CatchKG
EN_Otter_24<40m,OTB_CRU_27.7.e,2010,HAD,0.1733,0,203.8121284,OTB_CRU,EN,173.3
EN_Otter_24<40m,OTB_CRU_27.7.e,2010,WHG,11.3839,0,8598.01465,OTB_CRU,EN,11383.9
EN_Otter_24<40m,OTB_CRU_27.7.e,2011,COD,0.0411,0,95.701732,OTB_CRU,EN,41.1
EN_Otter_24<40m,OTB_CRU_27.7.e,2011,HAD,9.6964,0,7965.56187,OTB_CRU,EN,9696.4
EN_Otter_24<40m,OTB_CRU_27.7.e,2011,WHG,18.3221,0,16655.66167,OTB_CRU,EN,18322.1
EN_Otter_24<40m,OTB_CRU_27.7.e,2012,HAD,5.722,0.485253289,7332.1899,OTB_CRU,EN,6207.253289
EN_Otter_24<40m,OTB_CRU_27.7.e,2012,WHG,2.3205,0,2468.3886,OTB_CRU,EN,2320.5
EN_Otter_24<40m,OTB_CRU_27.7.e,2013,HAD,0.245,0.003827281,271.22436,OTB_CRU,EN,248.827281
EN_Otter_24<40m,OTB_CRU_27.7.e,2013,WHG,3.3087,0,2480.594871,OTB_CRU,EN,3308.7
EN_Otter_24<40m,OTB_CRU_27.7.e,2014,HAD,0.8938,0.94290951,1759.068129,OTB_CRU,EN,1836.70951
EN_Otter_24<40m,OTB_CRU_27.7.e,2016,HAD,0.3628,0.677270952,359.0084426,OTB_CRU,EN,1040.070952
EN_Otter_24<40m,OTB_CRU_27.7.h,2009,HAD,0.1937,0,324.9101954,OTB_CRU,EN,193.7
EN_Otter_24<40m,OTB_CRU_27.7.h,2010,COD,0.8507,0,1641.182278,OTB_CRU,EN,850.7
EN_Otter_24<40m,OTB_CRU_27.7.h,2010,HAD,0.9121,0,1257.63188,OTB_CRU,EN,912.1
EN_Otter_24<40m,OTB_CRU_27.7.h,2011,COD,1.7258,0,3911.48856,OTB_CRU,EN,1725.8
EN_Otter_24<40m,OTB_CRU_27.7.h,2011,HAD,1.0822,0,1836.422448,OTB_CRU,EN,1082.2
EN_Otter_24<40m,OTB_CRU_27.7.h,2012,COD,0.0238,0,16.2483,OTB_CRU,EN,23.8
EN_Otter_24<40m,OTB_CRU_27.7.h,2012,HAD,0.0499,0,50.3808,OTB_CRU,EN,49.9
EN_Otter_24<40m,OTB_DEF_27.7.e,2009,COD,2.259,0,4093.49,OTB_DEF,EN,2259
EN_Otter_24<40m,OTB_DEF_27.7.e,2009,HAD,7.683,0,7817.5,OTB_DEF,EN,7683
EN_Otter_24<40m,OTB_DEF_27.7.e,2009,WHG,2.467,0,2172.61,OTB_DEF,EN,2467
EN_Otter_24<40m,OTB_DEF_27.7.e,2010,COD,0.466,0,1239.41,OTB_DEF,EN,466
EN_Otter_24<40m,OTB_DEF_27.7.e,2010,HAD,4.321,0,6238.92,OTB_DEF,EN,4321
EN_Otter_24<40m,OTB_DEF_27.7.e,2010,WHG,1.344,0,899.51,OTB_DEF,EN,1344
EN_Otter_24<40m,OTB_DEF_27.7.e,2011,COD,0.459,0,899.13,OTB_DEF,EN,459
EN_Otter_24<40m,OTB_DEF_27.7.e,2011,HAD,4.617,0,3797.53,OTB_DEF,EN,4617
EN_Otter_24<40m,OTB_DEF_27.7.e,2011,WHG,2.65,0,2818.81,OTB_DEF,EN,2650
EN_Otter_24<40m,OTB_DEF_27.7.e,2012,COD,0.772,0,1827.07,OTB_DEF,EN,772
EN_Otter_24<40m,OTB_DEF_27.7.e,2012,HAD,2.988,0,3450.49,OTB_DEF,EN,2988
EN_Otter_24<40m,OTB_DEF_27.7.e,2012,WHG,0.325,0,280.28,OTB_DEF,EN,325
EN_Otter_24<40m,OTB_DEF_27.7.e,2013,COD,3.613,0,8741.7,OTB_DEF,EN,3613
EN_Otter_24<40m,OTB_DEF_27.7.e,2013,HAD,6.179,0,5014.23,OTB_DEF,EN,6179
EN_Otter_24<40m,OTB_DEF_27.7.e,2013,WHG,0.09,0,77.41,OTB_DEF,EN,90
EN_Otter_24<40m,OTB_DEF_27.7.e,2014,COD,3.658,0,7813.2,OTB_DEF,EN,3658
EN_Otter_24<40m,OTB_DEF_27.7.e,2014,HAD,2.334,0,3352.29,OTB_DEF,EN,2334
EN_Otter_24<40m,OTB_DEF_27.7.e,2014,WHG,0.248,0,250.48,OTB_DEF,EN,248
EN_Otter_24<40m,OTB_DEF_27.7.e,2015,COD,1.11,0.14167869,3048.68,OTB_DEF,EN,1251.67869
EN_Otter_24<40m,OTB_DEF_27.7.e,2015,HAD,2.902,3.663738568,4028.91,OTB_DEF,EN,6565.738568
EN_Otter_24<40m,OTB_DEF_27.7.e,2015,WHG,0.033,0.043137943,62.77,OTB_DEF,EN,76.137943
EN_Otter_24<40m,OTB_DEF_27.7.e,2016,COD,1.092,0.0559,2581.16,OTB_DEF,EN,1147.9
EN_Otter_24<40m,OTB_DEF_27.7.e,2016,HAD,2.511,8.302275744,2001.3,OTB_DEF,EN,10813.27574
EN_Otter_24<40m,OTB_DEF_27.7.e,2017,COD,0.62,0.01437712,1340.91,OTB_DEF,EN,634.37712
EN_Otter_24<40m,OTB_DEF_27.7.e,2017,HAD,2.325,7.687292356,2787.58,OTB_DEF,EN,10012.29236
EN_Otter_24<40m,OTB_DEF_27.7.e,2017,WHG,0.074,0.044309557,38.61,OTB_DEF,EN,118.309557
EN_Otter_24<40m,OTB_DEF_27.7.f,2017,WHG,0.42,0.043858,579.69,OTB_DEF,EN,463.858
EN_Otter_24<40m,OTB_DEF_27.7.g,2009,COD,3.849,0,6565.35,OTB_DEF,EN,3849
EN_Otter_24<40m,OTB_DEF_27.7.g,2009,WHG,5.329,0,2043.34,OTB_DEF,EN,5329
EN_Otter_24<40m,OTB_DEF_27.7.g,2010,COD,2.547,0,5656.37,OTB_DEF,EN,2547
EN_Otter_24<40m,OTB_DEF_27.7.g,2010,WHG,2.852,0,1850.34,OTB_DEF,EN,2852
EN_Otter_24<40m,OTB_DEF_27.7.g,2012,COD,0.872,0,2877.2,OTB_DEF,EN,872
EN_Otter_24<40m,OTB_DEF_27.7.g,2012,WHG,0.515,0,327.79,OTB_DEF,EN,515
EN_Otter_24<40m,OTB_DEF_27.7.g,2013,COD,1.398,0,3565.17,OTB_DEF,EN,1398
EN_Otter_24<40m,OTB_DEF_27.7.g,2013,HAD,3.227,0,2942.1,OTB_DEF,EN,3227
EN_Otter_24<40m,OTB_DEF_27.7.g,2013,WHG,7.82,0,4944.15,OTB_DEF,EN,7820
EN_Otter_24<40m,OTB_DEF_27.7.g,2014,COD,0.584,0,1251.14,OTB_DEF,EN,584
EN_Otter_24<40m,OTB_DEF_27.7.g,2014,WHG,2.425,0,1183.46,OTB_DEF,EN,2425
EN_Otter_24<40m,OTB_DEF_27.7.g,2015,COD,0.475,0,958.23,OTB_DEF,EN,475
EN_Otter_24<40m,OTB_DEF_27.7.g,2015,HAD,3.932,0,4388.24,OTB_DEF,EN,3932
EN_Otter_24<40m,OTB_DEF_27.7.g,2015,WHG,0.524,0,605.39,OTB_DEF,EN,524
EN_Otter_24<40m,OTB_DEF_27.7.g,2016,COD,3.14,0.046364054,5935.07,OTB_DEF,EN,3186.364054
EN_Otter_24<40m,OTB_DEF_27.7.g,2016,HAD,0.466,0.795443826,768.69,OTB_DEF,EN,1261.443826
EN_Otter_24<40m,OTB_DEF_27.7.g,2016,WHG,0.799,0,1087.62,OTB_DEF,EN,799
EN_Otter_24<40m,OTB_DEF_27.7.g,2017,COD,0.082,0.006230509,135.23,OTB_DEF,EN,88.230509
EN_Otter_24<40m,OTB_DEF_27.7.j,2015,WHG,0.002,0,3.03,OTB_DEF,EN,2
EN_Otter_24<40m,SSC_DEF_27.7.b,2009,WHG,1.8631,0,1146.478402,SSC_DEF,EN,1863.1
EN_Otter_24<40m,SSC_DEF_27.7.b,2010,WHG,0.1479,0,134.1393756,SSC_DEF,EN,147.9
EN_Otter_24<40m,SSC_DEF_27.7.b,2011,WHG,0.174,0,100.55,SSC_DEF,EN,174
EN_Otter_24<40m,SSC_DEF_27.7.b,2012,WHG,1.698,0,1986.34,SSC_DEF,EN,1698
EN_Otter_24<40m,SSC_DEF_27.7.b,2013,WHG,0.137,0,110.64,SSC_DEF,EN,137
EN_Otter_24<40m,SSC_DEF_27.7.b,2014,WHG,1.427,0,1814.83,SSC_DEF,EN,1427
EN_Otter_24<40m,SSC_DEF_27.7.b,2015,WHG,0.4493,0,1229.43012,SSC_DEF,EN,449.3
EN_Otter_24<40m,SSC_DEF_27.7.b,2016,WHG,0.9283,0.732940955,1259.861076,SSC_DEF,EN,1661.240955
EN_Otter_24<40m,SSC_DEF_27.7.b,2017,WHG,0.579,0.032434,455.41,SSC_DEF,EN,611.434
EN_Otter_24<40m,SSC_DEF_27.7.c,2009,HAD,0.025,0,0,SSC_DEF,EN,25
EN_Otter_24<40m,SSC_DEF_27.7.c,2012,HAD,0.027,0,27.85,SSC_DEF,EN,27
EN_Otter_24<40m,SSC_DEF_27.7.c,2012,WHG,0.102,0,63.15,SSC_DEF,EN,102
EN_Otter_24<40m,SSC_DEF_27.7.c,2014,HAD,0.046,0,72.52,SSC_DEF,EN,46
EN_Otter_24<40m,SSC_DEF_27.7.c,2014,WHG,0.79,0,1208.38,SSC_DEF,EN,790
EN_Otter_24<40m,SSC_DEF_27.7.c,2015,HAD,0.033,0,56.46,SSC_DEF,EN,33
EN_Otter_24<40m,SSC_DEF_27.7.c,2015,WHG,0.025,0,38.45,SSC_DEF,EN,25
EN_Otter_24<40m,SSC_DEF_27.7.c,2016,HAD,0.141,0.19740237,229.93,SSC_DEF,EN,338.40237
EN_Otter_24<40m,SSC_DEF_27.7.c,2016,WHG,0.066,0.05211,149.14,SSC_DEF,EN,118.11
EN_Otter_24<40m,SSC_DEF_27.7.c,2017,HAD,0.217,0.303803647,238,SSC_DEF,EN,520.803647
EN_Otter_24<40m,SSC_DEF_27.7.e,2009,COD,2.347,0,4604.23,SSC_DEF,EN,2347
EN_Otter_24<40m,SSC_DEF_27.7.e,2009,HAD,5.2168,0,5041.777385,SSC_DEF,EN,5216.8
EN_Otter_24<40m,SSC_DEF_27.7.e,2009,WHG,0.956,0,583.33,SSC_DEF,EN,956
EN_Otter_24<40m,SSC_DEF_27.7.e,2010,COD,2.8735,0,7105.588221,SSC_DEF,EN,2873.5
EN_Otter_24<40m,SSC_DEF_27.7.e,2010,HAD,7.3758,0,8068.611238,SSC_DEF,EN,7375.8
EN_Otter_24<40m,SSC_DEF_27.7.e,2010,WHG,0.311,0,191.8,SSC_DEF,EN,311
EN_Otter_24<40m,SSC_DEF_27.7.e,2011,COD,2.192,0,3330.81,SSC_DEF,EN,2192
EN_Otter_24<40m,SSC_DEF_27.7.e,2011,HAD,5.9961,0,6021.04718,SSC_DEF,EN,5996.1
EN_Otter_24<40m,SSC_DEF_27.7.e,2011,WHG,0.35,0,279.291696,SSC_DEF,EN,350
EN_Otter_24<40m,SSC_DEF_27.7.e,2012,COD,4.491,0,24899.08,SSC_DEF,EN,4491
EN_Otter_24<40m,SSC_DEF_27.7.e,2012,HAD,12.154,0.047205912,12203.27,SSC_DEF,EN,12201.20591
EN_Otter_24<40m,SSC_DEF_27.7.e,2012,WHG,2.2538,0,2060.3242,SSC_DEF,EN,2253.8
EN_Otter_24<40m,SSC_DEF_27.7.e,2013,COD,8.223,0.390727494,25279.52,SSC_DEF,EN,8613.727494
EN_Otter_24<40m,SSC_DEF_27.7.e,2013,HAD,2.508,0.113919276,1869.94,SSC_DEF,EN,2621.919276
EN_Otter_24<40m,SSC_DEF_27.7.e,2013,WHG,0.0788,0,66.91519794,SSC_DEF,EN,78.8
EN_Otter_24<40m,SSC_DEF_27.7.e,2014,COD,9.249,9.272345912,21205.57,SSC_DEF,EN,18521.34591
EN_Otter_24<40m,SSC_DEF_27.7.e,2014,HAD,2.3542,0.886423186,3101.273169,SSC_DEF,EN,3240.623186
EN_Otter_24<40m,SSC_DEF_27.7.e,2014,WHG,0.714,0.198279268,986.35,SSC_DEF,EN,912.279268
EN_Otter_24<40m,SSC_DEF_27.7.e,2015,COD,7.4479,0.004070712,19415.41641,SSC_DEF,EN,7451.970712
EN_Otter_24<40m,SSC_DEF_27.7.e,2015,HAD,4.8427,4.710251278,7234.405246,SSC_DEF,EN,9552.951278
EN_Otter_24<40m,SSC_DEF_27.7.e,2015,WHG,0.013,0.003280923,18.05,SSC_DEF,EN,16.280923
EN_Otter_24<40m,SSC_DEF_27.7.e,2016,COD,3.8923,0.415473101,9808.690486,SSC_DEF,EN,4307.773101
EN_Otter_24<40m,SSC_DEF_27.7.e,2016,HAD,4.4734,7.021325441,8754.487246,SSC_DEF,EN,11494.72544
EN_Otter_24<40m,SSC_DEF_27.7.e,2016,WHG,0.5163,0.192442035,455.0000168,SSC_DEF,EN,708.742035
EN_Otter_24<40m,SSC_DEF_27.7.e,2017,COD,1.7452,0,5433.694375,SSC_DEF,EN,1745.2
EN_Otter_24<40m,SSC_DEF_27.7.e,2017,HAD,5.7423,9.012955936,6078.15467,SSC_DEF,EN,14755.25594
EN_Otter_24<40m,SSC_DEF_27.7.e,2017,WHG,2.035,0.652666113,2568.775592,SSC_DEF,EN,2687.666113
EN_Otter_24<40m,SSC_DEF_27.7.g,2009,COD,2.3742,0,5300.569894,SSC_DEF,EN,2374.2
EN_Otter_24<40m,SSC_DEF_27.7.g,2009,HAD,3.7004,0,3664.907371,SSC_DEF,EN,3700.4
EN_Otter_24<40m,SSC_DEF_27.7.g,2009,WHG,0.9849,0,827.365679,SSC_DEF,EN,984.9
EN_Otter_24<40m,SSC_DEF_27.7.g,2010,COD,2.8469,0,7365.868927,SSC_DEF,EN,2846.9
EN_Otter_24<40m,SSC_DEF_27.7.g,2010,HAD,4.077,0,4185.393335,SSC_DEF,EN,4077
EN_Otter_24<40m,SSC_DEF_27.7.g,2010,WHG,1.375,0,958.71,SSC_DEF,EN,1375
EN_Otter_24<40m,SSC_DEF_27.7.g,2011,COD,1.9936,0,4353.979026,SSC_DEF,EN,1993.6
EN_Otter_24<40m,SSC_DEF_27.7.g,2011,HAD,1.837,0,1717.600334,SSC_DEF,EN,1837
EN_Otter_24<40m,SSC_DEF_27.7.g,2011,WHG,6.231,0,6554.29,SSC_DEF,EN,6231
EN_Otter_24<40m,SSC_DEF_27.7.g,2012,COD,22.6375,0,51234.3103,SSC_DEF,EN,22637.5
EN_Otter_24<40m,SSC_DEF_27.7.g,2012,HAD,16.895,0,17503.53,SSC_DEF,EN,16895
EN_Otter_24<40m,SSC_DEF_27.7.g,2012,WHG,6.622,0,5995.81,SSC_DEF,EN,6622
EN_Otter_24<40m,SSC_DEF_27.7.g,2013,COD,7.61,0,18163.63,SSC_DEF,EN,7610
EN_Otter_24<40m,SSC_DEF_27.7.g,2013,HAD,1.138,0,1179.34,SSC_DEF,EN,1138
EN_Otter_24<40m,SSC_DEF_27.7.g,2013,WHG,0.955,0,1084.54,SSC_DEF,EN,955
EN_Otter_24<40m,SSC_DEF_27.7.g,2014,COD,14.928,3.993315984,37318.7,SSC_DEF,EN,18921.31598
EN_Otter_24<40m,SSC_DEF_27.7.g,2014,HAD,0.277,0,676.47,SSC_DEF,EN,277
EN_Otter_24<40m,SSC_DEF_27.7.g,2014,WHG,0.183,0.052805234,220.7,SSC_DEF,EN,235.805234
EN_Otter_24<40m,SSC_DEF_27.7.g,2015,COD,4.56,0,11856.71,SSC_DEF,EN,4560
EN_Otter_24<40m,SSC_DEF_27.7.g,2015,HAD,0.5917,0,880.671883,SSC_DEF,EN,591.7
EN_Otter_24<40m,SSC_DEF_27.7.g,2015,WHG,0.036,0.018439033,57.51,SSC_DEF,EN,54.439033
EN_Otter_24<40m,SSC_DEF_27.7.g,2016,COD,7.0438,0.443353627,17865.71384,SSC_DEF,EN,7487.153627
EN_Otter_24<40m,SSC_DEF_27.7.g,2016,HAD,1.8813,2.633854301,3673.803693,SSC_DEF,EN,4515.154301
EN_Otter_24<40m,SSC_DEF_27.7.g,2016,WHG,1.577,1.2451223,1444.21157,SSC_DEF,EN,2822.1223
EN_Otter_24<40m,SSC_DEF_27.7.g,2017,COD,2.9882,0.188084458,8080.426046,SSC_DEF,EN,3176.284458
EN_Otter_24<40m,SSC_DEF_27.7.g,2017,HAD,1.7866,2.501272574,3097.117302,SSC_DEF,EN,4287.872574
EN_Otter_24<40m,SSC_DEF_27.7.g,2017,WHG,0.9424,0.09841028,862.8918988,SSC_DEF,EN,1040.81028
EN_Otter_24<40m,SSC_DEF_27.7.j,2009,COD,6.292,0,13087.6,SSC_DEF,EN,6292
EN_Otter_24<40m,SSC_DEF_27.7.j,2009,HAD,19.184,0,18569.96,SSC_DEF,EN,19184
EN_Otter_24<40m,SSC_DEF_27.7.j,2009,WHG,8.233,0,6512.89,SSC_DEF,EN,8233
EN_Otter_24<40m,SSC_DEF_27.7.j,2010,COD,4.424,0,10384.8,SSC_DEF,EN,4424
EN_Otter_24<40m,SSC_DEF_27.7.j,2010,HAD,16.297,0,17893.98,SSC_DEF,EN,16297
EN_Otter_24<40m,SSC_DEF_27.7.j,2010,WHG,5.809,0,4066.26,SSC_DEF,EN,5809
EN_Otter_24<40m,SSC_DEF_27.7.j,2011,COD,9.458,0,19643.65,SSC_DEF,EN,9458
EN_Otter_24<40m,SSC_DEF_27.7.j,2011,HAD,19.61,0,20303.55,SSC_DEF,EN,19610
EN_Otter_24<40m,SSC_DEF_27.7.j,2011,WHG,8.1,0,5614.96,SSC_DEF,EN,8100
EN_Otter_24<40m,SSC_DEF_27.7.j,2012,COD,18.714,0,48305.78,SSC_DEF,EN,18714
EN_Otter_24<40m,SSC_DEF_27.7.j,2012,HAD,11.58,0,12588.88,SSC_DEF,EN,11580
EN_Otter_24<40m,SSC_DEF_27.7.j,2012,WHG,6.992,0,5627.86,SSC_DEF,EN,6992
EN_Otter_24<40m,SSC_DEF_27.7.j,2013,COD,31.819,0,70901.91,SSC_DEF,EN,31819
EN_Otter_24<40m,SSC_DEF_27.7.j,2013,HAD,26.496,0,29600.05,SSC_DEF,EN,26496
EN_Otter_24<40m,SSC_DEF_27.7.j,2013,WHG,15.288,0,16181.5,SSC_DEF,EN,15288
EN_Otter_24<40m,SSC_DEF_27.7.j,2014,COD,35.221,7.854413933,80764.15,SSC_DEF,EN,43075.41393
EN_Otter_24<40m,SSC_DEF_27.7.j,2014,HAD,24.363,0,29594.55,SSC_DEF,EN,24363
EN_Otter_24<40m,SSC_DEF_27.7.j,2014,WHG,21.636,6.243302974,29549.32,SSC_DEF,EN,27879.30297
EN_Otter_24<40m,SSC_DEF_27.7.j,2015,COD,24.579,0.041822017,59138.03,SSC_DEF,EN,24620.82202
EN_Otter_24<40m,SSC_DEF_27.7.j,2015,HAD,13.055,0,24034.58,SSC_DEF,EN,13055
EN_Otter_24<40m,SSC_DEF_27.7.j,2015,WHG,2.364,6.282883977,3237.74,SSC_DEF,EN,8646.883977
EN_Otter_24<40m,SSC_DEF_27.7.j,2016,COD,17.89,1.126041788,45407.62,SSC_DEF,EN,19016.04179
EN_Otter_24<40m,SSC_DEF_27.7.j,2016,HAD,8.186,11.46055037,12614.92,SSC_DEF,EN,19646.55037
EN_Otter_24<40m,SSC_DEF_27.7.j,2016,WHG,3.068,2.422345959,4345.11,SSC_DEF,EN,5490.345959
EN_Otter_24<40m,SSC_DEF_27.7.j,2017,COD,14.73,0,40666.22,SSC_DEF,EN,14730
EN_Otter_24<40m,SSC_DEF_27.7.j,2017,HAD,12.901,18.06163697,25046.52,SSC_DEF,EN,30962.63697
EN_Otter_24<40m,SSC_DEF_27.7.j,2017,WHG,1.202,0.063105293,1055.18,SSC_DEF,EN,1265.105293
EN_Otter_all,SSC_DEF_27.7.e,2009,COD,0.389,0,879.87,SSC_DEF,EN,389
EN_Otter_all,SSC_DEF_27.7.e,2009,HAD,0.022,0,19.55,SSC_DEF,EN,22
EN_Otter_all,SSC_DEF_27.7.e,2009,WHG,2.06,0,2033.82,SSC_DEF,EN,2060
EN_Otter_all,SSC_DEF_27.7.e,2010,COD,2.591,0,6301.49,SSC_DEF,EN,2591
EN_Otter_all,SSC_DEF_27.7.e,2010,HAD,3.109,0,4433.62,SSC_DEF,EN,3109
EN_Otter_all,SSC_DEF_27.7.e,2010,WHG,7.779,0,7892.67,SSC_DEF,EN,7779
EN_Otter_all,SSC_DEF_27.7.e,2011,COD,2.396,0,6837.87,SSC_DEF,EN,2396
EN_Otter_all,SSC_DEF_27.7.e,2011,HAD,10.391,0,10755.83,SSC_DEF,EN,10391
EN_Otter_all,SSC_DEF_27.7.e,2011,WHG,43.55,0,48584.37,SSC_DEF,EN,43550
EN_Otter_all,SSC_DEF_27.7.e,2012,COD,1.552,0,4548.9,SSC_DEF,EN,1552
EN_Otter_all,SSC_DEF_27.7.e,2012,HAD,2.773,0,4119.55,SSC_DEF,EN,2773
EN_Otter_all,SSC_DEF_27.7.e,2012,WHG,39.52,0,66630.21,SSC_DEF,EN,39520
EN_Otter_all,SSC_DEF_27.7.e,2013,COD,0.76,0,1843.68,SSC_DEF,EN,760
EN_Otter_all,SSC_DEF_27.7.e,2013,HAD,8.93,0,11457.41,SSC_DEF,EN,8930
EN_Otter_all,SSC_DEF_27.7.e,2013,WHG,35.297,0,47707.8,SSC_DEF,EN,35297
EN_Otter_all,SSC_DEF_27.7.e,2014,COD,0.098,0.003537045,238.92,SSC_DEF,EN,101.537045
EN_Otter_all,SSC_DEF_27.7.e,2014,WHG,0.341,0.098400072,307.55,SSC_DEF,EN,439.400072
EN_Otter_all,SSC_DEF_27.7.e,2015,COD,0.362,0.023927096,924.68,SSC_DEF,EN,385.927096
EN_Otter_all,SSC_DEF_27.7.e,2015,HAD,1.408,0,2364.17,SSC_DEF,EN,1408
EN_Otter_all,SSC_DEF_27.7.e,2015,WHG,46.813,63.99895518,51940.46,SSC_DEF,EN,110811.9552
EN_Otter_all,SSC_DEF_27.7.e,2016,COD,1.008,0.007290577,3223.92,SSC_DEF,EN,1015.290577
EN_Otter_all,SSC_DEF_27.7.e,2016,HAD,0.024,0.022780556,68.41,SSC_DEF,EN,46.780556
EN_Otter_all,SSC_DEF_27.7.e,2016,WHG,8.912,7.03648728,10729.94,SSC_DEF,EN,15948.48728
EN_Otter_all,SSC_DEF_27.7.e,2017,HAD,0.001,0.00094919,2.41,SSC_DEF,EN,1.94919
EN_Otter_all,SSC_DEF_27.7.e,2017,WHG,0.357,0.168996532,290.35,SSC_DEF,EN,525.996532
EN_Otter_all,SSC_DEF_27.7.g,2010,COD,0.45,0,814.54,SSC_DEF,EN,450
EN_Otter_all,SSC_DEF_27.7.g,2010,HAD,41.357,0,63045.98,SSC_DEF,EN,41357
EN_Otter_all,SSC_DEF_27.7.g,2010,WHG,29.687,0,40570.51,SSC_DEF,EN,29687
EN_Otter_all,SSC_DEF_27.7.g,2011,COD,13.764,0,39789.94,SSC_DEF,EN,13764
EN_Otter_all,SSC_DEF_27.7.g,2011,HAD,91.879,0,93239.12,SSC_DEF,EN,91879
EN_Otter_all,SSC_DEF_27.7.g,2011,WHG,24.244,0,32737.55,SSC_DEF,EN,24244
EN_Otter_all,SSC_DEF_27.7.g,2012,COD,18.814,0,47689.63,SSC_DEF,EN,18814
EN_Otter_all,SSC_DEF_27.7.g,2012,HAD,263.615,0,358529.62,SSC_DEF,EN,263615
EN_Otter_all,SSC_DEF_27.7.g,2012,WHG,27.196,0,40826.03,SSC_DEF,EN,27196
EN_Otter_all,SSC_DEF_27.7.g,2013,COD,2.957,0,5704.23,SSC_DEF,EN,2957
EN_Otter_all,SSC_DEF_27.7.g,2013,HAD,317.722,0,468836.5,SSC_DEF,EN,317722
EN_Otter_all,SSC_DEF_27.7.g,2013,WHG,79.657,0,98605.85,SSC_DEF,EN,79657
EN_Otter_all,SSC_DEF_27.7.g,2014,COD,5.337,2.958256833,13609.52,SSC_DEF,EN,8295.256833
EN_Otter_all,SSC_DEF_27.7.g,2014,HAD,152.22,0,305194.77,SSC_DEF,EN,152220
EN_Otter_all,SSC_DEF_27.7.g,2014,WHG,194.073,56.00226724,253861.47,SSC_DEF,EN,250075.2672
EN_Otter_all,SSC_DEF_27.7.g,2015,COD,6.723,0.165640382,16146.49,SSC_DEF,EN,6888.640382
EN_Otter_all,SSC_DEF_27.7.g,2015,HAD,82.142,0,144663.85,SSC_DEF,EN,82142
EN_Otter_all,SSC_DEF_27.7.g,2015,WHG,72.674,35.98547356,99378.81,SSC_DEF,EN,108659.4736
EN_Otter_all,SSC_DEF_27.7.g,2016,COD,1.204,0.049329972,1872.77,SSC_DEF,EN,1253.329972
EN_Otter_all,SSC_DEF_27.7.g,2016,HAD,23.669,40.87692695,43493.33,SSC_DEF,EN,64545.92695
EN_Otter_all,SSC_DEF_27.7.g,2016,WHG,18.111,6.563988138,16710.86,SSC_DEF,EN,24674.98814
EN_Otter_all,SSC_DEF_27.7.g,2017,COD,0.249,0.01892,523.91,SSC_DEF,EN,267.92
EN_Otter_all,SSC_DEF_27.7.g,2017,HAD,29.419,50.80731396,47648.92,SSC_DEF,EN,80226.31396
EN_Otter_all,SSC_DEF_27.7.g,2017,WHG,10.429,5.968548,8882.73,SSC_DEF,EN,16397.548
EN_Static_all,GNS_DEF_27.7.e,2009,COD,107.013,0,295958.1121,GNS_DEF,EN,107013
EN_Static_all,GNS_DEF_27.7.e,2009,HAD,46.947,0,87943.29,GNS_DEF,EN,46947
EN_Static_all,GNS_DEF_27.7.e,2009,WHG,20.408,0,23280.99,GNS_DEF,EN,20408
EN_Static_all,GNS_DEF_27.7.e,2010,COD,97.469,0,302271.56,GNS_DEF,EN,97469
EN_Static_all,GNS_DEF_27.7.e,2010,HAD,42.669,0,85409.48,GNS_DEF,EN,42669
EN_Static_all,GNS_DEF_27.7.e,2010,WHG,25.9456,0,31158.53172,GNS_DEF,EN,25945.6
EN_Static_all,GNS_DEF_27.7.e,2011,COD,140.849,0,423780.1258,GNS_DEF,EN,140849
EN_Static_all,GNS_DEF_27.7.e,2011,HAD,72.797,0,126493.26,GNS_DEF,EN,72797
EN_Static_all,GNS_DEF_27.7.e,2011,WHG,55.048,0,76496.85,GNS_DEF,EN,55048
EN_Static_all,GNS_DEF_27.7.e,2012,COD,256.5974,0,715593.9509,GNS_DEF,EN,256597.4
EN_Static_all,GNS_DEF_27.7.e,2012,HAD,84.922,1.281264338,159263.72,GNS_DEF,EN,86203.26434
EN_Static_all,GNS_DEF_27.7.e,2012,WHG,42.4389,0,63447.3298,GNS_DEF,EN,42438.9
EN_Static_all,GNS_DEF_27.7.e,2013,COD,210.436,42.18584906,668775.4,GNS_DEF,EN,252621.8491
EN_Static_all,GNS_DEF_27.7.e,2013,HAD,98.465,1.485594935,203647.27,GNS_DEF,EN,99950.59494
EN_Static_all,GNS_DEF_27.7.e,2013,WHG,30.463,0,42252.61,GNS_DEF,EN,30463
EN_Static_all,GNS_DEF_27.7.e,2014,COD,136.102,3.306903758,364124.22,GNS_DEF,EN,139408.9038
EN_Static_all,GNS_DEF_27.7.e,2014,HAD,92.924,10.44741957,218978.2,GNS_DEF,EN,103371.4196
EN_Static_all,GNS_DEF_27.7.e,2014,WHG,39.488,4.051122441,58633.18,GNS_DEF,EN,43539.12244
EN_Static_all,GNS_DEF_27.7.e,2015,COD,132.371,12.73144765,400785.98,GNS_DEF,EN,145102.4477
EN_Static_all,GNS_DEF_27.7.e,2015,HAD,53.883,0.056494463,150717.06,GNS_DEF,EN,53939.49446
EN_Static_all,GNS_DEF_27.7.e,2015,WHG,44.578,1.55149659,69970.97,GNS_DEF,EN,46129.49659
EN_Static_all,GNS_DEF_27.7.e,2016,COD,141.7673,1.046920412,456827.0209,GNS_DEF,EN,142814.2204
